Employee_ID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,YearsSinceLastPromotion
723,36,0,Non-Travel,1229,Sales,8.0,4,Technical Degree,990.0,1.0,Male,84.0,3.0,2,Sales Executive,4,Divorced,5079,25952,4,Y,No,13,0
724,31,1,Non-Travel,335,Research & Development,9.0,2,Medical,991.0,3.0,Male,46.0,2.0,1,Research Scientist,1,Single,2321,10322,0,Y,Yes,22,1
725,33,0,Non-Travel,722,Sales,17.0,3,Life Sciences,992.0,4.0,Male,38.0,3.0,4,Manager,3,Single,17444,20489,1,Y,No,11,6
726,29,1,Travel_Rarely,906,Research & Development,10.0,3,Life Sciences,994.0,4.0,Female,92.0,2.0,1,Research Scientist,1,Single,2404,11479,6,Y,Yes,20,0
727,33,0,Travel_Rarely,461,Research & Development,13.0,1,Life Sciences,995.0,2.0,Female,53.0,3.0,1,Research Scientist,4,Single,3452,17241,3,Y,No,18,0
728,45,0,Travel_Rarely,974,Research & Development,1.0,4,Medical,996.0,4.0,Female,91.0,3.0,1,Laboratory Technician,4,Divorced,2270,11005,3,Y,No,14,0
729,50,0,Travel_Rarely,1126,Research & Development,1.0,2,Medical,997.0,4.0,Male,66.0,3.0,4,Research Director,4,Divorced,17399,6615,9,Y,No,22,1
730,33,0,Travel_Frequently,827,Research & Development,1.0,4,Other,998.0,3.0,Female,84.0,4.0,2,Healthcare Representative,2,Married,5488,20161,1,Y,Yes,13,1
731,41,0,Travel_Frequently,840,Research & Development,9.0,3,Medical,999.0,1.0,Male,64.0,3.0,5,Research Director,3,Divorced,19419,3735,2,Y,No,17,0
732,27,0,Travel_Rarely,1134,Research & Development,16.0,4,Technical Degree,1001.0,3.0,Female,37.0,3.0,1,Laboratory Technician,2,Married,2811,12086,9,Y,No,14,2
733,45,0,Non-Travel,248,Research & Development,23.0,2,Life Sciences,1002.0,4.0,Male,42.0,3.0,2,Laboratory Technician,1,Married,3633,14039,1,Y,Yes,15,0
734,47,0,Travel_Rarely,955,Sales,4.0,2,Life Sciences,1003.0,4.0,Female,83.0,3.0,2,Sales Executive,4,Single,4163,8571,1,Y,Yes,17,0
735,30,1,Travel_Rarely,138,Research & Development,22.0,3,Life Sciences,1004.0,1.0,Female,48.0,3.0,1,Research Scientist,3,Married,2132,11539,4,Y,Yes,11,0
736,50,0,Travel_Rarely,939,Research & Development,24.0,3,Life Sciences,1005.0,4.0,Male,95.0,3.0,4,Manufacturing Director,3,Married,13973,4161,3,Y,Yes,18,1
737,38,0,Travel_Frequently,1391,Research & Development,10.0,1,Medical,1006.0,3.0,Male,66.0,3.0,1,Research Scientist,3,Married,2684,12127,0,Y,No,17,0
738,46,0,Travel_Rarely,566,Research & Development,7.0,2,Medical,1007.0,4.0,Male,75.0,3.0,3,Manufacturing Director,3,Divorced,10845,24208,6,Y,No,13,0
739,24,0,Travel_Rarely,1206,Research & Development,17.0,1,Medical,1009.0,4.0,Female,41.0,2.0,2,Manufacturing Director,3,Divorced,4377,24117,1,Y,No,15,3
740,35,1,Travel_Rarely,622,Research & Development,14.0,4,Other,1010.0,3.0,Male,39.0,2.0,1,Laboratory Technician,2,Divorced,3743,10074,1,Y,Yes,24,0
741,31,0,Travel_Frequently,853,Research & Development,1.0,1,Life Sciences,1011.0,3.0,Female,96.0,3.0,2,Manufacturing Director,1,Married,4148,11275,1,Y,No,12,0
742,18,0,Non-Travel,287,Research & Development,5.0,2,Life Sciences,1012.0,2.0,Male,73.0,3.0,1,Research Scientist,4,Single,1051,13493,1,Y,No,15,0
743,54,0,Travel_Rarely,1441,Research & Development,17.0,3,Technical Degree,1013.0,3.0,Female,56.0,3.0,3,Manufacturing Director,3,Married,10739,13943,8,Y,No,11,0
744,35,0,Travel_Rarely,583,Research & Development,25.0,4,Medical,1014.0,3.0,Female,57.0,3.0,3,Healthcare Representative,3,Divorced,10388,6975,1,Y,Yes,11,10
745,30,0,Travel_Rarely,153,Research & Development,8.0,2,Life Sciences,1015.0,2.0,Female,73.0,4.0,3,Research Director,1,Married,11416,17802,0,Y,Yes,12,1
746,20,1,Travel_Rarely,1097,Research & Development,11.0,3,Medical,1016.0,4.0,Female,98.0,2.0,1,Research Scientist,1,Single,2600,18275,1,Y,Yes,15,0
747,30,1,Travel_Frequently,109,Research & Development,5.0,3,Medical,1017.0,2.0,Female,60.0,3.0,1,Laboratory Technician,2,Single,2422,25725,0,Y,No,17,1
748,26,0,Travel_Rarely,1066,Research & Development,2.0,2,Medical,1018.0,4.0,Male,32.0,4.0,2,Manufacturing Director,4,Married,5472,3334,1,Y,No,12,1
749,22,0,Travel_Rarely,217,Research & Development,8.0,1,Life Sciences,1019.0,2.0,Male,94.0,1.0,1,Laboratory Technician,1,Married,2451,6881,1,Y,No,15,1
750,48,0,Travel_Rarely,277,Research & Development,6.0,3,Life Sciences,1022.0,1.0,Male,97.0,2.0,2,Healthcare Representative,3,Single,4240,13119,2,Y,No,13,2
751,48,0,Travel_Rarely,1355,Research & Development,4.0,4,Life Sciences,1024.0,3.0,Male,78.0,2.0,3,Healthcare Representative,3,Single,10999,22245,7,Y,No,14,4
752,48,0,Travel_Rarely,1355,Research & Development,4.0,4,Life Sciences,1024.0,3.0,Male,78.0,2.0,3,Healthcare Representative,3,Single,10999,22245,7,Y,No,14,4
753,48,0,Travel_Rarely,1355,Research & Development,4.0,4,Life Sciences,1024.0,3.0,Male,78.0,2.0,3,Healthcare Representative,3,Single,10999,22245,7,Y,No,14,4
754,41,0,Travel_Rarely,549,Research & Development,7.0,2,Medical,1025.0,4.0,Female,42.0,3.0,2,Manufacturing Director,3,Single,5003,23371,6,Y,No,14,2
755,39,0,Travel_Rarely,466,Research & Development,1.0,1,Life Sciences,1026.0,4.0,Female,65.0,2.0,4,Manufacturing Director,4,Married,12742,7060,1,Y,No,16,11
756,27,0,Travel_Rarely,1055,Research & Development,2.0,4,Life Sciences,1027.0,1.0,Female,47.0,3.0,2,Manufacturing Director,4,Married,4227,4658,0,Y,No,18,2
757,35,0,Travel_Rarely,802,Research & Development,10.0,3,Other,1028.0,2.0,Male,45.0,3.0,1,Laboratory Technician,4,Divorced,3917,9541,1,Y,No,20,1
758,42,0,Travel_Rarely,265,Sales,5.0,2,Marketing,1029.0,4.0,Male,90.0,3.0,5,Manager,3,Married,18303,7770,6,Y,No,13,0
759,50,0,Travel_Rarely,804,Research & Development,9.0,3,Life Sciences,1030.0,1.0,Male,64.0,3.0,1,Laboratory Technician,4,Married,2380,20165,4,Y,No,18,0
760,59,0,Travel_Rarely,715,Research & Development,2.0,3,Life Sciences,1032.0,3.0,Female,69.0,2.0,4,Manufacturing Director,4,Single,13726,21829,3,Y,Yes,13,4
761,37,1,Travel_Rarely,1141,Research & Development,11.0,2,Medical,1033.0,1.0,Female,61.0,1.0,2,Healthcare Representative,2,Married,4777,14382,5,Y,No,15,0
762,55,0,Travel_Frequently,135,Research & Development,18.0,4,Medical,1034.0,3.0,Male,62.0,3.0,2,Healthcare Representative,2,Married,6385,12992,3,Y,Yes,14,6
763,41,0,Non-Travel,247,Research & Development,7.0,1,Life Sciences,1035.0,2.0,Female,55.0,1.0,5,Research Director,3,Divorced,19973,20284,1,Y,No,22,5
764,38,0,Travel_Rarely,1035,Sales,3.0,4,Life Sciences,1036.0,2.0,Male,42.0,3.0,2,Sales Executive,4,Single,6861,4981,8,Y,Yes,12,0
765,26,1,Non-Travel,265,Sales,29.0,2,Medical,1037.0,2.0,Male,79.0,1.0,2,Sales Executive,1,Single,4969,21813,8,Y,No,18,2
766,52,1,Travel_Rarely,266,Sales,2.0,1,Marketing,1038.0,1.0,Female,57.0,1.0,5,Manager,4,Married,19845,25846,1,Y,No,15,6
767,44,0,Travel_Rarely,1448,Sales,28.0,3,Medical,1039.0,4.0,Female,53.0,4.0,4,Sales Executive,4,Married,13320,11737,3,Y,Yes,18,11
768,50,0,Non-Travel,145,Sales,1.0,3,Life Sciences,1040.0,4.0,Female,95.0,3.0,2,Sales Executive,3,Married,6347,24920,0,Y,No,12,0
769,36,1,Travel_Rarely,885,Research & Development,16.0,4,Life Sciences,1042.0,3.0,Female,43.0,4.0,1,Laboratory Technician,1,Single,2743,8269,1,Y,No,16,15
770,39,0,Travel_Frequently,945,Research & Development,22.0,3,Medical,1043.0,4.0,Female,82.0,3.0,3,Manufacturing Director,1,Single,10880,5083,1,Y,Yes,13,2
771,33,0,Non-Travel,1038,Sales,8.0,1,Life Sciences,1044.0,2.0,Female,88.0,2.0,1,Sales Representative,4,Single,2342,21437,0,Y,No,19,2
772,45,0,Travel_Rarely,1234,Sales,11.0,2,Life Sciences,1045.0,4.0,Female,90.0,3.0,4,Manager,4,Married,17650,5404,3,Y,No,13,1
773,32,0,Non-Travel,1109,Research & Development,29.0,4,Medical,1046.0,4.0,Female,69.0,3.0,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,7
774,34,0,Travel_Rarely,216,Sales,1.0,4,Marketing,1047.0,2.0,Male,75.0,4.0,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,0
775,59,0,Travel_Rarely,1089,Sales,1.0,2,Technical Degree,1048.0,2.0,Male,66.0,3.0,3,Manager,4,Married,11904,11038,3,Y,Yes,14,0
776,45,0,Travel_Rarely,788,Human Resources,24.0,4,Medical,1049.0,2.0,Male,36.0,3.0,1,Human Resources,2,Single,2177,8318,1,Y,No,16,0
777,53,0,Travel_Frequently,124,Sales,2.0,3,Marketing,1050.0,3.0,Female,38.0,2.0,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,6
778,36,1,Travel_Rarely,660,Research & Development,15.0,3,Other,1052.0,1.0,Male,81.0,3.0,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,0
779,26,1,Travel_Frequently,342,Research & Development,2.0,3,Life Sciences,1053.0,1.0,Male,57.0,3.0,1,Research Scientist,1,Married,2042,15346,6,Y,Yes,14,1
780,34,0,Travel_Rarely,1333,Sales,10.0,4,Life Sciences,1055.0,3.0,Female,87.0,3.0,1,Sales Representative,3,Married,2220,18410,1,Y,Yes,19,0
781,28,0,Travel_Rarely,1144,Sales,10.0,1,Medical,1056.0,4.0,Male,74.0,3.0,1,Sales Representative,2,Married,1052,23384,1,Y,No,22,0
782,38,0,Travel_Frequently,1186,Research & Development,3.0,4,Other,1060.0,3.0,Male,44.0,3.0,1,Research Scientist,3,Married,2821,2997,3,Y,No,16,2
783,50,0,Travel_Rarely,1464,Research & Development,2.0,4,Medical,1061.0,2.0,Male,62.0,3.0,5,Research Director,3,Married,19237,12853,2,Y,Yes,11,7
784,37,0,Travel_Rarely,124,Research & Development,3.0,3,Other,1062.0,4.0,Female,35.0,3.0,2,Healthcare Representative,2,Single,4107,13848,3,Y,No,15,0
785,40,0,Travel_Rarely,300,Sales,26.0,3,Marketing,1066.0,3.0,Male,74.0,3.0,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,7
786,26,0,Travel_Frequently,921,Research & Development,1.0,1,Medical,1068.0,1.0,Female,66.0,2.0,1,Research Scientist,3,Divorced,2007,25265,1,Y,No,13,1
787,46,0,Travel_Rarely,430,Research & Development,1.0,4,Medical,1069.0,4.0,Male,40.0,3.0,5,Research Director,4,Divorced,19627,21445,9,Y,No,17,2
788,54,0,Travel_Rarely,1082,Sales,2.0,4,Life Sciences,1070.0,3.0,Female,41.0,2.0,3,Sales Executive,3,Married,10686,8392,6,Y,No,11,7
789,56,0,Travel_Frequently,1240,Research & Development,9.0,3,Medical,1071.0,1.0,Female,63.0,3.0,1,Research Scientist,3,Married,2942,12154,2,Y,No,19,0
790,36,0,Travel_Rarely,796,Research & Development,12.0,5,Medical,1073.0,4.0,Female,51.0,2.0,3,Manufacturing Director,4,Single,8858,15669,0,Y,No,11,7
791,36,0,Travel_Rarely,796,Research & Development,12.0,5,Medical,1073.0,4.0,Female,51.0,2.0,3,Manufacturing Director,4,Single,8858,15669,0,Y,No,11,7
792,55,0,Non-Travel,444,Research & Development,2.0,1,Medical,1074.0,3.0,Male,40.0,2.0,4,Manager,1,Single,16756,17323,7,Y,No,15,6
793,43,0,Travel_Rarely,415,Sales,25.0,3,Medical,1076.0,3.0,Male,79.0,2.0,3,Sales Executive,4,Divorced,10798,5268,5,Y,No,13,0
794,20,1,Travel_Frequently,769,Sales,9.0,3,Marketing,1077.0,4.0,Female,54.0,3.0,1,Sales Representative,4,Single,2323,17205,1,Y,Yes,14,0
795,21,1,Travel_Rarely,1334,Research & Development,10.0,3,Life Sciences,1079.0,3.0,Female,36.0,2.0,1,Laboratory Technician,1,Single,1416,17258,1,Y,No,13,1
796,46,0,Travel_Rarely,1003,Research & Development,8.0,4,Life Sciences,1080.0,4.0,Female,74.0,2.0,2,Research Scientist,1,Divorced,4615,21029,8,Y,Yes,23,1
797,51,1,Travel_Rarely,1323,Research & Development,4.0,4,Life Sciences,1081.0,1.0,Male,34.0,3.0,1,Research Scientist,3,Married,2461,10332,9,Y,Yes,12,2
798,28,1,Non-Travel,1366,Research & Development,24.0,2,Technical Degree,1082.0,2.0,Male,72.0,2.0,3,Healthcare Representative,1,Single,8722,12355,1,Y,No,12,1
799,26,0,Travel_Rarely,192,Research & Development,1.0,2,Medical,1083.0,1.0,Male,59.0,2.0,1,Laboratory Technician,1,Married,3955,11141,1,Y,No,16,1
800,30,0,Travel_Rarely,1176,Research & Development,20.0,3,Other,1084.0,3.0,Male,85.0,3.0,2,Manufacturing Director,1,Married,9957,9096,0,Y,No,15,0
801,41,0,Travel_Rarely,509,Research & Development,7.0,2,Technical Degree,1085.0,2.0,Female,43.0,4.0,1,Research Scientist,3,Married,3376,18863,1,Y,No,13,0
802,38,0,Travel_Rarely,330,Research & Development,17.0,1,Life Sciences,1088.0,3.0,Female,65.0,2.0,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,1
803,40,0,Travel_Rarely,1492,Research & Development,20.0,4,Technical Degree,1092.0,1.0,Male,61.0,3.0,3,Healthcare Representative,4,Married,10322,26542,4,Y,No,20,11
804,27,0,Non-Travel,1277,Research & Development,8.0,5,Life Sciences,1094.0,1.0,Male,87.0,1.0,1,Laboratory Technician,3,Married,4621,5869,1,Y,No,19,1
805,55,0,Travel_Frequently,1091,Research & Development,2.0,1,Life Sciences,1096.0,4.0,Male,65.0,3.0,3,Manufacturing Director,2,Married,10976,15813,3,Y,No,18,1
806,28,0,Travel_Rarely,857,Research & Development,10.0,3,Other,1097.0,3.0,Female,59.0,3.0,2,Research Scientist,3,Single,3660,7909,3,Y,No,13,1
807,44,1,Travel_Rarely,1376,Human Resources,1.0,2,Medical,1098.0,2.0,Male,91.0,2.0,3,Human Resources,1,Married,10482,2326,9,Y,No,14,3
808,33,0,Travel_Rarely,654,Research & Development,5.0,3,Life Sciences,1099.0,4.0,Male,34.0,2.0,3,Healthcare Representative,4,Divorced,7119,21214,4,Y,No,15,1
809,35,1,Travel_Rarely,1204,Sales,4.0,3,Technical Degree,1100.0,4.0,Male,86.0,3.0,3,Sales Executive,1,Single,9582,10333,0,Y,Yes,22,4
810,33,1,Travel_Frequently,827,Research & Development,29.0,4,Medical,1101.0,1.0,Female,54.0,2.0,2,Research Scientist,3,Single,4508,3129,1,Y,No,22,3
811,28,0,Travel_Rarely,895,Research & Development,15.0,2,Life Sciences,1102.0,1.0,Male,50.0,3.0,1,Laboratory Technician,3,Divorced,2207,22482,1,Y,No,16,2
812,34,0,Travel_Frequently,618,Research & Development,3.0,1,Life Sciences,1103.0,1.0,Male,45.0,3.0,2,Healthcare Representative,4,Single,7756,22266,0,Y,No,17,0
813,37,0,Travel_Rarely,309,Sales,10.0,4,Life Sciences,1105.0,4.0,Female,88.0,2.0,2,Sales Executive,4,Divorced,6694,24223,2,Y,Yes,14,0
814,37,0,Travel_Rarely,309,Sales,10.0,4,Life Sciences,1105.0,4.0,Female,88.0,2.0,2,Sales Executive,4,Divorced,6694,24223,2,Y,Yes,14,0
815,25,1,Travel_Rarely,1219,Research & Development,4.0,1,Technical Degree,1106.0,4.0,Male,32.0,3.0,1,Laboratory Technician,4,Married,3691,4605,1,Y,Yes,15,5
816,25,1,Travel_Rarely,1219,Research & Development,4.0,1,Technical Degree,1106.0,4.0,Male,32.0,3.0,1,Laboratory Technician,4,Married,3691,4605,1,Y,Yes,15,5
817,26,1,Travel_Rarely,1330,Research & Development,21.0,3,Medical,1107.0,1.0,Male,37.0,3.0,1,Laboratory Technician,3,Divorced,2377,19373,1,Y,No,20,0
818,33,1,Travel_Rarely,1017,Research & Development,25.0,3,Medical,1108.0,1.0,Male,55.0,2.0,1,Research Scientist,2,Single,2313,2993,4,Y,Yes,20,2
819,42,0,Travel_Rarely,469,Research & Development,2.0,2,Medical,1109.0,4.0,Male,35.0,3.0,4,Manager,1,Married,17665,14399,0,Y,No,17,13
820,28,1,Travel_Frequently,1009,Research & Development,1.0,3,Medical,1111.0,1.0,Male,45.0,2.0,1,Laboratory Technician,2,Divorced,2596,7160,1,Y,No,15,0
821,50,1,Travel_Frequently,959,Sales,1.0,4,Other,1113.0,4.0,Male,81.0,3.0,2,Sales Executive,3,Single,4728,17251,3,Y,Yes,14,0
822,33,0,Travel_Frequently,970,Sales,7.0,3,Life Sciences,1114.0,4.0,Female,30.0,3.0,2,Sales Executive,2,Married,4302,13401,0,Y,No,17,0
823,34,0,Non-Travel,697,Research & Development,3.0,4,Life Sciences,1115.0,3.0,Male,40.0,2.0,1,Research Scientist,4,Married,2979,22478,3,Y,No,17,0
824,48,0,Non-Travel,1262,Research & Development,1.0,4,Medical,1116.0,1.0,Male,35.0,4.0,4,Manager,4,Single,16885,16154,2,Y,No,22,2
825,45,0,Non-Travel,1050,Sales,9.0,4,Life Sciences,1117.0,2.0,Female,65.0,2.0,2,Sales Executive,3,Married,5593,17970,1,Y,No,13,4
826,52,0,Travel_Rarely,994,Research & Development,7.0,4,Life Sciences,1118.0,2.0,Male,87.0,3.0,3,Healthcare Representative,2,Single,10445,15322,7,Y,No,19,4
827,52,0,Travel_Rarely,994,Research & Development,7.0,4,Life Sciences,1118.0,2.0,Male,87.0,3.0,3,Healthcare Representative,2,Single,10445,15322,7,Y,No,19,4
828,38,0,Travel_Rarely,770,Sales,10.0,4,Marketing,1119.0,3.0,Male,73.0,2.0,3,Sales Executive,3,Divorced,8740,5569,0,Y,Yes,14,2
829,29,0,Travel_Rarely,1107,Research & Development,28.0,4,Life Sciences,1120.0,3.0,Female,93.0,3.0,1,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,1
830,28,0,Travel_Rarely,950,Research & Development,3.0,3,Medical,1121.0,4.0,Female,93.0,3.0,3,Manufacturing Director,2,Divorced,7655,8039,0,Y,No,17,1
831,46,0,Travel_Rarely,406,Sales,3.0,1,Marketing,1124.0,1.0,Male,52.0,3.0,4,Manager,3,Married,17465,15596,3,Y,No,12,4
832,38,0,Travel_Rarely,130,Sales,2.0,2,Marketing,1125.0,4.0,Male,32.0,3.0,3,Sales Executive,2,Single,7351,20619,7,Y,No,16,0
833,43,0,Travel_Frequently,1082,Research & Development,27.0,3,Life Sciences,1126.0,3.0,Female,83.0,3.0,3,Manufacturing Director,1,Married,10820,11535,8,Y,No,11,0
834,39,1,Travel_Frequently,203,Research & Development,2.0,3,Life Sciences,1127.0,1.0,Male,84.0,3.0,4,Healthcare Representative,4,Divorced,12169,13547,7,Y,No,11,11
835,40,0,Travel_Rarely,1308,Research & Development,14.0,3,Medical,1128.0,3.0,Male,44.0,2.0,5,Research Director,3,Single,19626,17544,1,Y,No,14,4
836,21,0,Travel_Rarely,984,Research & Development,1.0,1,Technical Degree,1131.0,4.0,Female,70.0,2.0,1,Research Scientist,2,Single,2070,25326,1,Y,Yes,11,2
837,39,0,Non-Travel,439,Research & Development,9.0,3,Life Sciences,1132.0,3.0,Male,70.0,3.0,2,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,0
838,36,0,Non-Travel,217,Research & Development,18.0,4,Life Sciences,1133.0,1.0,Male,78.0,3.0,2,Manufacturing Director,4,Single,7779,23238,2,Y,No,20,0
839,31,0,Travel_Frequently,793,Sales,20.0,3,Life Sciences,1135.0,3.0,Male,67.0,4.0,1,Sales Representative,4,Married,2791,21981,0,Y,No,12,2
840,28,0,Travel_Rarely,1451,Research & Development,2.0,1,Life Sciences,1136.0,1.0,Male,67.0,2.0,1,Research Scientist,2,Married,3201,19911,0,Y,No,17,0
841,35,0,Travel_Frequently,1182,Sales,11.0,2,Marketing,1137.0,4.0,Male,54.0,3.0,2,Sales Executive,4,Divorced,4968,18500,1,Y,No,11,0
842,49,0,Travel_Rarely,174,Sales,8.0,4,Technical Degree,1138.0,4.0,Male,56.0,2.0,4,Sales Executive,2,Married,13120,11879,6,Y,No,17,2
843,34,0,Travel_Frequently,1003,Research & Development,2.0,2,Life Sciences,1140.0,4.0,Male,95.0,3.0,2,Manufacturing Director,3,Single,4033,15834,2,Y,No,11,0
844,29,0,Travel_Frequently,490,Research & Development,10.0,3,Life Sciences,1143.0,4.0,Female,61.0,3.0,1,Research Scientist,2,Divorced,3291,17940,0,Y,No,14,1
845,42,0,Travel_Rarely,188,Research & Development,29.0,3,Medical,1148.0,2.0,Male,56.0,1.0,2,Laboratory Technician,4,Single,4272,9558,4,Y,No,19,0
846,29,0,Travel_Rarely,718,Research & Development,8.0,1,Medical,1150.0,2.0,Male,79.0,2.0,2,Manufacturing Director,4,Married,5056,17689,1,Y,Yes,15,1
847,38,0,Travel_Rarely,433,Human Resources,1.0,3,Human Resources,1152.0,3.0,Male,37.0,4.0,1,Human Resources,3,Married,2844,6004,1,Y,No,13,5
848,28,0,Travel_Frequently,773,Research & Development,6.0,3,Life Sciences,1154.0,3.0,Male,39.0,2.0,1,Research Scientist,3,Divorced,2703,22088,1,Y,Yes,14,0
849,18,1,Non-Travel,247,Research & Development,8.0,1,Medical,1156.0,3.0,Male,80.0,3.0,1,Laboratory Technician,3,Single,1904,13556,1,Y,No,12,0
850,33,1,Travel_Rarely,603,Sales,9.0,4,Marketing,1157.0,1.0,Female,77.0,3.0,2,Sales Executive,1,Single,8224,18385,0,Y,Yes,17,0
851,41,0,Travel_Rarely,167,Research & Development,12.0,4,Life Sciences,1158.0,2.0,Male,46.0,3.0,1,Laboratory Technician,4,Married,4766,9051,3,Y,Yes,11,0
852,31,1,Travel_Frequently,874,Research & Development,15.0,3,Medical,1160.0,3.0,Male,72.0,3.0,1,Laboratory Technician,3,Married,2610,6233,1,Y,No,12,2
853,37,0,Travel_Rarely,367,Research & Development,25.0,2,Medical,1161.0,3.0,Female,52.0,2.0,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,No,13,1
854,27,0,Travel_Rarely,199,Research & Development,6.0,3,Life Sciences,1162.0,4.0,Male,55.0,2.0,1,Research Scientist,3,Married,2539,7950,1,Y,No,13,2
855,34,0,Travel_Rarely,1400,Sales,9.0,1,Life Sciences,1163.0,2.0,Female,70.0,3.0,2,Sales Executive,3,Married,5714,5829,1,Y,No,20,1
856,35,0,Travel_Rarely,528,Human Resources,8.0,4,Technical Degree,1164.0,3.0,Male,100.0,3.0,1,Human Resources,3,Single,4323,7108,1,Y,No,17,1
857,29,1,Travel_Rarely,408,Sales,23.0,1,Life Sciences,1165.0,4.0,Female,45.0,2.0,3,Sales Executive,1,Married,7336,11162,1,Y,No,13,3
858,40,0,Travel_Frequently,593,Research & Development,9.0,4,Medical,1166.0,2.0,Female,88.0,3.0,3,Research Director,3,Single,13499,13782,9,Y,No,17,2
859,42,1,Travel_Frequently,481,Sales,12.0,3,Life Sciences,1167.0,3.0,Male,44.0,3.0,4,Sales Executive,1,Single,13758,2447,0,Y,Yes,12,13
860,42,0,Travel_Rarely,647,Sales,4.0,4,Marketing,1171.0,2.0,Male,45.0,3.0,2,Sales Executive,1,Single,5155,2253,7,Y,No,13,1
861,35,0,Travel_Rarely,982,Research & Development,1.0,4,Medical,1172.0,4.0,Male,58.0,2.0,1,Laboratory Technician,3,Married,2258,16340,6,Y,No,12,1
862,24,0,Travel_Rarely,477,Research & Development,24.0,3,Medical,1173.0,4.0,Male,49.0,3.0,1,Laboratory Technician,2,Single,3597,6409,8,Y,No,22,1
863,28,1,Travel_Rarely,1485,Research & Development,12.0,1,Life Sciences,1175.0,3.0,Female,79.0,3.0,1,Laboratory Technician,4,Married,2515,22955,1,Y,Yes,11,0
864,26,0,Travel_Rarely,1384,Research & Development,3.0,4,Medical,1177.0,1.0,Male,82.0,4.0,1,Laboratory Technician,4,Married,4420,13421,1,Y,No,22,0
865,30,0,Travel_Rarely,852,Sales,10.0,3,Marketing,1179.0,3.0,Male,72.0,2.0,2,Sales Executive,3,Married,6578,2706,1,Y,No,18,1
866,40,0,Travel_Frequently,902,Research & Development,26.0,2,Medical,1180.0,3.0,Female,92.0,2.0,2,Research Scientist,4,Married,4422,21203,3,Y,Yes,13,0
867,35,0,Travel_Rarely,819,Research & Development,2.0,3,Life Sciences,1182.0,3.0,Male,44.0,2.0,3,Manufacturing Director,2,Divorced,10274,19588,2,Y,No,18,6
868,34,0,Travel_Frequently,669,Research & Development,1.0,3,Medical,1184.0,4.0,Male,97.0,2.0,2,Healthcare Representative,1,Single,5343,25755,0,Y,No,20,4
869,35,0,Travel_Frequently,636,Research & Development,4.0,4,Other,1185.0,4.0,Male,47.0,2.0,1,Laboratory Technician,4,Married,2376,26537,1,Y,No,13,2
870,43,1,Travel_Rarely,1372,Sales,9.0,3,Marketing,1188.0,1.0,Female,85.0,1.0,2,Sales Executive,3,Single,5346,9489,8,Y,No,13,1
871,32,0,Non-Travel,862,Sales,2.0,1,Life Sciences,1190.0,3.0,Female,76.0,3.0,1,Sales Representative,1,Divorced,2827,14947,1,Y,No,12,0
872,56,0,Travel_Rarely,718,Research & Development,4.0,4,Technical Degree,1191.0,4.0,Female,92.0,3.0,5,Manager,1,Divorced,19943,18575,4,Y,No,13,4
873,29,0,Travel_Rarely,1401,Research & Development,6.0,1,Medical,1192.0,2.0,Female,54.0,3.0,1,Laboratory Technician,4,Married,3131,26342,1,Y,No,13,0
874,19,0,Travel_Rarely,645,Research & Development,9.0,2,Life Sciences,1193.0,3.0,Male,54.0,3.0,1,Research Scientist,1,Single,2552,7172,1,Y,No,25,0
875,45,0,Travel_Rarely,1457,Research & Development,7.0,3,Medical,1195.0,1.0,Female,83.0,3.0,1,Research Scientist,3,Married,4477,20100,4,Y,Yes,19,0
876,37,0,Travel_Rarely,977,Research & Development,1.0,3,Life Sciences,1196.0,4.0,Female,56.0,2.0,2,Manufacturing Director,4,Married,6474,9961,1,Y,No,13,3
877,20,0,Travel_Rarely,805,Research & Development,3.0,3,Life Sciences,1198.0,1.0,Male,87.0,2.0,1,Laboratory Technician,3,Single,3033,12828,1,Y,No,12,1
878,44,1,Travel_Rarely,1097,Research & Development,10.0,4,Life Sciences,1200.0,3.0,Male,96.0,3.0,1,Research Scientist,3,Single,2936,10826,1,Y,Yes,11,0
879,53,0,Travel_Rarely,1223,Research & Development,7.0,2,Medical,1201.0,4.0,Female,50.0,3.0,5,Manager,3,Divorced,18606,18640,3,Y,No,18,4
880,29,0,Travel_Rarely,942,Research & Development,15.0,1,Life Sciences,1202.0,2.0,Female,69.0,1.0,1,Research Scientist,4,Married,2168,26933,0,Y,Yes,18,1
881,29,0,Travel_Rarely,942,Research & Development,15.0,1,Life Sciences,1202.0,2.0,Female,69.0,1.0,1,Research Scientist,4,Married,2168,26933,0,Y,Yes,18,1
