Customer_Requested_Delivery_Date,Confirmed_Delivery_Date,Product_Code,Consignee_Code,Planned_Shipment_Date,Shipment_Date,Destination_Code,Order_Entry_Date,Order_Number,Department_Code,Manufacturing_Plant_Code,Transportation_Vehicle_Code,Order_Size_LBS,Delivery_Date
2022-07-04,2022-07-04,67663,449502,2022-06-14,2022-06-17,Dallas,2022-06-11,1199292,A62,Bismarck,OJ9,6470.348100000001,2022-07-11
2022-09-02,2022-09-09,238631,449502,2022-08-20,2022-08-21,Dallas,2022-08-14,1206103,A62,Bismarck,OJ9,6486.8709,2022-09-16
2022-01-21,2022-01-21,92979,453619,2022-01-11,2022-01-11,Toronto,2022-01-02,12688322,A62,Bismarck,OJ9,6718.5841,2022-01-28
2022-01-22,2022-01-20,92979,453619,2022-01-10,2022-01-11,Dallas,2022-01-03,12689489,A62,Bismarck,OJ9,6421.340300000001,2022-01-27
2022-01-18,2022-01-20,92979,453619,2022-01-10,2022-01-10,Toronto,2022-01-03,12689504,A62,Bismarck,OJ9,6782.695500000001,2022-01-27
2022-01-20,2022-01-20,92979,453619,2022-01-10,2022-01-11,Dallas,2022-01-04,12691374,A62,Bismarck,OJ9,6387.791800000001,2022-01-27
2022-01-20,2022-01-20,92979,453619,2022-01-10,2022-01-10,Toronto,2022-01-04,12691423,A62,Bismarck,OJ9,6440.665400000001,2022-01-27
2022-01-20,2022-01-20,92979,453619,2022-01-10,2022-01-11,Dallas,2022-01-04,12691377,A62,Bismarck,OJ9,6416.9691,2022-01-27
2022-01-20,2022-01-20,92979,453619,2022-01-10,2022-01-10,Toronto,2022-01-04,12691424,A62,Bismarck,OJ9,6868.663100000001,2022-01-27
2022-02-04,2022-02-04,86106,34215,2022-01-18,2022-01-18,Toronto,2022-01-08,12694968,A62,Bismarck,OJ9,6444.6536,2022-02-11
2022-01-24,2022-01-29,102343,141526,2022-01-16,2022-01-16,Toronto,2022-01-08,12694413,A62,Bismarck,OJ9,6389.2846,2022-02-05
2022-01-24,2022-02-03,102343,141526,2022-01-21,2022-01-17,Dallas,2022-01-08,12694409,A62,Bismarck,OJ9,7066.825600000001,2022-02-10
2022-01-25,2022-01-30,102343,174757,2022-01-17,2022-01-18,Dallas,2022-01-09,12696433,A62,Bismarck,OJ9,7077.0252,2022-02-06
2022-01-25,2022-01-30,102343,174757,2022-01-17,2022-01-17,Toronto,2022-01-09,12696450,A62,Bismarck,OJ9,7098.8813,2022-02-06
2022-01-25,2022-01-29,102343,174757,2022-01-16,2022-01-17,Dallas,2022-01-09,12696431,A62,Bismarck,OJ9,7079.939300000001,2022-02-05
2022-01-25,2022-01-29,102343,174757,2022-01-16,2022-01-16,Toronto,2022-01-09,12696449,A62,Bismarck,OJ9,7082.8535,2022-02-05
2022-01-25,2022-01-29,102343,141526,2022-01-17,2022-01-18,Dallas,2022-01-09,12696498,A62,Bismarck,OJ9,6493.539000000001,2022-02-05
2022-01-25,2022-01-29,102343,141526,2022-01-17,2022-01-17,Toronto,2022-01-09,12696525,A62,Bismarck,OJ9,6344.1152,2022-02-05
2022-01-28,2022-01-30,102343,141526,2022-01-17,2022-01-17,Toronto,2022-01-10,12698725,A62,Bismarck,OJ9,6284.375,2022-02-06
2022-01-28,2022-02-03,102343,141526,2022-01-21,2022-01-18,Dallas,2022-01-10,12698692,A62,Bismarck,OJ9,6775.4101,2022-02-10
2022-01-28,2022-01-30,102343,141526,2022-01-17,2022-01-18,Dallas,2022-01-10,12698693,A62,Bismarck,OJ9,6272.7184,2022-02-06
2022-01-28,2022-01-30,102343,141526,2022-01-17,2022-01-17,Toronto,2022-01-10,12698726,A62,Bismarck,OJ9,6430.0828,2022-02-06
2022-02-03,2022-01-30,102343,174757,2022-01-17,2022-01-18,Dallas,2022-01-11,12700601,A62,Bismarck,OJ9,6899.261700000001,2022-02-06
2022-02-03,2022-01-30,102343,174757,2022-01-17,2022-01-17,Toronto,2022-01-11,12700609,A62,Bismarck,OJ9,6328.0874,2022-02-06
2022-01-30,2022-01-30,102343,141526,2022-01-17,2022-01-17,Toronto,2022-01-11,12699502,A62,Bismarck,OJ9,6412.597900000001,2022-02-06
2022-02-04,2022-02-04,102343,174757,2022-01-22,2022-01-23,Dallas,2022-01-11,12700612,A62,Bismarck,OJ9,6416.9691,2022-02-11
2022-02-04,2022-02-04,102343,174757,2022-01-22,2022-01-22,Toronto,2022-01-11,12700640,A62,Bismarck,OJ9,6395.1129,2022-02-11
2022-02-14,2022-02-24,86285,577370,2022-02-14,2022-02-15,Dallas,2022-01-14,12702159,A62,Bismarck,OJ9,6435.9111,2022-03-03
2022-02-24,2022-02-24,86285,577370,2022-02-14,2022-02-14,Toronto,2022-01-14,12702167,A62,Bismarck,OJ9,6434.454000000001,2022-03-03
2022-01-26,2022-01-26,92979,453619,2022-01-16,2022-01-16,Toronto,2022-01-14,12701605,A62,Bismarck,OJ9,6416.9691,2022-02-02
2022-01-26,2022-01-26,92979,453619,2022-01-16,2022-01-17,Dallas,2022-01-14,12701578,A62,Bismarck,OJ9,6355.7718,2022-02-02
2022-01-26,2022-01-26,92979,453619,2022-01-16,2022-01-16,Toronto,2022-01-14,12701604,A62,Bismarck,OJ9,6371.7997,2022-02-02
2022-01-26,2022-01-26,92979,453619,2022-01-16,2022-01-17,Dallas,2022-01-14,12701570,A62,Bismarck,OJ9,6902.1759,2022-02-02
2022-01-25,2022-02-03,102343,141526,2022-01-21,2022-01-22,Dallas,2022-01-14,12702145,A62,Bismarck,OJ9,6323.7161,2022-02-10
2022-01-25,2022-02-03,102343,141526,2022-01-21,2022-01-21,Toronto,2022-01-14,12702165,A62,Bismarck,OJ9,6438.8253,2022-02-10
2022-02-03,2022-01-31,102343,174757,2022-01-18,2022-01-21,Dallas,2022-01-15,12703271,A62,Bismarck,OJ9,6268.3472,2022-02-07
2022-01-31,2022-01-31,102343,174757,2022-01-18,2022-01-18,Toronto,2022-01-15,12703295,A62,Bismarck,OJ9,6376.1709,2022-02-07
2022-02-04,2022-02-04,102343,141526,2022-01-22,2022-01-23,Dallas,2022-01-15,12703245,A62,Bismarck,OJ9,6383.4563,2022-02-11
2022-02-04,2022-02-04,102343,141526,2022-01-22,2022-01-22,Toronto,2022-01-15,12703248,A62,Bismarck,OJ9,6293.1175,2022-02-11
2022-01-29,2022-02-03,102343,141526,2022-01-21,2022-01-22,Dallas,2022-01-16,12705307,A62,Bismarck,OJ9,6434.454000000001,2022-02-10
2022-01-29,2022-02-03,102343,141526,2022-01-21,2022-01-21,Toronto,2022-01-16,12705365,A62,Bismarck,OJ9,6450.4819,2022-02-10
2022-02-01,2022-02-01,92979,453619,2022-01-22,2022-01-22,Toronto,2022-01-17,12707461,A62,Bismarck,OJ9,6336.8297999999995,2022-02-08
2022-02-04,2022-01-31,102343,174757,2022-01-18,2022-01-21,Dallas,2022-01-17,12707736,A62,Bismarck,OJ9,6462.1385,2022-02-07
2022-02-03,2022-02-04,102343,141526,2022-01-22,2022-01-23,Dallas,2022-01-17,12706973,A62,Bismarck,OJ9,7110.5380000000005,2022-02-11
2022-02-03,2022-02-04,102343,141526,2022-01-22,2022-01-22,Toronto,2022-01-17,12706999,A62,Bismarck,OJ9,7085.7676,2022-02-11
2022-02-02,2022-02-02,92979,453619,2022-01-23,2022-01-24,Dallas,2022-01-18,12709206,A62,Bismarck,OJ9,7071.1969,2022-02-09
2022-02-02,2022-02-02,92979,453619,2022-01-23,2022-01-23,Toronto,2022-01-18,12709250,A62,Bismarck,OJ9,6320.802,2022-02-09
2022-02-11,2022-02-11,86106,34215,2022-01-25,2022-01-25,Toronto,2022-01-18,12709316,A62,Bismarck,OJ9,6317.8878,2022-02-18
2022-02-22,2022-02-22,86106,34215,2022-02-05,2022-02-05,Toronto,2022-01-18,12709327,A62,Bismarck,OJ9,6294.5746,2022-03-01
2022-02-01,2022-02-03,102343,174757,2022-01-21,2022-01-21,Toronto,2022-01-18,12708574,A62,Bismarck,OJ9,6425.7116000000005,2022-02-10
2022-02-01,2022-02-03,102343,174757,2022-01-21,2022-01-21,Toronto,2022-01-18,12708575,A62,Bismarck,OJ9,6408.226600000001,2022-02-10
2022-02-01,2022-02-03,102343,174757,2022-01-21,2022-01-21,Toronto,2022-01-18,12708580,A62,Bismarck,OJ9,6412.597900000001,2022-02-10
2022-02-05,2022-02-04,102343,141526,2022-01-21,2022-01-21,Toronto,2022-01-18,12709380,A62,Bismarck,OJ9,6421.340300000001,2022-02-11
2022-02-03,2022-02-03,92979,453619,2022-01-24,2022-01-24,Toronto,2022-01-21,12710502,A62,Bismarck,OJ9,7109.0809,2022-02-10
2022-02-03,2022-02-03,92979,453619,2022-01-24,2022-01-25,Dallas,2022-01-21,12710495,A62,Bismarck,OJ9,7109.0809,2022-02-10
2022-02-05,2022-02-05,102343,141526,2022-01-23,2022-01-24,Dallas,2022-01-21,12711089,A62,Bismarck,OJ9,6371.7997,2022-02-12
2022-02-05,2022-02-05,102343,141526,2022-01-23,2022-01-23,Toronto,2022-01-21,12711106,A62,Bismarck,OJ9,6425.7116000000005,2022-02-12
2022-02-08,2022-02-10,67663,174757,2022-01-28,2022-01-29,Dallas,2022-01-22,12711698,A62,Bismarck,OJ9,6307.6883,2022-02-17
2022-02-08,2022-02-10,67663,174757,2022-01-28,2022-01-28,Toronto,2022-01-22,12711722,A62,Bismarck,OJ9,7160.0786,2022-02-17
2022-02-06,2022-02-07,67663,174757,2022-01-28,2022-01-29,Dallas,2022-01-22,12711648,A62,Bismarck,OJ9,6285.8321,2022-02-14
2022-02-06,2022-02-07,67663,174757,2022-01-28,2022-01-28,Toronto,2022-01-22,12711664,A62,Bismarck,OJ9,6309.1454,2022-02-14
2022-02-06,2022-02-08,92979,453619,2022-01-29,2022-01-29,Toronto,2022-01-23,12714318,A62,Bismarck,OJ9,6444.6536,2022-02-15
2022-02-06,2022-02-08,92979,453619,2022-01-29,2022-01-30,Dallas,2022-01-23,12714259,A62,Bismarck,OJ9,6444.6536,2022-02-15
2022-02-06,2022-02-06,102343,141526,2022-01-24,2022-01-25,Dallas,2022-01-23,12713257,A62,Bismarck,OJ9,6275.6326,2022-02-13
2022-02-06,2022-02-06,102343,141526,2022-01-24,2022-01-25,Dallas,2022-01-23,12713219,A62,Bismarck,OJ9,6284.375,2022-02-13
2022-02-05,2022-02-11,67663,141526,2022-01-29,2022-01-30,Dallas,2022-01-23,12713278,A62,Bismarck,OJ9,6424.2545,2022-02-18
2022-02-05,2022-02-11,67663,141526,2022-01-29,2022-01-29,Toronto,2022-01-23,12713283,A62,Bismarck,OJ9,6297.4887,2022-02-18
2022-02-18,2022-02-18,92994,197018,2022-02-04,2022-02-05,Dallas,2022-01-24,12716278,A62,Bismarck,OJ9,6300.402900000001,2022-02-25
2022-02-18,2022-02-18,92994,197018,2022-02-04,2022-02-04,Toronto,2022-01-24,12716392,A62,Bismarck,OJ9,6275.6326,2022-02-25
2022-02-26,2022-02-26,86285,197018,2022-02-12,2022-02-13,Dallas,2022-01-24,12716296,A62,Bismarck,OJ9,6395.1129,2022-03-05
2022-02-26,2022-02-26,86285,197018,2022-02-12,2022-02-12,Toronto,2022-01-24,12716400,A62,Bismarck,OJ9,7084.310600000001,2022-03-05
2022-02-27,2022-02-27,86285,452549,2022-02-13,2022-02-14,Dallas,2022-01-24,12716271,A62,Bismarck,OJ9,6281.4609,2022-03-06
2022-02-27,2022-02-27,86285,452549,2022-02-13,2022-02-13,Toronto,2022-01-24,12716388,A62,Bismarck,OJ9,6282.918000000001,2022-03-06
2022-02-27,2022-02-27,86285,452549,2022-02-13,2022-02-14,Dallas,2022-01-24,12716273,A62,Bismarck,OJ9,6425.7116000000005,2022-03-06
2022-02-27,2022-02-27,86285,452549,2022-02-13,2022-02-13,Toronto,2022-01-24,12716390,A62,Bismarck,OJ9,6453.396,2022-03-06
2022-03-04,2022-03-04,86285,452549,2022-02-18,2022-02-19,Dallas,2022-01-24,12716255,A62,Bismarck,OJ9,6400.9412,2022-03-11
2022-03-04,2022-03-04,86285,452549,2022-02-18,2022-02-18,Toronto,2022-01-24,12716266,A62,Bismarck,OJ9,6421.340300000001,2022-03-11
2022-03-08,2022-03-08,86285,452549,2022-02-22,2022-02-25,Dallas,2022-01-24,12716249,A62,Bismarck,OJ9,6428.6257,2022-03-15
2022-03-08,2022-03-08,86285,452549,2022-02-22,2022-02-22,Toronto,2022-01-24,12716265,A62,Bismarck,OJ9,6428.6257,2022-03-15
2022-03-15,2022-03-15,21932,133830,2022-02-27,2022-02-27,Toronto,2022-01-24,12715110,A62,Bismarck,OJ9,6298.9457999999995,2022-03-22
2022-02-22,2022-02-22,86286,197018,2022-02-08,2022-02-11,Dallas,2022-01-24,12716272,A62,Bismarck,OJ9,7091.596,2022-03-01
2022-02-22,2022-02-22,86286,197018,2022-02-08,2022-02-08,Toronto,2022-01-24,12716389,A62,Bismarck,OJ9,6432.996899999999,2022-03-01
2022-03-13,2022-03-13,21932,617432,2022-02-27,2022-02-27,Toronto,2022-01-24,12715087,A62,Bismarck,OJ9,6408.226600000001,2022-03-20
2022-03-12,2022-03-12,21932,445893,2022-02-27,2022-02-27,Toronto,2022-01-24,12715092,A62,Bismarck,OJ9,6333.9157,2022-03-19
2022-03-12,2022-03-12,21932,453080,2022-02-28,2022-02-28,Toronto,2022-01-24,12715126,A62,Bismarck,OJ9,6431.5399,2022-03-19
2022-03-18,2022-03-18,86286,452549,2022-03-04,2022-03-04,Toronto,2022-01-24,12716250,A62,Bismarck,OJ9,6387.791800000001,2022-03-25
2022-02-13,2022-02-13,102343,141526,2022-01-31,2022-02-01,Dallas,2022-01-24,12715234,A62,Bismarck,OJ9,6686.5284,2022-02-20
2022-02-13,2022-02-13,102343,141526,2022-01-31,2022-01-31,Toronto,2022-01-24,12715260,A62,Bismarck,OJ9,6755.0111,2022-02-20
2022-02-10,2022-02-07,102343,141526,2022-01-25,2022-01-28,Dallas,2022-01-24,12715065,A62,Bismarck,OJ9,7085.7676,2022-02-14
2022-03-04,2022-03-04,92994,197018,2022-02-18,2022-02-19,Dallas,2022-01-24,12716295,A62,Bismarck,OJ9,7111.995,2022-03-11
2022-03-04,2022-03-04,92994,197018,2022-02-18,2022-02-18,Toronto,2022-01-24,12716399,A62,Bismarck,OJ9,7084.310600000001,2022-03-11
2022-03-04,2022-03-04,92994,197018,2022-02-18,2022-02-19,Dallas,2022-01-24,12716291,A62,Bismarck,OJ9,6317.8878,2022-03-11
2022-03-04,2022-03-04,92994,197018,2022-02-18,2022-02-18,Toronto,2022-01-24,12716398,A62,Bismarck,OJ9,6239.205600000001,2022-03-11
2022-02-25,2022-02-25,92994,197018,2022-02-11,2022-02-12,Dallas,2022-01-24,12716302,A62,Bismarck,OJ9,6284.375,2022-03-04
2022-02-25,2022-02-25,92994,197018,2022-02-11,2022-02-11,Toronto,2022-01-24,12716403,A62,Bismarck,OJ9,6419.883199999999,2022-03-04
2022-03-01,2022-03-03,92982,387066,2022-02-15,2022-02-15,Toronto,2022-01-24,12716405,A62,Bismarck,OJ9,6290.203399999999,2022-03-10
2022-03-02,2022-03-02,92982,723418,2022-02-18,2022-02-18,Toronto,2022-01-24,12716415,A62,Bismarck,OJ9,7093.053000000001,2022-03-09
2022-03-07,2022-03-08,92994,452549,2022-02-22,2022-02-26,Dallas,2022-01-24,12716226,A62,Bismarck,OJ9,6398.027099999999,2022-03-15
2022-03-07,2022-03-11,92994,452549,2022-02-25,2022-02-25,Toronto,2022-01-24,12716251,A62,Bismarck,OJ9,6414.0549,2022-03-18
2022-03-11,2022-03-11,92994,197018,2022-02-25,2022-02-26,Dallas,2022-01-24,12716288,A62,Bismarck,OJ9,6300.402900000001,2022-03-18
2022-03-11,2022-03-11,92994,197018,2022-02-25,2022-02-25,Toronto,2022-01-24,12716397,A62,Bismarck,OJ9,6282.918000000001,2022-03-18
2022-03-11,2022-03-11,92994,387066,2022-02-26,2022-02-27,Dallas,2022-01-24,12716312,A62,Bismarck,OJ9,6313.516600000001,2022-03-18
2022-03-11,2022-03-11,92994,387066,2022-02-26,2022-02-26,Toronto,2022-01-24,12716408,A62,Bismarck,OJ9,6424.2545,2022-03-18
2022-03-11,2022-03-11,92994,387066,2022-02-26,2022-02-27,Dallas,2022-01-24,12716300,A62,Bismarck,OJ9,6409.6837000000005,2022-03-18
2022-03-11,2022-03-11,92994,387066,2022-02-26,2022-02-26,Toronto,2022-01-24,12716401,A62,Bismarck,OJ9,6411.1408,2022-03-18
2022-03-14,2022-03-15,92994,452549,2022-03-01,2022-03-04,Dallas,2022-01-24,12716229,A62,Bismarck,OJ9,6259.6047,2022-03-22
2022-03-14,2022-03-15,92994,452549,2022-03-01,2022-03-01,Toronto,2022-01-24,12716253,A62,Bismarck,OJ9,6312.059499999999,2022-03-22
2022-03-11,2022-03-15,92994,197018,2022-03-01,2022-03-01,Toronto,2022-01-24,12716395,A62,Bismarck,OJ9,6309.1454,2022-03-22
2022-03-25,2022-03-25,86286,452549,2022-03-11,2022-03-11,Toronto,2022-01-24,12716247,A62,Bismarck,OJ9,6438.8253,2022-04-01
2022-02-02,2022-02-05,86285,328298,2022-01-28,2022-01-28,Toronto,2022-01-25,12718091,A62,Bismarck,OJ9,6281.4609,2022-02-12
2022-02-10,2022-02-10,102343,174757,2022-01-28,2022-01-28,Toronto,2022-01-25,12717475,A62,Bismarck,OJ9,6444.6536,2022-02-17
2022-02-11,2022-02-11,102343,141526,2022-01-29,2022-01-30,Dallas,2022-01-25,12718254,A62,Bismarck,OJ9,6441.7393999999995,2022-02-18
2022-02-11,2022-02-11,102343,141526,2022-01-29,2022-01-29,Toronto,2022-01-25,12718280,A62,Bismarck,OJ9,7097.424300000001,2022-02-18
2022-02-13,2022-02-13,102343,141526,2022-01-31,2022-02-01,Dallas,2022-01-25,12716875,A62,Bismarck,OJ9,6261.0618,2022-02-20
2022-02-13,2022-02-13,102343,141526,2022-01-31,2022-01-31,Toronto,2022-01-25,12716896,A62,Bismarck,OJ9,6263.976,2022-02-20
2022-02-10,2022-02-10,242053,174757,2022-01-28,2022-01-28,Toronto,2022-01-25,12717474,A62,Bismarck,OJ9,7090.1389,2022-02-17
2022-02-11,2022-02-10,67663,174757,2022-01-28,2022-01-29,Dallas,2022-01-25,12717414,A62,Bismarck,OJ9,6312.059499999999,2022-02-17
2022-02-10,2022-02-10,67663,174757,2022-01-28,2022-01-28,Toronto,2022-01-25,12717472,A62,Bismarck,OJ9,6253.776400000001,2022-02-17
2022-02-12,2022-02-12,67663,141526,2022-01-30,2022-01-31,Dallas,2022-01-25,12718257,A62,Bismarck,OJ9,6389.2846,2022-02-19
2022-02-12,2022-02-12,67663,141526,2022-01-30,2022-01-30,Toronto,2022-01-25,12718281,A62,Bismarck,OJ9,6383.4563,2022-02-19
2022-02-12,2022-02-12,67663,174757,2022-01-30,2022-01-31,Dallas,2022-01-25,12717417,A62,Bismarck,OJ9,7046.426600000001,2022-02-19
2022-02-12,2022-02-12,67663,174757,2022-01-30,2022-01-30,Toronto,2022-01-25,12717473,A62,Bismarck,OJ9,7063.9115,2022-02-19
2022-02-13,2022-02-13,67663,141526,2022-01-31,2022-02-01,Dallas,2022-01-25,12716886,A62,Bismarck,OJ9,6462.1385,2022-02-20
2022-02-13,2022-02-13,67663,141526,2022-01-31,2022-01-31,Toronto,2022-01-25,12716897,A62,Bismarck,OJ9,6890.519300000001,2022-02-20
2022-02-10,2022-02-11,13583,939671,2022-01-30,2022-01-30,Toronto,2022-01-28,12718754,A62,Bismarck,OJ9,6408.226600000001,2022-02-18
2022-01-31,2022-02-07,13583,607725,2022-01-31,2022-01-31,Toronto,2022-01-28,12718713,A62,Bismarck,OJ9,6421.340300000001,2022-02-14
2022-02-14,2022-02-14,102343,141526,2022-02-01,2022-02-04,Dallas,2022-01-29,12720681,A62,Bismarck,OJ9,6416.9691,2022-02-21
2022-02-14,2022-02-14,102343,141526,2022-02-01,2022-02-01,Toronto,2022-01-29,12720685,A62,Bismarck,OJ9,6408.226600000001,2022-02-21
2022-02-15,2022-02-14,102343,141526,2022-02-01,2022-02-04,Dallas,2022-01-31,12724130,A62,Bismarck,OJ9,6432.996899999999,2022-02-21
2022-02-15,2022-02-14,102343,174757,2022-02-01,2022-02-05,Dallas,2022-01-31,12725118,A62,Bismarck,OJ9,6367.4285,2022-02-21
2022-02-16,2022-02-17,102343,174757,2022-02-04,2022-02-05,Dallas,2022-01-31,12725147,A62,Bismarck,OJ9,6325.173199999999,2022-02-24
2022-02-16,2022-02-17,102343,174757,2022-02-04,2022-02-04,Toronto,2022-01-31,12725174,A62,Bismarck,OJ9,6314.9737000000005,2022-02-24
2022-02-13,2022-02-14,67663,141526,2022-02-01,2022-02-04,Dallas,2022-01-31,12724147,A62,Bismarck,OJ9,7062.4544,2022-02-21
2022-02-14,2022-02-14,67663,174757,2022-02-01,2022-02-05,Dallas,2022-01-31,12725177,A62,Bismarck,OJ9,6317.8878,2022-02-21
2022-02-15,2022-02-16,92994,723418,2022-02-04,2022-02-05,Dallas,2022-02-01,12726054,A62,Bismarck,OJ9,6298.9457999999995,2022-02-23
2022-02-15,2022-02-16,92994,723418,2022-02-04,2022-02-04,Toronto,2022-02-01,12726097,A62,Bismarck,OJ9,6306.2312,2022-02-23
2022-02-15,2022-02-16,92994,723418,2022-02-04,2022-02-05,Dallas,2022-02-01,12726053,A62,Bismarck,OJ9,6317.8878,2022-02-23
2022-02-15,2022-02-16,92994,723418,2022-02-04,2022-02-04,Toronto,2022-02-01,12726096,A62,Bismarck,OJ9,6293.1175,2022-02-23
2022-02-15,2022-02-16,92994,723418,2022-02-04,2022-02-05,Dallas,2022-02-01,12726052,A62,Bismarck,OJ9,6306.2312,2022-02-23
2022-02-15,2022-02-16,92994,723418,2022-02-04,2022-02-04,Toronto,2022-02-01,12726095,A62,Bismarck,OJ9,6352.8577000000005,2022-02-23
2022-02-18,2022-02-19,102343,174757,2022-02-06,2022-02-07,Dallas,2022-02-01,12725628,A62,Bismarck,OJ9,6352.8577000000005,2022-02-26
2022-02-18,2022-02-19,102343,174757,2022-02-06,2022-02-06,Toronto,2022-02-01,12725654,A62,Bismarck,OJ9,6313.516600000001,2022-02-26
2022-02-15,2022-02-17,242053,174757,2022-02-04,2022-02-04,Toronto,2022-02-01,12725626,A62,Bismarck,OJ9,6465.0526,2022-02-24
2022-02-18,2022-02-17,67663,141526,2022-02-04,2022-02-04,Toronto,2022-02-01,12725810,A62,Bismarck,OJ9,6328.0874,2022-02-24
2022-02-15,2022-02-17,67663,174757,2022-02-04,2022-02-05,Dallas,2022-02-01,12725652,A62,Bismarck,OJ9,6298.9457999999995,2022-02-24
2022-02-15,2022-02-17,67663,174757,2022-02-04,2022-02-04,Toronto,2022-02-01,12725656,A62,Bismarck,OJ9,6312.059499999999,2022-02-24
2022-03-25,2022-03-27,120567,698105,2022-03-11,2022-03-12,Dallas,2022-02-01,12725598,A62,Bismarck,OJ9,6406.769499999999,2022-04-03
2022-03-27,2022-03-27,120567,698105,2022-03-11,2022-03-11,Toronto,2022-02-01,12725623,A62,Bismarck,OJ9,6383.4563,2022-04-03
2022-04-02,2022-04-04,120567,698105,2022-03-18,2022-03-19,Dallas,2022-02-01,12725600,A62,Bismarck,OJ9,6431.5399,2022-04-11
2022-04-04,2022-04-04,120567,698105,2022-03-18,2022-03-18,Toronto,2022-02-01,12725624,A62,Bismarck,OJ9,6383.4563,2022-04-11
2022-02-16,2022-02-19,102343,141526,2022-02-06,2022-02-07,Dallas,2022-02-01,12725784,A62,Bismarck,OJ9,6883.2339,2022-02-26
2022-02-19,2022-02-19,102343,141526,2022-02-06,2022-02-06,Toronto,2022-02-01,12725808,A62,Bismarck,OJ9,6399.484200000001,2022-02-26
2022-02-19,2022-02-21,102343,141526,2022-02-08,2022-02-11,Dallas,2022-02-01,12725789,A62,Bismarck,OJ9,7114.909200000001,2022-02-28
2022-02-19,2022-02-21,102343,141526,2022-02-08,2022-02-08,Toronto,2022-02-01,12725809,A62,Bismarck,OJ9,7114.909200000001,2022-02-28
2022-02-18,2022-02-21,102343,174757,2022-02-08,2022-02-11,Dallas,2022-02-01,12725644,A62,Bismarck,OJ9,6507.307900000001,2022-02-28
2022-02-18,2022-02-21,102343,174757,2022-02-08,2022-02-08,Toronto,2022-02-01,12725655,A62,Bismarck,OJ9,6447.5677000000005,2022-02-28
2022-04-04,2022-04-04,120567,698105,2022-03-18,2022-03-18,Toronto,2022-02-01,12725625,A62,Bismarck,OJ9,7109.0809,2022-04-11
2022-06-01,2022-06-01,120567,693929,2022-05-13,2022-05-14,Dallas,2022-02-01,12725581,A62,Bismarck,OJ9,6307.6883,2022-06-08
2022-06-01,2022-06-01,120567,693929,2022-05-13,2022-05-13,Toronto,2022-02-01,12725618,A62,Bismarck,OJ9,6322.2591,2022-06-08
2022-05-17,2022-05-17,120567,693929,2022-04-29,2022-04-30,Dallas,2022-02-01,12725579,A62,Bismarck,OJ9,6424.2545,2022-05-24
2022-05-17,2022-05-17,120567,693929,2022-04-29,2022-04-29,Toronto,2022-02-01,12725617,A62,Bismarck,OJ9,6333.9157,2022-05-24
2022-02-17,2022-02-17,92979,453619,2022-02-07,2022-02-07,Toronto,2022-02-04,12727964,A62,Bismarck,OJ9,6314.9737000000005,2022-02-24
2022-02-17,2022-02-17,92979,453619,2022-02-07,2022-02-08,Dallas,2022-02-04,12727958,A62,Bismarck,OJ9,7107.6238,2022-02-24
2022-03-04,2022-03-04,86106,34215,2022-02-15,2022-02-15,Toronto,2022-02-04,12727318,A62,Bismarck,OJ9,6339.744000000001,2022-03-11
2022-02-17,2022-02-20,67663,141526,2022-02-07,2022-02-08,Dallas,2022-02-04,12727264,A62,Bismarck,OJ9,6449.0248,2022-02-27
2022-02-17,2022-02-20,67663,141526,2022-02-07,2022-02-07,Toronto,2022-02-04,12727274,A62,Bismarck,OJ9,6435.9111,2022-02-27
2022-02-20,2022-02-21,102343,141526,2022-02-08,2022-02-11,Dallas,2022-02-04,12727240,A62,Bismarck,OJ9,6485.4517000000005,2022-02-28
2022-02-20,2022-02-21,102343,141526,2022-02-08,2022-02-08,Toronto,2022-02-04,12727272,A62,Bismarck,OJ9,6374.7138,2022-02-28
2022-02-22,2022-02-21,102343,141526,2022-02-08,2022-02-11,Dallas,2022-02-04,12727252,A62,Bismarck,OJ9,6418.4262,2022-02-28
2022-02-19,2022-02-21,102343,141526,2022-02-08,2022-02-08,Toronto,2022-02-04,12727273,A62,Bismarck,OJ9,6132.839,2022-02-28
2022-02-21,2022-02-21,92979,453619,2022-02-11,2022-02-11,Toronto,2022-02-05,12728886,A62,Bismarck,OJ9,6278.546700000001,2022-02-28
2022-02-19,2022-02-21,92979,453619,2022-02-11,2022-02-12,Dallas,2022-02-05,12728878,A62,Bismarck,OJ9,6336.8297999999995,2022-02-28
2022-02-20,2022-02-20,242053,174757,2022-02-07,2022-02-08,Dallas,2022-02-05,12729963,A62,Bismarck,OJ9,6408.226600000001,2022-02-27
2022-02-20,2022-02-20,242053,174757,2022-02-07,2022-02-07,Toronto,2022-02-05,12729970,A62,Bismarck,OJ9,6441.7393999999995,2022-02-27
2022-02-22,2022-02-19,102343,141526,2022-02-06,2022-02-07,Dallas,2022-02-05,12728855,A62,Bismarck,OJ9,5799.168299999999,2022-02-26
2022-02-28,2022-02-28,86282,452549,2022-02-14,2022-02-15,Dallas,2022-02-06,12731807,A62,Bismarck,OJ9,6344.1152,2022-03-07
2022-02-28,2022-02-28,86282,452549,2022-02-14,2022-02-14,Toronto,2022-02-06,12731835,A62,Bismarck,OJ9,7030.3987,2022-03-07
2022-03-01,2022-03-01,86286,452549,2022-02-15,2022-02-18,Dallas,2022-02-06,12731808,A62,Bismarck,OJ9,6706.9275,2022-03-08
