ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
9972,1955,PhD,Together,46015,1,25,1,1,0,3,7
4483,1993,Graduation,Single,72354,0,67,1,2,10,6,1
4487,1969,Master,Single,39858,1,67,1,2,0,4,6
4988,1948,PhD,Married,34469,1,58,3,1,1,4,4
8931,1986,Graduation,Together,83033,1,82,1,11,4,10,5
5871,1979,Master,Together,24401,0,98,3,6,1,6,8
2008,1978,Graduation,Married,77583,0,93,1,4,5,9,2
3139,1982,2n Cycle,Single,74116,0,53,1,4,4,10,2
10037,1993,Graduation,Single,74293,0,66,1,5,4,6,2
10673,1976,PhD,Married,68397,0,6,1,6,9,5,3
5303,1974,PhD,Together,79632,0,42,1,6,4,9,2
538,1989,Graduation,Single,46107,1,78,1,1,1,4,3
7922,1951,PhD,Single,64950,0,29,2,11,2,10,7
5692,1989,Basic,Married,25443,1,82,1,1,0,3,8
4843,1952,Graduation,Single,75127,0,92,1,2,11,5,1
6383,1971,PhD,Together,32892,1,78,2,3,0,3,8
1628,1971,Graduation,Together,71796,0,54,1,9,3,4,4
1204,1970,PhD,Married,67536,0,45,3,11,5,11,8
3673,1971,Graduation,Single,55239,0,59,3,7,5,11,5
760,1975,PhD,Divorced,60554,1,8,2,8,4,9,6
8957,1952,2n Cycle,Single,64831,1,51,8,6,3,5,6
4128,1962,PhD,Together,56067,0,51,2,7,4,7,5
6810,1983,Graduation,Divorced,82025,0,76,1,3,2,6,1
5386,1953,Graduation,Together,94384,0,62,0,5,8,5,2
8700,1986,Basic,Single,14906,0,86,3,2,1,3,7
3202,1987,PhD,Married,51563,0,60,1,4,4,10,8
1328,1982,2n Cycle,Married,57937,0,56,3,4,4,9,3
8405,1979,Graduation,Divorced,68274,1,83,2,4,2,5,3
6515,1977,Graduation,Together,39771,1,92,1,2,0,3,4
2882,1975,2n Cycle,Divorced,67893,0,31,2,3,2,9,8
7574,1979,PhD,Together,27922,1,80,1,2,0,3,4
6387,1976,PhD,Together,52190,1,39,3,2,1,3,5
5320,1973,Master,Divorced,44051,1,20,4,3,1,4,6
5048,1971,PhD,Single,42767,2,53,1,3,1,2,8
8146,1976,Master,Together,46106,1,84,1,1,1,2,6
10031,1976,PhD,Married,16927,1,50,5,3,0,4,8
5748,1965,Graduation,Married,59754,0,96,3,5,2,6,5
2134,1952,Graduation,Single,53700,0,94,4,5,5,8,5
1523,1973,Graduation,Married,59041,1,25,2,2,0,4,5
9665,1957,PhD,Divorced,54237,0,48,4,5,2,5,6
4640,1967,Graduation,Divorced,70647,0,65,2,4,7,13,2
3635,1962,PhD,Single,52597,0,69,3,6,3,8,5
3547,1969,Master,Together,41021,1,12,2,2,0,3,6
2456,1975,PhD,Married,40233,0,84,5,2,1,5,6
5633,1980,Graduation,Married,50183,1,47,7,3,1,6,5
7801,1959,Graduation,Together,54753,0,87,3,5,2,11,4
10489,1973,Graduation,Married,92955,0,35,1,6,7,9,2
7011,1973,Graduation,Married,33471,1,47,3,3,0,4,7
2620,1974,PhD,Married,34596,1,48,1,1,0,2,8
3933,1980,Graduation,Together,44010,1,46,6,10,2,6,9
10981,1988,Graduation,Married,84219,0,27,1,3,4,10,1
1734,1968,PhD,Together,40706,2,37,4,3,0,4,7
10995,1988,2n Cycle,Married,15716,1,8,3,3,0,4,8
6357,1959,2n Cycle,Divorced,59052,0,29,3,7,1,7,5
9209,1971,Master,Together,80573,0,85,1,4,6,13,2
10286,1962,Graduation,Married,83715,0,2,1,2,8,13,0
2611,1959,Master,Together,82576,0,66,1,2,4,12,1
1600,1965,Master,Married,56962,2,60,7,6,3,5,7
3308,1952,Graduation,Married,35704,1,54,3,2,0,4,4
5407,1954,Graduation,Together,53103,0,70,5,10,6,7,7
2166,1960,2n Cycle,Widow,46779,1,55,1,0,1,2,4
3955,1965,Graduation,Divorced,4861,0,20,0,0,0,0,14
6634,1979,Master,Divorced,33462,1,78,1,2,0,3,7
3056,1978,Graduation,Divorced,63693,0,63,3,11,6,9,6
5718,1950,Graduation,Married,80763,0,17,1,5,11,6,3
6872,1974,PhD,Married,65352,0,43,2,4,2,8,4
8164,1978,PhD,Married,82170,0,13,1,5,6,7,2
4580,1969,Graduation,Married,75759,0,46,1,9,7,9,5
9305,1976,2n Cycle,Single,79689,0,65,1,4,9,13,2
453,1956,PhD,Widow,35340,1,1,2,2,0,3,5
8545,1954,Graduation,Divorced,85683,0,6,1,2,4,10,1
9850,1972,2n Cycle,Married,24884,1,32,1,0,0,3,7
7378,1981,Master,Together,42021,1,34,5,10,1,6,9
7646,1989,Graduation,Single,64449,1,70,4,5,3,12,4
1640,1954,Graduation,Divorced,64587,1,49,2,1,1,4,3
5184,1995,Graduation,Single,34824,0,65,1,1,0,2,6
8492,1978,Graduation,Together,75437,0,25,1,8,4,10,6
11188,1957,Graduation,Together,26091,1,84,3,2,1,3,5
1212,1973,Graduation,Married,52845,1,7,3,8,8,6,6
9097,1956,Graduation,Divorced,46086,0,34,4,3,1,8,4
10473,1956,PhD,Widow,78028,0,38,1,6,4,9,7
7962,1987,PhD,Single,95169,0,1,1,4,3,4,1
9984,1981,2n Cycle,Married,56337,1,25,5,8,5,4,8
5527,1987,Graduation,Together,22434,1,25,2,2,0,3,8
6374,1954,PhD,Married,36930,0,50,5,5,2,4,8
7453,1954,Graduation,Single,36130,0,46,6,3,8,4,4
8952,1953,Master,Married,65569,0,96,2,6,5,10,3
241,1952,Graduation,Together,83844,0,57,1,4,4,11,1
8975,1968,Graduation,Married,19514,1,47,4,3,1,2,8
6119,1963,PhD,Single,36736,1,52,1,1,0,2,6
5236,1979,Graduation,Together,77568,0,30,1,10,2,8,5
5723,1976,PhD,Together,49187,0,63,1,1,1,5,2
1710,1978,Graduation,Single,30168,1,51,7,6,1,4,9
1970,1968,Master,Together,34053,0,14,1,3,0,3,8
5313,1971,Master,Married,38196,1,20,3,2,0,4,5
10634,1951,Master,Married,59412,0,56,1,4,2,8,3
7010,1965,2n Cycle,Married,70924,0,41,1,6,6,7,3
8562,1969,Graduation,Together,54165,0,72,1,2,1,7,2
3158,1973,Graduation,Married,32300,1,1,1,1,0,3,8
4436,1976,Graduation,Single,20180,0,27,1,2,1,4,7
5287,1973,Graduation,Married,34961,1,77,3,3,1,3,7
2445,1974,PhD,Together,28440,1,87,1,2,0,3,8
6059,1953,PhD,Together,64504,1,81,7,11,3,4,7
4550,1966,Master,Together,33564,0,51,1,1,1,3,5
4240,1978,Graduation,Married,17345,1,79,2,2,1,2,8
8911,1967,PhD,Married,56320,0,11,3,5,4,9,4
3706,1978,Graduation,Single,28647,1,54,1,2,2,2,7
3628,1987,Basic,Single,15038,1,93,2,2,1,2,9
10175,1958,PhD,Divorced,32173,0,0,1,1,0,3,4
8985,1964,2n Cycle,Together,68316,0,54,5,10,7,10,6
5204,1971,Graduation,Together,74538,0,21,1,8,8,5,3
9220,1971,Graduation,Single,91700,0,58,1,8,6,5,3
9888,1969,Graduation,Together,68695,0,3,1,4,4,7,2
5263,1977,2n Cycle,Married,31056,1,99,1,1,0,3,8
1020,1973,Graduation,Married,79593,0,70,1,5,6,7,2
9503,1980,Graduation,Single,28071,0,65,2,5,1,5,8
10613,1958,PhD,Together,37334,1,44,4,3,0,4,4
67,1972,Master,Single,46423,1,6,3,2,0,4,7
6019,1971,PhD,Married,37126,1,9,1,1,2,2,6
5863,1953,Graduation,Married,47703,0,95,4,6,3,8,5
3717,1959,Graduation,Married,61180,0,70,2,5,5,6,3
6730,1954,Graduation,Married,38998,1,92,3,2,0,3,8
4998,1962,Graduation,Together,76081,0,85,1,4,5,4,2
6287,1986,Graduation,Together,34728,1,2,1,1,1,2,6
5985,1965,Master,Single,33168,0,0,3,2,1,4,7
4754,1966,Master,Married,33585,0,91,1,2,0,4,4
4002,1960,PhD,Married,77037,0,3,1,7,7,12,3
8870,1984,Graduation,Together,35196,1,68,6,6,1,5,8
966,1966,Graduation,Married,44529,0,98,6,6,2,11,5
4767,1965,2n Cycle,Married,70924,0,41,1,6,6,7,3
9725,1966,PhD,Together,28764,1,16,1,1,0,2,8
4475,1949,PhD,Married,69098,0,82,1,7,8,9,5
5740,1970,2n Cycle,Divorced,25959,1,1,2,1,2,2,6
5731,1983,Master,Married,27100,1,64,1,1,0,3,7
7290,1985,Graduation,Single,70596,0,68,1,3,5,12,2
3846,1974,Graduation,Married,42557,0,98,4,6,1,4,8
8104,1951,PhD,Married,53312,0,32,1,5,1,5,7
4507,1952,Graduation,Single,72228,0,87,1,6,7,8,3
11013,1987,Graduation,Together,67605,0,84,1,2,8,6,1
4491,1949,Master,Married,62845,1,3,11,3,4,10,8
3759,1958,Graduation,Together,65196,0,34,2,7,6,11,5
1162,1987,PhD,Single,42000,0,23,2,5,2,11,5
2055,1973,PhD,Divorced,35860,1,37,2,1,1,2,5
10766,1964,PhD,Married,65526,0,22,1,4,4,8,2
4415,1961,Graduation,Married,16860,1,19,3,1,1,3,7
3005,1992,Graduation,Single,83528,0,7,1,4,10,8,1
2223,1965,2n Cycle,Divorced,64176,0,52,8,8,9,8,6
4817,1956,Graduation,Divorced,22304,0,91,1,1,0,2,8
2875,1978,Graduation,Married,67023,0,93,1,3,7,13,2
10536,1971,PhD,Together,32892,1,78,2,3,0,3,8
11112,1966,Graduation,Together,70713,0,23,6,5,6,8,3
3807,1955,Graduation,Together,59925,0,83,3,9,2,9,6
9197,1953,Graduation,Married,39722,0,92,2,2,0,3,5
10832,1958,Graduation,Together,46610,0,4,1,6,1,6,6
6421,1961,Graduation,Together,88347,0,32,1,4,7,9,1
4207,1981,PhD,Married,87171,0,27,1,6,7,11,2
577,1976,2n Cycle,Together,26907,1,10,2,1,0,3,7
10855,1968,Master,Single,50014,1,9,2,4,1,8,5
3081,1978,PhD,Married,41014,1,65,1,1,0,2,7
3535,1965,Graduation,Single,66294,0,68,1,4,3,5,2
247,1971,Graduation,Married,36715,1,16,6,7,2,4,9
8707,1956,Graduation,Married,79456,0,12,1,5,6,4,3
9523,1982,Graduation,Together,40479,1,95,1,0,0,3,4
6072,1970,Master,Single,75345,0,16,1,5,8,6,3
6295,1977,Graduation,Married,54233,0,46,4,11,6,5,8
10914,1970,Graduation,Single,24163,1,3,2,1,0,3,4
1509,1958,PhD,Together,84460,0,80,0,9,9,4,5
5577,1983,Graduation,Together,43776,1,77,1,1,0,2,6
7348,1958,PhD,Single,71691,0,0,1,4,7,5,2
1127,1973,PhD,Married,85844,0,62,1,6,6,7,2
1833,1974,PhD,Single,39190,1,91,2,2,1,4,5
4944,1959,Graduation,Together,71367,0,24,1,4,5,7,2
9080,1972,PhD,Single,38578,1,2,3,3,0,3,8
6466,1965,PhD,Married,57236,1,22,3,2,1,4,3
9964,1979,Graduation,Single,61825,0,56,1,4,2,8,4
4790,1958,Graduation,Divorced,79803,0,54,1,4,3,5,1
10245,1986,2n Cycle,Single,80910,0,71,1,3,3,8,1
1109,1982,Master,Together,27590,1,38,1,1,0,2,7
6001,1979,Graduation,Married,56775,0,62,2,5,8,10,5
5538,1975,Graduation,Divorced,83829,0,78,0,4,7,6,1
10552,1979,2n Cycle,Married,54210,0,18,2,4,1,7,5
1545,1986,Graduation,Married,38508,1,95,6,7,2,5,8
7409,1970,Graduation,Together,53187,1,66,2,4,1,6,5
4444,1972,Graduation,Married,30023,1,28,1,2,0,3,8
146,1960,PhD,Single,76045,0,78,1,4,5,11,2
6271,1952,PhD,Married,50870,0,13,1,2,0,3,5
10065,1970,2n Cycle,Married,15315,0,27,2,2,0,4,5
4741,1974,2n Cycle,Married,65463,1,17,2,6,2,9,5
246,1965,Graduation,Married,66480,1,71,7,4,1,7,4
375,1954,Graduation,Divorced,76773,0,79,1,2,2,11,1
1524,1983,2n Cycle,Single,81698,0,1,1,8,2,5,5
10022,1973,PhD,Single,54466,1,78,1,1,0,2,5
7451,1960,Master,Single,98777,0,23,0,4,6,9,1
11010,1984,PhD,Single,16269,1,75,3,3,0,3,8
4356,1971,Graduation,Together,71819,0,70,3,3,3,5,6
3885,1983,PhD,Married,33569,1,10,1,1,1,2,8
1175,1983,Master,Married,36262,0,24,1,3,5,3,6
880,1966,Basic,Together,22634,0,47,1,2,1,2,8
2320,1978,2n Cycle,Married,47025,0,98,5,11,1,6,9
850,1968,Graduation,Single,70566,0,4,2,6,5,9,3
4713,1979,PhD,Married,31605,1,15,2,2,1,4,7
675,1973,Master,Divorced,52034,1,67,5,4,2,5,7
5025,1979,Graduation,Single,48526,1,32,1,2,1,4,3
2308,1954,Graduation,Married,46734,0,40,2,6,1,5,7
5995,1962,Graduation,Divorced,39552,1,54,7,6,2,5,8
6749,1966,Graduation,Single,86358,1,78,4,5,3,6,8
1010,1977,Graduation,Together,46931,2,94,2,1,1,3,3
8977,1985,Basic,Single,16581,0,51,1,0,0,3,4
4756,1952,2n Cycle,Divorced,63998,0,42,1,7,6,11,4
3412,1951,Master,Married,67381,0,67,4,2,2,9,7
606,1967,Graduation,Single,25930,1,87,1,1,0,2,7
5961,1978,Graduation,Married,42693,1,29,1,1,0,3,5
2975,1976,Graduation,Together,85606,0,89,2,6,7,9,3
2894,1985,Graduation,Single,72903,0,74,1,7,5,8,4
7613,1974,2n Cycle,Together,49669,1,97,2,5,1,6,6
10542,1968,PhD,Married,36778,1,63,3,3,0,3,9
8015,1962,PhD,Divorced,85696,0,88,1,4,6,9,1
10617,1989,Master,Divorced,10979,0,34,2,3,0,3,5
11166,1961,Graduation,Married,49678,0,81,2,6,2,4,7
849,1953,Master,Together,56129,0,65,4,6,2,10,4
523,1989,Graduation,Married,37155,1,51,1,2,0,4,5
4066,1978,2n Cycle,Divorced,21282,1,76,2,2,1,2,6
8414,1962,PhD,Single,33419,0,76,2,2,0,4,7
819,1945,Graduation,Widow,63285,0,84,1,6,5,13,3
4961,1974,Master,Together,21255,1,56,4,2,1,4,4
749,1981,Graduation,Together,42162,1,31,2,3,1,3,6
5430,1956,Graduation,Together,54450,1,0,12,9,2,8,8
7755,1954,PhD,Married,57744,0,91,2,9,1,4,8
10525,1986,Graduation,Single,26576,1,40,1,1,0,2,9
1453,1943,PhD,Widow,57513,0,59,2,9,3,13,6
8310,1964,Graduation,Together,68142,0,96,3,10,4,7,6
10710,1979,Graduation,Married,7500,0,61,1,1,0,2,8
5031,1974,Graduation,Together,83145,0,14,1,5,9,11,2
2613,1960,Master,Married,54197,0,16,2,1,3,6,1
213,1963,PhD,Single,23091,1,98,4,2,1,3,7
967,1976,Graduation,Married,46049,1,11,10,5,2,9,7
1077,1974,Graduation,Together,56715,0,52,1,7,3,4,4
7959,1961,Graduation,Married,79410,0,19,1,3,2,5,1
640,1951,Graduation,Married,57304,0,61,2,7,6,10,5
4252,1965,Graduation,Married,44375,0,73,1,4,1,6,5
8432,1956,Graduation,Together,54450,1,0,12,9,2,8,8
6218,1965,Graduation,Married,59594,0,74,1,8,1,7,7
6905,1994,Graduation,Together,80685,0,55,1,6,4,10,2
5922,1974,PhD,Married,40344,0,48,2,4,1,5,7
3598,1972,Graduation,Married,62710,0,53,4,4,2,12,4
6116,1968,2n Cycle,Married,48985,0,13,1,1,1,3,3
6263,1968,Graduation,Together,35322,1,34,3,2,0,4,8
10486,1948,Graduation,Married,77142,0,54,1,4,4,8,2
2410,1969,Graduation,Single,81657,0,69,1,3,4,8,1
193,1996,Basic,Married,14421,0,81,1,1,0,2,5
3363,1974,2n Cycle,Married,20130,0,99,1,1,0,3,8
8278,1990,PhD,Married,74214,0,3,1,8,2,5,5
10660,1957,Master,Married,66726,1,61,3,8,2,4,7
8686,1979,Basic,Together,23724,1,65,2,2,0,3,8
1604,1960,Master,Married,47353,0,93,3,2,2,6,5
5907,1952,Master,Married,33444,1,24,1,1,0,2,8
10669,1981,Graduation,Married,54386,0,8,2,3,2,10,3
2918,1981,Graduation,Divorced,28510,1,72,3,2,0,4,5
5735,1991,Master,Single,90638,0,29,1,3,4,10,1
359,1950,Graduation,Together,48070,0,33,3,8,2,6,7
8387,1957,Graduation,Married,43140,0,68,1,4,1,5,6
1829,1961,PhD,Divorced,54959,0,55,3,9,5,4,7
3839,1958,Basic,Single,15056,1,76,5,2,2,3,5
9392,1971,Graduation,Single,26954,1,17,1,1,0,2,7
2292,1985,Graduation,Single,22327,1,94,1,1,0,3,5
10466,1965,Graduation,Married,44393,1,86,2,1,0,4,4
9855,1952,PhD,Single,62000,0,25,1,6,6,13,4
4088,1962,PhD,Together,31497,0,22,2,3,1,4,8
5231,1974,2n Cycle,Married,45894,0,15,1,1,0,3,5
590,1970,Master,Divorced,78579,0,35,1,5,6,4,3
8732,1969,Master,Widow,67369,0,81,4,7,4,10,4
2315,1960,Graduation,Divorced,58401,0,55,1,1,2,2,4
3515,1952,Graduation,Single,62307,0,94,1,4,0,4,5
2245,1969,Master,Married,43641,1,50,3,2,1,4,6
6283,1968,Master,Divorced,63841,0,64,1,9,3,9,6
2246,1965,2n Cycle,Married,46891,0,91,1,2,1,4,4
6606,1969,Master,Married,70091,1,11,2,5,2,10,8
5545,1972,PhD,Married,78075,0,72,1,3,5,5,1
7342,1961,2n Cycle,Widow,59184,0,6,3,6,6,12,5
837,1977,Graduation,Married,54809,1,0,4,2,1,5,4
9500,1959,Graduation,Married,58113,0,66,3,9,2,8,7
3602,1958,Master,Married,51412,0,42,2,3,2,4,4
234,1979,Graduation,Divorced,15287,1,60,2,1,1,2,7
2995,1957,Master,Together,66636,0,64,1,3,4,9,1
1118,1956,Master,Married,50965,0,87,3,10,4,5,8
7789,1965,PhD,Married,84618,0,96,1,6,9,10,2
3068,1990,Graduation,Married,18351,0,1,1,2,0,3,7
8955,1957,PhD,Together,40451,0,54,1,1,1,2,5
945,1965,Graduation,Together,36317,0,53,2,3,0,4,7
5644,1957,Graduation,Together,42213,0,96,2,5,1,7,7
7192,1955,Graduation,Together,65748,0,58,2,2,4,10,1
2324,1972,Graduation,Together,77044,0,12,2,7,11,11,4
697,1969,Graduation,Together,74918,0,78,1,5,9,6,3
3439,1972,Graduation,Married,56721,1,64,5,4,1,5,6
1506,1975,Graduation,Single,42160,1,26,4,2,1,4,6
232,1965,Graduation,Single,61559,0,8,1,4,2,10,3
8876,1963,PhD,Together,33629,1,49,5,3,1,4,9
4500,1991,PhD,Together,68682,0,56,1,4,9,10,2
9739,1963,Graduation,Single,34377,0,55,2,2,2,2,7
10395,1986,Basic,Single,8940,1,25,3,3,1,3,8
1176,1973,Graduation,Married,26228,1,50,1,1,0,2,8
1627,1957,2n Cycle,Divorced,77297,0,84,1,5,7,9,4
938,1981,Graduation,Married,40211,1,30,2,2,1,2,8
2740,1958,PhD,Widow,33438,1,81,4,2,1,4,5
257,1959,PhD,Married,75032,0,74,2,5,4,9,3
4058,1955,PhD,Single,61284,0,76,1,11,2,8,6
7736,1986,Graduation,Married,22518,1,36,2,2,1,2,5
8210,1975,Master,Married,54730,0,64,5,4,1,8,4
833,1955,Master,Married,38452,1,62,3,3,0,3,7
6230,1971,Graduation,Divorced,44421,1,53,5,5,0,4,8
7325,1986,PhD,Together,38197,1,86,1,1,0,3,5
1307,1978,Graduation,Divorced,41986,0,15,3,3,0,4,4
1502,1983,Graduation,Together,28427,1,67,2,2,0,3,8
6211,1976,PhD,Together,37395,1,47,1,1,0,3,6
843,1971,Graduation,Married,64722,1,47,4,8,2,11,6
4174,1956,Master,Together,55249,0,81,1,2,1,4,3
9757,1972,Graduation,Together,84906,0,98,1,5,6,12,2
6918,1989,Graduation,Married,28691,1,56,1,1,0,3,8
286,1952,Graduation,Single,44213,1,48,4,2,1,5,6
11086,1984,Basic,Single,25707,1,18,1,1,0,3,7
1921,1967,PhD,Married,59062,2,74,2,2,0,3,4
4138,1962,Graduation,Single,76624,0,68,1,5,10,7,1
7718,1947,Master,Together,66000,0,36,1,1,3,5,1
1291,1978,PhD,Together,27683,1,90,4,6,2,4,8
4136,1992,Basic,Single,7500,1,63,4,3,2,2,9
803,1968,Graduation,Together,40521,1,82,1,0,1,2,5
4298,1973,PhD,Together,20427,1,63,1,1,0,2,8
10833,1975,Graduation,Married,65106,0,55,3,8,3,13,6
9606,1965,PhD,Married,69969,0,64,1,4,2,6,3
8534,1952,Graduation,Married,67433,0,51,4,6,5,13,4
5153,1967,PhD,Married,77766,0,97,2,11,10,11,6
961,1972,Graduation,Married,74716,0,92,2,7,3,5,4
5011,1963,Graduation,Divorced,68118,0,51,2,8,9,4,6
6653,1970,PhD,Married,55158,1,72,4,7,2,5,7
9094,1955,2n Cycle,Married,62972,0,39,2,7,4,3,6
810,1975,Graduation,Married,74190,0,49,2,4,2,11,2
5493,1976,Graduation,Married,39356,1,21,1,1,0,2,6
2147,1969,Graduation,Together,76653,0,91,1,4,7,11,2
5107,1973,PhD,Divorced,35860,1,37,2,1,1,2,5
3979,1983,PhD,Divorced,90687,0,98,1,6,2,8,2
6049,1982,Master,Together,73450,0,85,1,7,8,11,3
8147,1960,Graduation,Married,31454,1,40,3,2,0,3,8
1857,1952,Graduation,Single,47139,1,2,2,2,1,2,7
3910,1975,Graduation,Divorced,83829,0,78,0,4,7,6,1
5207,1963,PhD,Married,53378,1,41,10,9,4,6,8
11114,1970,Graduation,Together,19656,1,94,3,2,1,3,7
5429,1948,PhD,Married,45579,0,10,1,4,1,4,6
9400,1958,2n Cycle,Single,85485,0,73,1,6,6,6,2
1740,1944,Graduation,Married,55956,0,22,2,7,3,4,4
7488,1963,Master,Single,64191,0,30,3,5,3,13,3
195,1972,Graduation,Single,38808,1,21,4,5,1,4,8
635,1966,Master,Married,57183,1,51,8,9,1,7,8
7527,1968,Master,Divorced,23748,1,97,3,2,1,3,8
10319,1971,Graduation,Married,66303,0,56,4,3,4,11,8
2296,1975,Master,Married,37368,1,4,1,1,0,2,6
10637,1964,Graduation,Married,40800,1,77,2,3,0,3,7
2931,1978,Graduation,Divorced,71847,0,95,0,6,7,9,3
907,1975,Graduation,Married,46149,0,36,5,5,1,7,5
3698,1983,Graduation,Together,78687,0,13,1,4,6,8,2
9516,1971,2n Cycle,Divorced,49118,0,90,2,9,7,10,7
679,1957,PhD,Married,37633,1,49,2,1,0,3,9
7384,1951,Master,Together,39767,0,18,2,7,1,7,8
5043,1951,Basic,Married,26997,0,89,2,4,2,5,7
5267,1970,Graduation,Divorced,33986,1,43,1,1,0,3,7
339,1972,PhD,Married,57091,0,82,2,9,2,5,7
2516,1969,2n Cycle,Married,46831,1,84,2,1,2,2,4
9010,1972,Master,Married,83151,0,80,1,5,7,10,2
378,1971,Graduation,Married,52531,0,68,2,7,2,10,6
4808,1956,Graduation,Married,15759,0,12,1,1,0,2,7
5068,1971,Graduation,Single,22804,1,75,1,2,0,2,9
7628,1973,2n Cycle,Married,43050,1,10,2,2,0,4,5
7128,1977,PhD,Single,42997,1,91,1,1,0,2,7
2811,1963,PhD,Single,48918,1,21,2,1,0,4,4
3551,1954,Master,Together,60033,0,28,2,2,1,5,2
1663,1978,PhD,Together,34043,1,97,1,2,0,2,9
5543,1966,Graduation,Together,57811,0,49,5,7,2,11,5
1577,1946,Graduation,Married,78569,0,14,1,4,6,4,1
10641,1978,Graduation,Single,7500,1,5,4,2,1,3,6
5336,1971,Master,Together,157733,1,37,0,1,0,1,1
6024,1953,Graduation,Together,94384,0,62,0,5,8,5,2
1878,1985,2n Cycle,Married,23148,0,83,1,2,0,3,7
3099,1970,Graduation,Divorced,44267,1,48,5,5,2,4,9
6055,1979,Graduation,Married,71626,0,94,1,5,5,8,3
5841,1966,Graduation,Together,60894,0,61,5,10,3,8,7
3972,1976,Graduation,Together,50200,1,70,6,7,1,5,8
4394,1965,PhD,Married,81051,0,43,1,5,5,12,2
5758,1982,Graduation,Married,65169,0,23,1,10,4,13,6
6658,1972,Graduation,Together,59868,0,37,7,11,2,12,6
4603,1960,PhD,Married,65695,0,50,2,5,4,10,4
8427,1956,Master,Single,64857,0,78,1,7,5,10,4
10260,1965,Master,Together,45143,0,74,3,6,1,5,7
7143,1955,2n Cycle,Together,74805,0,14,5,4,7,10,2
8789,1989,2n Cycle,Married,59060,1,77,3,3,1,7,4
6197,1962,PhD,Single,27238,1,39,3,3,0,3,9
4554,1965,Graduation,Together,47009,0,89,4,3,2,8,4
4937,1973,2n Cycle,Married,46094,1,62,1,1,0,3,7
1920,1972,Graduation,Married,40321,1,59,2,3,0,3,7
8749,1984,Graduation,Together,37235,1,68,1,1,1,2,4
1650,1960,Master,Married,81843,0,13,1,5,9,12,3
10377,1958,Master,Together,46692,0,37,3,6,1,5,6
9206,1968,Graduation,Together,77382,0,36,2,5,7,12,1
10971,1977,Graduation,Single,37774,2,28,4,7,2,3,9
6398,1974,Basic,Married,18393,1,2,2,3,0,3,8
9212,1962,Master,Married,72828,0,17,6,6,3,13,7
7937,1982,Graduation,Married,24711,0,86,1,3,0,3,7
839,1975,PhD,Married,45503,1,54,1,3,1,4,5
158,1945,PhD,Together,71604,0,3,1,8,3,5,4
4832,1979,Graduation,Married,27244,1,84,2,2,2,2,7
5621,1969,Graduation,Married,48752,1,8,5,6,1,5,9
1945,1962,Graduation,Married,71434,0,4,3,7,4,7,4
5147,1948,Graduation,Single,90842,0,57,1,4,9,13,1
2535,1978,Master,Married,88097,1,24,1,6,5,8,9
11039,1975,Graduation,Married,51948,0,51,2,5,2,4,5
9495,1982,Graduation,Together,71853,0,29,1,2,8,6,1
9635,1983,Master,Married,35876,0,13,1,3,1,3,6
2173,1952,Graduation,Widow,40049,0,23,1,1,0,3,6
942,1982,Graduation,Single,39660,1,36,3,7,1,3,9
9386,1962,Graduation,Together,50127,0,88,1,5,1,6,6
5510,1977,Master,Married,43263,0,2,3,5,2,6,5
873,1949,Master,Married,62845,1,3,11,3,4,10,8
2253,1990,Graduation,Married,18929,0,15,1,1,0,4,6
5181,1982,Basic,Single,24367,1,58,1,1,0,2,9
979,1975,Graduation,Single,33249,1,11,2,2,1,3,6
10390,1959,2n Cycle,Married,26887,0,27,1,1,0,3,6
4698,1983,PhD,Married,50150,0,32,2,5,2,7,5
7793,1976,Graduation,Together,62061,0,12,3,10,4,7,6
1745,1962,PhD,Divorced,85696,0,88,1,4,6,9,1
10590,1956,PhD,Together,76542,0,91,1,4,8,10,2
5080,1993,Graduation,Single,70515,0,12,1,6,6,4,2
8369,1987,Graduation,Together,18227,1,21,1,0,1,2,8
5232,1965,Graduation,Married,69139,0,23,1,4,1,5,4
2407,1982,Graduation,Married,69109,0,10,1,6,6,7,4
3834,1962,Graduation,Single,69627,0,35,2,8,2,11,5
7912,1978,Graduation,Married,38136,1,69,2,3,1,2,8
7712,1946,PhD,Single,62159,0,68,1,6,2,10,4
1065,1963,Graduation,Single,80695,0,85,1,5,8,5,2
7275,1971,Master,Single,33316,1,34,3,2,1,4,6
1343,1968,Graduation,Together,58554,1,55,6,8,2,6,7
1384,1992,Basic,Married,17256,1,10,2,2,1,2,8
9967,1974,Graduation,Divorced,53034,1,30,8,6,1,7,8
6181,1950,2n Cycle,Together,52203,0,36,1,8,7,11,6
10507,1977,2n Cycle,Divorced,59601,0,14,4,2,2,7,8
2674,1958,Master,Single,75154,0,79,1,6,3,6,3
2698,1976,Graduation,Single,47025,0,52,3,6,3,5,6
3231,1973,Graduation,Married,37971,1,97,1,1,0,3,8
4096,1968,Master,Divorced,41335,1,24,3,4,1,4,7
10476,1958,Graduation,Married,67267,0,0,1,3,2,5,2
5948,1975,Graduation,Single,57338,0,96,2,4,1,5,5
9140,1960,2n Cycle,Together,50523,1,89,2,2,0,4,6
10258,1965,Master,Single,35791,2,94,2,1,0,3,8
5675,1960,PhD,Divorced,50611,0,98,6,4,5,7,6
4743,1969,PhD,Married,56242,0,72,5,8,4,11,6
