id,member_id,loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,dti,open_acc,total_acc,total_pymnt,repay_fail
618067,792338,3600,3600,36 months,6.91,111.01,< 1 year,RENT,45000,10-Nov,Fully Paid,credit_card,CA,2.35,6,11,3996.458263,0
543732,701452,1000,1000,36 months,15.58,34.96,10+ years,RENT,48000,10-Jul,Charged Off,moving,FL,1.61,3,22,78.93,1
546059,704206,1100,1100,60 months,13.23,25.16,n/a,RENT,27804,10-Jul,Fully Paid,debt_consolidation,NV,13.81,7,21,1112.27,0
643005,822935,3000,3000,60 months,17.43,75.26,< 1 year,RENT,21000,11-Jan,Fully Paid,other,CA,8.29,5,5,3491.005328,0
834290,1044119,6375,6375,36 months,5.99,193.92,6 years,MORTGAGE,75000,11-Aug,Fully Paid,debt_consolidation,FL,29.92,17,55,6438.23,0
1039406,1269337,23000,23000,36 months,13.49,780.41,10+ years,RENT,80000,11-Nov,Fully Paid,debt_consolidation,WA,22.63,12,26,28094.33541,0
644130,824283,8000,8000,36 months,13.35,270.91,5 years,MORTGAGE,70000,11-Jan,Fully Paid,debt_consolidation,GA,11.31,14,26,9753.199351,0
589891,757763,6000,6000,36 months,13.61,203.94,3 years,RENT,41280,10-Oct,Fully Paid,other,HI,21.98,5,15,7196.04828,0
479532,609338,7200,7200,36 months,7.88,225.22,2 years,RENT,67500,10-Jan,Fully Paid,credit_card,CO,19.47,12,29,8055.706499,0
774536,976719,4000,4000,36 months,10.99,130.94,8 years,RENT,55000,11-Jun,Fully Paid,debt_consolidation,OH,6.87,8,11,4713.667226,0
984487,1208096,8400,8400,36 months,6.03,255.66,9 years,MORTGAGE,48000,11-Oct,Fully Paid,debt_consolidation,WA,13.55,8,21,9135.148827,0
613039,786031,22000,22000,36 months,14.46,756.84,7 years,RENT,184992,10-Nov,Fully Paid,house,IL,22.43,11,42,26400.37236,0
1005170,1231644,5000,5000,36 months,12.42,167.08,5 years,RENT,40000,11-Nov,Fully Paid,debt_consolidation,NY,7.35,4,6,6014.721123,0
373980,394577,2400,2400,36 months,16,84.38,2 years,RENT,70000,9-Jan,Does not meet the credit policy. Status:Fully Paid,small_business,FL,0.93,6,9,2552.929356,0
415071,482263,16000,16000,36 months,12.84,537.89,10+ years,MORTGAGE,80000,9-Jun,Fully Paid,debt_consolidation,WV,17.16,6,14,19391.06438,0
756510,956457,35000,22800,60 months,15.23,545.17,3 years,MORTGAGE,220000,11-Jun,Fully Paid,debt_consolidation,KS,11.42,15,41,32322.35997,0
525697,680156,25000,15750,60 months,13.61,363.3,2 years,RENT,126504,10-Jun,Fully Paid,debt_consolidation,NJ,21.8,13,32,21797.86001,0
361945,370872,15000,15000,36 months,13.99,512.6,4 years,MORTGAGE,64000,8-Nov,Charged Off,home_improvement,CA,5.38,5,14,4812.84,1
666337,851924,32000,32000,60 months,19.74,843.19,8 years,RENT,93500,11-Feb,Fully Paid,debt_consolidation,NY,16.36,10,12,50513.52,0
708539,901041,11700,11700,36 months,13.06,394.56,6 years,RENT,35000,11-Mar,Fully Paid,wedding,NJ,24.45,22,26,13834.67593,0
717598,911690,5000,5000,36 months,17.51,179.54,1 year,RENT,27996,11-Apr,Fully Paid,major_purchase,CA,2.96,3,3,6463.220154,0
1050905,1282184,6000,6000,60 months,11.71,132.59,3 years,MORTGAGE,39996,11-Dec,Charged Off,debt_consolidation,SC,21.99,13,29,2514.92,1
685795,875497,12000,12000,60 months,14.91,284.92,9 years,RENT,48000,11-Apr,Fully Paid,other,IL,12.05,4,13,17094.54342,0
465925,584875,1000,1000,36 months,12.53,33.47,8 years,RENT,28000,9-Dec,Fully Paid,other,AZ,20.19,6,13,1220.134427,0
1023459,1252285,3000,3000,36 months,7.9,93.88,3 years,MORTGAGE,67000,11-Nov,Fully Paid,credit_card,PA,22.03,15,59,3333.332477,0
685339,874965,10000,10000,60 months,9.63,210.66,n/a,OWN,58000,11-Feb,Charged Off,debt_consolidation,FL,7.51,11,38,8780.43,1
383345,413582,7500,7500,36 months,16.95,267.21,< 1 year,RENT,39996,9-Mar,Does not meet the credit policy. Status:Fully Paid,major_purchase,CA,21.57,5,8,9619.146722,0
743965,942359,15000,15000,36 months,10.59,488.18,5 years,RENT,74028,11-May,Fully Paid,debt_consolidation,CA,15.5,6,15,17549.08019,0
430405,510431,9250,9250,36 months,14.11,316.62,7 years,RENT,31000,9-Aug,Fully Paid,debt_consolidation,MN,19.9,8,29,11297.55401,0
351355,353937,6000,6000,36 months,9.76,192.93,6 years,MORTGAGE,60996,8-Jul,Charged Off,credit_card,IL,12.37,7,23,1157.58,1
586350,753280,4800,4800,60 months,13.98,111.64,3 years,RENT,80000,10-Sep,Charged Off,medical,NV,11.26,5,22,2324.65,1
1030567,1259977,4000,4000,36 months,6.03,121.75,1 year,MORTGAGE,87000,11-Nov,Fully Paid,home_improvement,MD,3.37,7,12,4382.690262,0
344282,344275,6000,6000,36 months,13.87,204.69,6 years,RENT,75000,8-May,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NJ,25.84,10,21,7134.922252,0
364693,374862,8525,8525,36 months,14.54,293.61,1 year,MORTGAGE,90000,11-Feb,Charged Off,debt_consolidation,MO,1.24,13,39,6795.56,1
1064471,1298287,9000,9000,36 months,12.42,300.74,5 years,MORTGAGE,47000,11-Dec,Fully Paid,credit_card,FL,19.1,7,17,10826.53001,0
472531,596720,12000,12000,36 months,11.14,393.65,4 years,MORTGAGE,80000,10-Jan,Fully Paid,debt_consolidation,IL,2.85,5,11,13313.14881,0
500594,642993,15000,15000,36 months,10.99,491.03,7 years,RENT,60000,10-Apr,Fully Paid,other,MO,20.82,11,26,17677.6529,0
762383,962903,2500,2500,36 months,9.99,80.66,3 years,RENT,40000,11-May,Fully Paid,major_purchase,NY,6.48,3,10,2903.602554,0
278622,269243,14000,14000,36 months,13.87,477.61,2 years,RENT,62500,8-Mar,Fully Paid,debt_consolidation,NJ,20.45,12,16,16853.87668,0
492653,630102,20000,20000,36 months,11.36,658.23,10+ years,MORTGAGE,185000,10-Apr,Fully Paid,debt_consolidation,PA,8.34,10,17,23697.72852,0
976873,1199635,2000,2000,36 months,10.65,65.15,n/a,RENT,12000,11-Oct,Fully Paid,small_business,IL,14.1,9,15,2345.25,0
801864,1007481,10800,10800,36 months,7.49,335.9,2 years,RENT,119000,11-Jul,Fully Paid,credit_card,CA,3.14,4,18,12069.4855,0
540671,698009,1500,1500,36 months,11.12,49.2,10+ years,RENT,31200,10-Jul,Fully Paid,major_purchase,CA,0.65,11,21,1771.080429,0
472760,596975,1000,1000,36 months,11.14,32.81,< 1 year,RENT,7200,10-Jan,Fully Paid,educational,SC,9.5,5,7,1009.49,0
430633,510782,10000,10000,36 months,9.63,320.95,9 years,MORTGAGE,43700,9-Aug,Charged Off,other,TX,1.35,9,17,7702.36,1
705535,897602,20000,20000,36 months,10,645.35,3 years,RENT,140000,11-Mar,Fully Paid,debt_consolidation,CA,5.25,6,25,22829.88489,0
539378,696521,2000,2000,36 months,14.72,69.06,9 years,RENT,33204,10-Jul,Fully Paid,other,MA,12.69,3,4,2488.145215,0
453081,559775,3200,3200,36 months,12.18,106.56,1 year,RENT,42000,9-Oct,Fully Paid,debt_consolidation,CA,20.91,7,14,3644.393939,0
637843,817068,7000,7000,36 months,14.09,239.55,1 year,MORTGAGE,40000,10-Dec,Fully Paid,debt_consolidation,NJ,15.18,7,8,8382.17227,0
526746,681402,6925,6925,36 months,7.88,216.63,3 years,RENT,39500,10-Jun,Fully Paid,credit_card,TX,12.06,5,7,7748.232146,0
985811,1209294,15000,15000,60 months,14.27,351.13,10+ years,MORTGAGE,44000,11-Oct,Current,debt_consolidation,NY,16.5,5,15,19267.06,0
482794,614209,10000,10000,36 months,15.7,350.11,5 years,RENT,39312,10-Feb,Fully Paid,debt_consolidation,CA,21.73,8,12,12604.31299,0
476093,602982,6000,6000,36 months,8.94,190.63,8 years,OWN,32560,10-Jan,Fully Paid,home_improvement,WI,11.24,10,27,6863.174429,0
675900,863752,15000,15000,36 months,10.74,489.24,3 years,RENT,76000,11-Feb,Fully Paid,debt_consolidation,NM,23.92,9,20,17612.4676,0
119948,119903,3750,3750,36 months,15.65,131.19,5 years,MORTGAGE,7280,7-Aug,Does not meet the credit policy. Status:Charged Off,moving,IL,17.31,1,4,2937.66,1
383228,413399,10000,10000,36 months,13.47,339.23,4 years,RENT,54996,9-Mar,Fully Paid,car,TX,5.59,6,35,11215.61501,0
554057,713796,21600,21600,36 months,13.61,734.16,3 years,RENT,82000,10-Jul,Fully Paid,credit_card,CA,24.64,11,30,26211.4154,0
607668,779512,9700,9700,36 months,8.88,307.92,2 years,MORTGAGE,60000,10-Nov,Fully Paid,debt_consolidation,OK,8.18,4,20,11085.36939,0
480933,611541,13350,13350,36 months,14.59,460.11,< 1 year,RENT,56000,10-Feb,Fully Paid,debt_consolidation,WY,12.19,13,25,16563.95881,0
741982,939986,7550,7550,60 months,14.79,178.79,8 years,MORTGAGE,50000,11-May,Charged Off,debt_consolidation,CT,12.65,8,27,8939.5,1
758528,958699,9000,9000,36 months,5.99,273.76,8 years,RENT,30000,11-May,Charged Off,credit_card,CA,11.68,6,18,4104.9,1
747991,946993,3500,3500,60 months,16.89,86.78,5 years,RENT,14000,11-May,Fully Paid,car,TX,3,5,8,4555.169306,0
496712,636536,4500,4500,36 months,7.14,139.23,10+ years,MORTGAGE,108000,10-Mar,Fully Paid,other,GA,10.11,13,38,5012.536054,0
655377,838201,16000,16000,36 months,9.63,513.51,4 years,MORTGAGE,172000,11-Feb,Fully Paid,wedding,TX,5.92,16,29,16254.60516,0
429374,508695,15000,15000,36 months,11.89,497.46,< 1 year,MORTGAGE,72400,9-Jul,Fully Paid,other,CA,11.85,12,18,17908.85998,0
373249,393093,12000,12000,36 months,13.47,407.08,10+ years,RENT,95004,9-Jan,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,DE,17.36,13,29,14139.25518,0
845024,1056160,5500,5500,36 months,10.99,180.04,1 year,RENT,24000,11-Aug,Fully Paid,debt_consolidation,WV,23.45,8,21,6481.308473,0
385106,385847,6500,6500,36 months,14.11,222.49,2 years,MORTGAGE,73000,9-Apr,Charged Off,home_improvement,VA,11.59,4,22,6545.92,1
516227,667211,10000,10000,36 months,14.59,344.65,9 years,MORTGAGE,62920,10-May,Charged Off,debt_consolidation,MD,18.48,13,38,11509.6,1
801857,1007474,4200,4200,36 months,7.49,130.63,< 1 year,MORTGAGE,38400,11-Jul,Fully Paid,other,CO,15.84,11,28,4702.552401,0
348070,348959,6700,6700,36 months,18.61,244.28,2 years,MORTGAGE,137500,8-May,Does not meet the credit policy. Status:Fully Paid,wedding,MD,28.26,22,50,7636.935049,0
449657,552463,10000,10000,36 months,8.94,317.72,< 1 year,MORTGAGE,86807,9-Oct,Charged Off,other,CA,13.34,12,40,8500.6,1
747177,946030,3200,3200,36 months,6.99,98.8,5 years,MORTGAGE,51996,11-May,Fully Paid,major_purchase,MA,9.81,12,29,3480.988632,0
592219,757968,2400,2400,36 months,14.72,82.87,n/a,RENT,18000,10-Oct,Fully Paid,debt_consolidation,OH,1.67,9,10,2869.291635,0
847649,1059170,6000,6000,36 months,12.99,202.14,< 1 year,MORTGAGE,55000,11-Aug,Fully Paid,home_improvement,PA,19.11,12,24,7217.649913,0
714072,907409,4000,4000,60 months,12.68,90.36,< 1 year,OWN,30000,11-Mar,Charged Off,moving,NJ,1.12,5,19,2323.18,1
444972,358250,12000,12000,36 months,16,421.89,1 year,RENT,125000,9-Oct,Fully Paid,debt_consolidation,NY,23.85,15,32,14212.00916,0
316652,316635,18000,18000,36 months,17.34,644.8,3 years,MORTGAGE,63000,8-Apr,Does not meet the credit policy. Status:Fully Paid,credit_card,MI,25.68,14,27,23122.21316,0
875286,1089800,5000,5000,36 months,11.99,166.05,6 years,MORTGAGE,28800,11-Sep,Fully Paid,debt_consolidation,SC,13.21,7,7,5992.715447,0
246179,246166,5100,5100,36 months,8.32,160.57,6 years,MORTGAGE,59000,8-Feb,Fully Paid,credit_card,CT,7.08,9,19,5780.499244,0
496442,636118,5750,5750,36 months,11.36,189.24,4 years,RENT,34000,10-Mar,Fully Paid,debt_consolidation,CA,19.02,11,23,6813.277837,0
598134,767707,25000,15825,60 months,13.23,361.94,10+ years,MORTGAGE,80000,10-Oct,Fully Paid,debt_consolidation,TX,20.11,11,18,21715.83827,0
1067266,1301634,8400,8400,60 months,16.77,207.73,5 years,RENT,87996,11-Dec,Fully Paid,major_purchase,NY,11.35,8,13,12290.64001,0
309059,306632,25000,7850,36 months,13.24,265.41,10+ years,MORTGAGE,2.00E+05,8-Apr,Charged Off,other,CA,15.62,12,47,2753.44,1
624258,800020,10000,6300,36 months,5.79,191.06,5 years,MORTGAGE,45000,10-Dec,Fully Paid,credit_card,CA,8.64,8,33,6878.22908,0
612049,784805,15000,15000,36 months,9.62,481.34,2 years,MORTGAGE,57996,10-Nov,Fully Paid,other,CA,6.41,4,8,17249.52587,0
738212,935549,10200,10200,60 months,14.17,238.24,10+ years,MORTGAGE,60000,11-May,Fully Paid,debt_consolidation,CA,20.36,7,34,14309.07001,0
469721,525400,13000,13000,36 months,8.59,410.94,10+ years,MORTGAGE,35328,9-Dec,Fully Paid,debt_consolidation,OR,17.63,8,17,14794.21382,0
1043550,1273887,10000,10000,36 months,13.49,339.31,5 years,OWN,25000,11-Dec,Fully Paid,credit_card,NY,10.32,8,14,12214.91792,0
463832,580931,20000,20000,36 months,11.83,662.68,2 years,RENT,98000,10-Feb,Fully Paid,debt_consolidation,CA,19.93,9,24,23858.84185,0
455682,565253,3200,3200,36 months,14.61,110.33,< 1 year,RENT,77000,9-Nov,Fully Paid,debt_consolidation,TX,16.44,6,24,3971.444182,0
579272,744771,15000,15000,60 months,21.27,408.09,4 years,RENT,110000,10-Sep,Fully Paid,credit_card,NJ,11.17,7,10,24484.55035,0
693061,880077,2000,2000,36 months,6.92,61.69,n/a,RENT,14400,11-Mar,Fully Paid,debt_consolidation,FL,15.83,13,21,2220.483674,0
790567,994724,16000,16000,36 months,12.99,539.03,3 years,RENT,40000,11-Jun,Fully Paid,debt_consolidation,NV,7.59,4,13,19287.50655,0
628865,805748,6000,6000,36 months,6.17,183,1 year,MORTGAGE,54000,10-Dec,Fully Paid,car,AR,15.29,7,23,6359.485695,0
491494,628092,10000,10000,36 months,14.96,346.47,< 1 year,RENT,60000,10-Mar,Fully Paid,debt_consolidation,MA,21.02,13,23,12473.24914,0
987490,1211472,9600,9600,36 months,15.96,337.32,10+ years,MORTGAGE,57000,11-Oct,Fully Paid,debt_consolidation,AZ,5.35,9,9,10844.84378,0
1029687,1259074,15000,15000,36 months,14.27,514.64,4 years,MORTGAGE,31200,11-Nov,Fully Paid,debt_consolidation,MD,5.54,5,7,18262.98284,0
1055426,1286980,16400,16400,36 months,15.96,576.26,6 years,OWN,140000,11-Dec,Fully Paid,credit_card,CA,12.71,13,21,20744.97998,0
491369,627862,10000,10000,36 months,12.73,335.67,4 years,MORTGAGE,195000,10-Mar,Fully Paid,debt_consolidation,IL,15.42,21,58,11680.89711,0
350265,352261,1000,1000,36 months,10.71,32.61,< 1 year,RENT,22000,8-Jun,Does not meet the credit policy. Status:Charged Off,other,FL,14.7,3,4,76.7,1
1018080,1246267,35000,35000,60 months,12.42,786.01,3 years,MORTGAGE,125000,11-Nov,Charged Off,debt_consolidation,NH,10.3,12,35,34418.38,1
596124,765286,10200,10200,60 months,16.45,250.49,10+ years,MORTGAGE,53000,10-Oct,Fully Paid,credit_card,MD,10.05,8,18,11608.43484,0
1008958,1235685,28000,28000,36 months,6.62,859.71,3 years,MORTGAGE,3.00E+05,11-Nov,Fully Paid,home_improvement,NV,5.59,15,35,30949.25216,0
489025,623831,10000,10000,36 months,7.51,311.1,5 years,OWN,43000,10-Feb,Fully Paid,debt_consolidation,FL,1.87,11,32,10240.95996,0
1048572,1279521,12000,12000,60 months,19.03,311.49,7 years,MORTGAGE,34000,11-Dec,Charged Off,debt_consolidation,FL,13.41,6,9,1638.7,1
505273,650989,8200,8200,36 months,13.11,276.71,9 years,RENT,55000,10-Apr,Fully Paid,car,PA,15.88,6,11,9961.990438,0
733598,929980,10000,10000,36 months,12.68,335.41,3 years,MORTGAGE,134400,11-Apr,Fully Paid,small_business,LA,20.04,6,10,12074.33636,0
413556,467078,2500,2500,36 months,13.47,84.81,10+ years,MORTGAGE,101000,9-Jun,Fully Paid,medical,MT,13.76,7,15,3053.002251,0
891312,1108044,14125,14125,36 months,10.65,460.1,8 years,MORTGAGE,31850,11-Oct,Fully Paid,debt_consolidation,MI,16.65,9,19,16563.46143,0
613163,786174,25000,25000,36 months,15.2,869.09,10+ years,RENT,170000,10-Nov,Fully Paid,credit_card,NY,6.47,14,32,31290.08159,0
806406,1012584,5500,5500,36 months,9.99,177.45,10+ years,RENT,73000,11-Jul,Fully Paid,debt_consolidation,CA,22.96,14,32,5864.29773,0
453314,560299,5000,5000,36 months,8.94,158.86,8 years,RENT,16800,9-Oct,Fully Paid,educational,IL,14.93,6,13,5230.557516,0
642142,821943,25000,25000,36 months,15.57,873.63,7 years,MORTGAGE,80004,11-Jan,Fully Paid,debt_consolidation,NC,10.68,9,37,31452.69154,0
491916,628869,9500,9500,36 months,7.88,297.17,1 year,RENT,19200,10-Mar,Fully Paid,credit_card,CA,10.56,13,34,10572.61228,0
798804,1003947,4800,4800,36 months,11.49,158.27,8 years,RENT,30000,11-Jul,Fully Paid,wedding,MA,6.88,6,9,5697.378207,0
874121,1088517,5000,5000,36 months,5.42,150.8,4 years,RENT,42000,11-Sep,Fully Paid,debt_consolidation,NY,22.4,8,15,5303.528191,0
969566,1190782,3000,3000,36 months,6.03,91.31,6 years,MORTGAGE,80000,11-Oct,Fully Paid,major_purchase,NY,1.24,8,11,3287.02608,0
581623,747526,2500,2500,36 months,13.61,84.98,10+ years,MORTGAGE,50000,10-Sep,Fully Paid,educational,NY,17.74,5,24,2963.589113,0
406068,454427,4000,4000,36 months,12.21,133.26,3 years,RENT,10636,9-May,Fully Paid,moving,OR,13.54,4,7,4507.171237,0
876593,1091197,7000,7000,36 months,6.99,216.11,1 year,RENT,51000,11-Sep,Fully Paid,other,OR,7.06,6,13,7779.867153,0
1046448,1277287,11200,11200,36 months,10.65,364.83,10+ years,RENT,83000,11-Dec,Fully Paid,credit_card,CA,10.15,7,12,13133.46019,0
717347,911416,2800,2800,60 months,10.37,60.01,1 year,RENT,62500,11-Apr,Fully Paid,car,CT,10.04,10,24,3600.033878,0
880082,1095043,4000,4000,36 months,8.9,127.02,< 1 year,RENT,28000,11-Sep,Fully Paid,debt_consolidation,CA,20.1,5,10,4380.757595,0
860943,1073761,5000,5000,36 months,11.49,164.86,10+ years,MORTGAGE,119004,11-Aug,Fully Paid,debt_consolidation,FL,17.15,12,47,5798.151925,0
882100,1097262,24700,24700,60 months,17.58,621.59,10+ years,MORTGAGE,63000,11-Sep,Current,debt_consolidation,GA,19.14,10,30,35640.55,0
579581,745154,13000,13000,36 months,10.75,424.07,10+ years,MORTGAGE,130000,10-Sep,Fully Paid,home_improvement,CT,4.47,12,28,13155.69,0
291461,291458,10000,10000,36 months,8.32,314.85,4 years,RENT,39948,8-Mar,Charged Off,debt_consolidation,CA,14.54,6,19,6207.64,1
971024,1192728,28000,28000,60 months,12.42,628.81,10+ years,MORTGAGE,72000,11-Oct,Fully Paid,debt_consolidation,UT,29.3,12,31,36537.31995,0
664384,849520,10000,10000,36 months,7.29,310.1,5 years,MORTGAGE,54000,11-Feb,Fully Paid,debt_consolidation,CT,10.98,17,33,10997.70512,0
507550,654625,6400,6400,36 months,12.73,214.83,1 year,MORTGAGE,43000,10-Apr,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,WI,8.4,7,30,7734.435939,0
646327,826959,20000,20000,36 months,6.54,613.35,10+ years,MORTGAGE,90000,11-Jan,Fully Paid,debt_consolidation,IL,9.56,8,28,22080.60713,0
844985,1056112,3500,3500,36 months,5.42,105.56,1 year,RENT,70000,11-Aug,Fully Paid,debt_consolidation,CA,0.41,7,24,3800.137669,0
825965,1034801,1000,1000,36 months,11.49,32.98,10+ years,RENT,23712,11-Jul,Fully Paid,other,OR,17.61,3,6,1186.596797,0
678299,866578,7500,7500,36 months,13.43,254.27,7 years,MORTGAGE,28800,11-Feb,Fully Paid,debt_consolidation,CA,13.75,12,18,9153.314788,0
515805,666715,3200,3200,60 months,13.61,73.82,< 1 year,RENT,45000,10-Jun,Does not meet the credit policy. Status:Fully Paid,house,MD,20.11,20,33,4417.89,0
390347,425299,15000,15000,36 months,13.79,511.14,3 years,OTHER,58000,9-Apr,Fully Paid,credit_card,DC,11.07,8,13,18457.95417,0
567699,730300,25000,25000,36 months,10.38,811.15,9 years,RENT,75000,10-Sep,Fully Paid,house,NJ,3.78,12,22,26614.61316,0
388322,421156,10000,10000,36 months,11.89,331.64,2 years,RENT,53000,9-Apr,Fully Paid,moving,FL,17.12,7,14,11939.00472,0
465321,366008,12000,12000,36 months,13.57,407.63,5 years,RENT,54625,10-Jan,Does not meet the credit policy. Status:Fully Paid,house,CA,13.77,13,22,14629.26158,0
661522,846007,12000,12000,36 months,10.99,392.81,3 years,MORTGAGE,145000,11-Jun,Fully Paid,credit_card,NC,9.46,7,15,13499.29275,0
874030,1088422,15000,15000,36 months,16.49,531,3 years,MORTGAGE,58000,11-Sep,Fully Paid,debt_consolidation,VA,20.01,13,25,15207.04313,0
256751,256747,24500,24500,36 months,11.66,809.78,1 year,MORTGAGE,147500,8-Feb,Does not meet the credit policy. Status:Charged Off,home_improvement,CA,18.43,8,41,2454.44,1
849218,1060923,12000,12000,36 months,7.49,373.22,1 year,RENT,111996,11-Aug,Fully Paid,debt_consolidation,TX,11.93,5,22,13435.90021,0
747113,945960,16000,16000,60 months,11.99,355.84,n/a,MORTGAGE,32000,11-May,Fully Paid,debt_consolidation,OH,13.88,6,17,21349.61,0
655392,838222,5000,5000,36 months,7.66,155.9,10+ years,RENT,108000,11-Jan,Fully Paid,credit_card,RI,3.33,3,8,5613.21546,0
623643,799237,3600,3600,36 months,8.88,114.28,10+ years,OWN,65000,10-Dec,Fully Paid,major_purchase,KY,13.77,6,23,3750.055129,0
388341,421717,12000,12000,36 months,13.47,407.08,9 years,MORTGAGE,68000,9-Apr,Fully Paid,debt_consolidation,AZ,21.9,7,28,14002.35525,0
630105,807292,16000,14475,36 months,6.17,441.48,< 1 year,OWN,80000,10-Dec,Fully Paid,home_improvement,MI,1.8,9,20,15893.80362,0
831589,1040830,12000,12000,36 months,5.42,361.92,7 years,MORTGAGE,120000,11-Aug,Fully Paid,major_purchase,AZ,5.62,8,16,13029.04965,0
747241,946151,10000,10000,36 months,5.99,304.18,8 years,MORTGAGE,180000,11-May,Fully Paid,credit_card,CA,1.53,16,35,10886.8648,0
584708,751334,5300,5300,60 months,11.12,115.56,< 1 year,MORTGAGE,92304,10-Sep,Fully Paid,car,PA,8.62,12,36,6509.199979,0
698407,889848,13650,13650,60 months,10,290.03,10+ years,MORTGAGE,60000,11-Mar,Fully Paid,debt_consolidation,CA,6.9,7,17,17422.18998,0
486971,620702,16000,16000,36 months,12.73,537.06,1 year,MORTGAGE,74000,10-Feb,Fully Paid,debt_consolidation,CO,4.41,12,18,18910.75797,0
571409,735019,1700,1700,36 months,11.12,55.76,3 years,RENT,18000,10-Aug,Fully Paid,credit_card,WA,8.27,3,7,1967.733408,0
825886,1034719,15350,15350,60 months,16.89,380.58,10+ years,MORTGAGE,84000,11-Jul,Current,home_improvement,HI,17.36,8,17,22042.65,0
675221,862952,8400,8400,36 months,7.29,260.49,5 years,MORTGAGE,117014,11-Feb,Fully Paid,home_improvement,OH,12.87,15,47,9089.355342,0
604611,775653,5000,5000,36 months,6.91,154.18,< 1 year,RENT,24414,10-Oct,Fully Paid,debt_consolidation,AL,1.23,2,8,5460.056364,0
256450,256438,6350,6350,36 months,12.92,213.72,1 year,RENT,80415,8-Feb,Fully Paid,debt_consolidation,CA,20.15,10,16,7693.600936,0
625841,802006,24000,24000,60 months,16.69,592.47,2 years,MORTGAGE,65000,10-Dec,Fully Paid,debt_consolidation,TX,15.56,8,31,32019.24989,0
693075,883869,21350,21350,60 months,13.06,486.44,< 1 year,MORTGAGE,60000,11-Mar,Fully Paid,debt_consolidation,NY,19.44,14,26,26258.55329,0
187464,187430,10000,10000,36 months,9.64,320.99,< 1 year,RENT,67000,7-Dec,Fully Paid,debt_consolidation,CA,3.6,11,20,11555.4033,0
1016427,1244130,9500,9500,36 months,11.71,314.23,2 years,MORTGAGE,90000,11-Nov,Fully Paid,debt_consolidation,CA,22.63,20,44,10023.42665,0
103846,103835,5000,5000,36 months,11.22,164.23,3 years,RENT,61000,7-Jul,Does not meet the credit policy. Status:Charged Off,moving,NY,14.48,16,31,991.09,1
855838,1068181,12500,12500,60 months,16.49,307.24,8 years,MORTGAGE,55000,11-Aug,Fully Paid,wedding,OH,11.24,9,21,16551.16659,0
535623,692089,15000,15000,36 months,14.35,515.22,< 1 year,MORTGAGE,103970,10-Jun,Fully Paid,other,MD,23.88,7,28,16744.11741,0
713082,906267,10000,10000,36 months,12.68,335.41,< 1 year,RENT,54000,11-Apr,Fully Paid,debt_consolidation,MA,7.24,8,13,12074.33636,0
977092,1199883,30000,30000,60 months,9.91,636.09,n/a,MORTGAGE,65000,11-Oct,Current,debt_consolidation,NY,9.19,11,15,35620.2,0
660797,845133,20000,20000,60 months,18.25,510.6,5 years,MORTGAGE,71964,11-Feb,Fully Paid,debt_consolidation,NC,11.81,5,11,24709.59396,0
444910,542986,16000,16000,36 months,13.57,543.5,< 1 year,MORTGAGE,164004,9-Oct,Does not meet the credit policy. Status:Fully Paid,credit_card,NJ,6.67,10,32,19566.31813,0
454838,563636,12000,12000,36 months,7.51,373.33,3 years,MORTGAGE,58000,10-Aug,Fully Paid,debt_consolidation,NY,15.35,10,37,12721.64001,0
607878,779773,25000,20775,60 months,10.36,445.1,10+ years,MORTGAGE,99996,10-Nov,Charged Off,debt_consolidation,KS,15.78,8,21,6221.88,1
892412,1109296,14000,14000,36 months,6.03,426.1,6 years,RENT,105000,11-Sep,Fully Paid,house,NJ,7.35,18,32,14882.94865,0
359430,366634,6000,6000,36 months,13.04,202.28,1 year,OWN,70000,8-Oct,Does not meet the credit policy. Status:Fully Paid,home_improvement,MO,10.77,8,25,7325.112767,0
661452,845924,12200,12200,36 months,15.28,424.6,4 years,MORTGAGE,51600,11-Jan,Fully Paid,debt_consolidation,UT,22.23,17,30,13594.57755,0
745941,944581,12000,12000,36 months,9.99,387.15,10+ years,RENT,72000,11-May,Fully Paid,debt_consolidation,CA,25.6,11,38,13937.39621,0
579340,744851,6000,6000,36 months,15.21,208.61,7 years,MORTGAGE,28000,10-Sep,Fully Paid,debt_consolidation,OH,5.74,8,9,7510.7468,0
647453,828346,6000,6000,36 months,9.25,191.5,< 1 year,RENT,26780,11-Jan,Fully Paid,debt_consolidation,FL,14.74,3,11,6894.469721,0
1057770,1289135,35000,35000,60 months,20.3,933.14,10+ years,MORTGAGE,85000,11-Dec,Fully Paid,debt_consolidation,CO,12.54,9,20,55138.99996,0
795289,1000015,9600,9600,36 months,12.99,323.42,8 years,MORTGAGE,60000,11-Jun,Fully Paid,debt_consolidation,KS,16.74,9,22,11611.9556,0
523473,677286,7000,7000,36 months,7.51,217.78,2 years,MORTGAGE,44208,10-Jun,Fully Paid,major_purchase,IL,3.58,4,12,7840.092133,0
684673,874173,35000,35000,36 months,14.54,1205.42,2 years,RENT,145000,11-Mar,Fully Paid,credit_card,CA,25.09,5,22,43394.99012,0
