Airline,Source,Destination,Total_Stops,Price,Year,Total_duration,Dep_time_of_day,Arrival_time_of_day
Jet Airways,Delhi,Cochin,1,10262,2019,1015,Morning,Night
IndiGo,Delhi,Cochin,0,4729,2019,195,Afternoon,Evening
SpiceJet,Kolkata,Banglore,0,3841,2019,150,Evening,Evening
Jet Airways,Kolkata,Banglore,1,14388,2019,865,Evening,Morning
IndiGo,Mumbai,Hyderabad,0,2754,2019,90,Night,Night
Air India,Banglore,New Delhi,2,12358,2019,1545,Morning,Morning
Air India,Kolkata,Banglore,2,6117,2019,1170,Morning,Night
Jet Airways,Delhi,Cochin,2,15129,2019,1375,Night,Night
Jet Airways,Kolkata,Banglore,1,14388,2019,665,Evening,Morning
Air India,Delhi,Cochin,1,7480,2019,1255,Afternoon,Morning
Multiple carriers,Delhi,Cochin,1,10791,2019,395,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,12452,2019,1280,Morning,Night
IndiGo,Kolkata,Banglore,1,4226,2019,235,Evening,Night
Vistara,Banglore,Delhi,0,5403,2019,170,Evening,Night
Multiple carriers,Delhi,Cochin,1,9646,2019,765,Morning,Night
Air Asia,Banglore,Delhi,0,4282,2019,170,Night,Morning
Multiple carriers,Delhi,Cochin,1,7845,2019,395,Morning,Afternoon
IndiGo,Chennai,Kolkata,0,3384,2019,140,Evening,Evening
IndiGo,Banglore,Delhi,0,4823,2019,175,Evening,Evening
IndiGo,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
Multiple carriers,Delhi,Cochin,1,13587,2019,720,Morning,Evening
Air Asia,Delhi,Cochin,1,13474,2019,865,Afternoon,Morning
IndiGo,Chennai,Kolkata,0,3384,2019,135,Afternoon,Afternoon
Jet Airways,Delhi,Cochin,2,15129,2019,810,Night,Evening
Jet Airways,Kolkata,Banglore,1,8586,2019,1545,Morning,Morning
IndiGo,Banglore,Delhi,0,4591,2019,170,Night,Night
Jet Airways,Delhi,Cochin,2,13882,2019,1490,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,18286,2019,755,Afternoon,Night
Air Asia,Kolkata,Banglore,1,5192,2019,710,Morning,Evening
Jet Airways,Delhi,Cochin,2,11118,2019,1615,Morning,Afternoon
IndiGo,Delhi,Cochin,1,14871,2019,530,Morning,Afternoon
Air India,Kolkata,Banglore,2,15107,2019,1165,Morning,Night
Air India,Delhi,Cochin,1,8669,2019,735,Morning,Evening
GoAir,Kolkata,Banglore,1,5171,2019,455,Afternoon,Night
Jet Airways,Kolkata,Banglore,1,8529,2019,1170,Afternoon,Afternoon
Jet Airways,Delhi,Cochin,1,7438,2019,320,Night,Night
IndiGo,Delhi,Cochin,1,6206,2019,500,Evening,Night
Air India,Banglore,Delhi,0,7171,2019,165,Evening,Evening
Jet Airways,Kolkata,Banglore,1,14151,2019,1730,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,14939,2019,800,Evening,Morning
Jet Airways,Delhi,Cochin,2,13882,2019,1140,Morning,Night
Vistara,Kolkata,Banglore,1,9555,2019,1350,Evening,Evening
IndiGo,Kolkata,Banglore,0,4804,2019,155,Evening,Night
Vistara,Chennai,Kolkata,0,6627,2019,135,Morning,Morning
Jet Airways,Kolkata,Banglore,1,8586,2019,330,Morning,Afternoon
IndiGo,Kolkata,Banglore,0,4804,2019,155,Night,Night
Jet Airways,Delhi,Cochin,1,15554,2019,540,Morning,Evening
IndiGo,Delhi,Cochin,1,6838,2019,750,Morning,Evening
IndiGo,Delhi,Cochin,1,8258,2019,265,Morning,Afternoon
GoAir,Delhi,Cochin,1,8213,2019,535,Morning,Evening
Multiple carriers,Delhi,Cochin,1,12192,2019,720,Morning,Evening
Multiple carriers,Delhi,Cochin,1,14848,2019,555,Morning,Evening
IndiGo,Kolkata,Banglore,0,4148,2019,155,Afternoon,Evening
Jet Airways,Kolkata,Banglore,1,10844,2019,960,Evening,Afternoon
Jet Airways,Kolkata,Banglore,1,10844,2019,1660,Evening,Night
Multiple carriers,Delhi,Cochin,1,6795,2019,390,Evening,Night
Jet Airways,Kolkata,Banglore,1,14781,2019,730,Afternoon,Night
IndiGo,Delhi,Cochin,1,6582,2019,315,Morning,Afternoon
SpiceJet,Banglore,Delhi,0,3919,2019,170,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,9646,2019,765,Morning,Night
SpiceJet,Banglore,New Delhi,1,7744,2019,485,Afternoon,Night
Jet Airways,Delhi,Cochin,2,11733,2019,1615,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,10262,2019,1165,Morning,Night
Jet Airways,Banglore,New Delhi,1,17524,2019,390,Night,Afternoon
SpiceJet,Mumbai,Hyderabad,0,3603,2019,85,Night,Night
Multiple carriers,Delhi,Cochin,1,7564,2019,705,Morning,Evening
Multiple carriers,Delhi,Cochin,1,7005,2019,640,Morning,Evening
IndiGo,Delhi,Cochin,1,14871,2019,985,Morning,Night
Air Asia,Banglore,Delhi,0,4282,2019,170,Night,Morning
Jet Airways,Delhi,Cochin,2,15129,2019,810,Night,Afternoon
Air Asia,Delhi,Cochin,1,6752,2019,340,Afternoon,Night
Air India,Delhi,Cochin,0,6094,2019,230,Afternoon,Evening
IndiGo,Mumbai,Hyderabad,0,3175,2019,90,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,8266,2019,630,Morning,Evening
GoAir,Banglore,Delhi,0,6722,2019,165,Evening,Night
SpiceJet,Kolkata,Banglore,0,3873,2019,155,Morning,Morning
Air India,Mumbai,Hyderabad,0,2575,2019,90,Afternoon,Afternoon
Multiple carriers,Delhi,Cochin,1,7787,2019,755,Morning,Evening
IndiGo,Delhi,Cochin,1,9257,2019,345,Night,Morning
Jet Airways,Banglore,Delhi,0,4030,2019,185,Evening,Night
SpiceJet,Banglore,Delhi,0,4991,2019,175,Evening,Night
IndiGo,Delhi,Cochin,1,9861,2019,350,Morning,Afternoon
IndiGo,Banglore,New Delhi,1,10406,2019,285,Afternoon,Evening
Jet Airways,Banglore,Delhi,0,7229,2019,175,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,7670,2019,735,Morning,Evening
Jet Airways,Delhi,Cochin,2,14300,2019,505,Evening,Night
Vistara,Kolkata,Banglore,1,8452,2019,1655,Morning,Morning
SpiceJet,Kolkata,Banglore,0,3873,2019,150,Afternoon,Evening
SpiceJet,Kolkata,Banglore,1,6853,2019,520,Morning,Evening
Jet Airways,Banglore,Delhi,0,7229,2019,175,Morning,Afternoon
Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Night
Jet Airways,Delhi,Cochin,1,14714,2019,1040,Evening,Afternoon
IndiGo,Kolkata,Banglore,0,4804,2019,155,Evening,Evening
IndiGo,Kolkata,Banglore,1,11465,2019,295,Morning,Afternoon
IndiGo,Banglore,Delhi,0,4591,2019,170,Night,Night
IndiGo,Delhi,Cochin,1,6628,2019,975,Morning,Night
IndiGo,Delhi,Cochin,1,8025,2019,345,Night,Morning
Air Asia,Delhi,Cochin,1,6152,2019,470,Morning,Afternoon
IndiGo,Banglore,Delhi,0,3943,2019,170,Morning,Afternoon
Vistara,Kolkata,Banglore,1,9187,2019,1655,Morning,Morning
Vistara,Kolkata,Banglore,1,9187,2019,865,Evening,Morning
Multiple carriers,Delhi,Cochin,1,10276,2019,385,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,12192,2019,910,Night,Evening
Air Asia,Kolkata,Banglore,1,5554,2019,215,Evening,Night
Air India,Delhi,Cochin,1,6377,2019,735,Morning,Evening
IndiGo,Delhi,Cochin,1,6232,2019,305,Evening,Night
IndiGo,Delhi,Cochin,1,6496,2019,295,Night,Morning
IndiGo,Banglore,Delhi,0,4823,2019,185,Evening,Evening
IndiGo,Kolkata,Banglore,1,6116,2019,220,Evening,Night
Jet Airways,Kolkata,Banglore,1,7757,2019,1335,Evening,Evening
Multiple carriers,Delhi,Cochin,1,8266,2019,630,Morning,Evening
SpiceJet,Kolkata,Banglore,0,3873,2019,155,Morning,Morning
Jet Airways,Kolkata,Banglore,1,11841,2019,775,Evening,Morning
IndiGo,Kolkata,Banglore,0,4804,2019,155,Afternoon,Evening
IndiGo,Banglore,Delhi,0,3943,2019,170,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,15898,2019,465,Morning,Evening
Jet Airways,Kolkata,Banglore,1,14151,2019,1685,Evening,Evening
Jet Airways,Delhi,Cochin,1,10577,2019,745,Afternoon,Night
Air India,Banglore,Delhi,0,4441,2019,165,Morning,Morning
Jet Airways,Delhi,Cochin,1,5177,2019,1505,Morning,Afternoon
Air India,Kolkata,Banglore,0,4460,2019,155,Evening,Night
Multiple carriers,Delhi,Cochin,1,13727,2019,780,Morning,Evening
Jet Airways,Delhi,Cochin,1,14714,2019,1235,Afternoon,Afternoon
Jet Airways,Delhi,Cochin,2,10588,2019,1295,Evening,Evening
Jet Airways,Delhi,Cochin,1,7438,2019,590,Morning,Evening
Air India,Delhi,Cochin,1,12677,2019,765,Evening,Morning
Jet Airways,Delhi,Cochin,1,14714,2019,1485,Evening,Evening
IndiGo,Mumbai,Hyderabad,0,2754,2019,90,Afternoon,Afternoon
IndiGo,Delhi,Cochin,2,6494,2019,825,Morning,Evening
IndiGo,Banglore,New Delhi,1,5607,2019,260,Afternoon,Evening
IndiGo,Banglore,Delhi,0,4823,2019,175,Morning,Morning
Air India,Mumbai,Hyderabad,0,2050,2019,80,Evening,Night
Air India,Banglore,New Delhi,1,12127,2019,865,Morning,Night
Multiple carriers,Delhi,Cochin,1,13377,2019,435,Evening,Night
Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Night
Vistara,Delhi,Cochin,0,6216,2019,190,Morning,Morning
Air India,Delhi,Cochin,0,8456,2019,185,Evening,Evening
Jet Airways,Delhi,Cochin,2,15129,2019,1045,Evening,Afternoon
Jet Airways,Banglore,New Delhi,1,13817,2019,885,Afternoon,Morning
GoAir,Delhi,Cochin,1,6296,2019,370,Morning,Afternoon
Air India,Kolkata,Banglore,0,5170,2019,150,Afternoon,Afternoon
SpiceJet,Banglore,Delhi,0,3919,2019,175,Evening,Night
IndiGo,Banglore,Delhi,0,4823,2019,175,Morning,Morning
Jet Airways,Delhi,Cochin,1,10262,2019,1105,Morning,Night
Jet Airways,Delhi,Cochin,2,13882,2019,1350,Afternoon,Afternoon
Multiple carriers,Delhi,Cochin,1,13587,2019,480,Afternoon,Evening
Jet Airways,Delhi,Cochin,1,11848,2019,1685,Night,Night
Air India,Mumbai,Hyderabad,1,11678,2019,825,Morning,Night
IndiGo,Banglore,Delhi,0,4823,2019,175,Evening,Evening
SpiceJet,Banglore,Delhi,0,3919,2019,175,Evening,Night
Vistara,Chennai,Kolkata,0,11982,2019,140,Evening,Evening
Jet Airways,Kolkata,Banglore,1,10703,2019,505,Morning,Evening
Jet Airways,Kolkata,Banglore,1,10844,2019,1720,Evening,Night
Jet Airways,Kolkata,Banglore,1,10844,2019,1495,Evening,Evening
IndiGo,Mumbai,Hyderabad,0,3175,2019,90,Afternoon,Evening
Air India,Delhi,Cochin,1,9929,2019,675,Morning,Evening
Jet Airways,Banglore,New Delhi,1,19225,2019,305,Afternoon,Evening
SpiceJet,Mumbai,Hyderabad,0,2017,2019,90,Night,Morning
Jet Airways,Banglore,New Delhi,1,7832,2019,1475,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,9663,2019,1610,Morning,Morning
Multiple carriers,Delhi,Cochin,1,7005,2019,560,Morning,Evening
IndiGo,Mumbai,Hyderabad,0,3175,2019,90,Night,Night
Air India,Kolkata,Banglore,1,5006,2019,1485,Afternoon,Afternoon
Multiple carriers,Delhi,Cochin,1,9526,2019,630,Morning,Evening
Jet Airways,Delhi,Cochin,2,13292,2019,810,Night,Evening
IndiGo,Delhi,Cochin,1,6058,2019,345,Evening,Night
Jet Airways,Kolkata,Banglore,1,10844,2019,365,Afternoon,Night
Jet Airways,Kolkata,Banglore,1,10953,2019,690,Morning,Evening
Jet Airways,Kolkata,Banglore,1,10844,2019,960,Evening,Afternoon
Jet Airways,Kolkata,Banglore,1,10539,2019,800,Evening,Morning
Vistara,Delhi,Cochin,0,6741,2019,190,Morning,Morning
Jet Airways,Kolkata,Banglore,1,14571,2019,800,Evening,Morning
Jet Airways,Kolkata,Banglore,1,14781,2019,590,Morning,Evening
IndiGo,Mumbai,Hyderabad,0,3838,2019,90,Afternoon,Evening
Air India,Delhi,Cochin,0,5201,2019,230,Afternoon,Evening
Air Asia,Delhi,Cochin,1,8759,2019,470,Morning,Afternoon
GoAir,Delhi,Cochin,1,6195,2019,355,Morning,Afternoon
Air India,Mumbai,Hyderabad,0,3100,2019,75,Evening,Evening
SpiceJet,Delhi,Cochin,1,5975,2019,295,Evening,Night
Jet Airways,Kolkata,Banglore,1,10844,2019,570,Afternoon,Night
Jet Airways,Delhi,Cochin,1,16079,2019,450,Evening,Night
SpiceJet,Chennai,Kolkata,0,3543,2019,135,Morning,Morning
SpiceJet,Kolkata,Banglore,0,3841,2019,150,Evening,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,1040,Evening,Afternoon
Jet Airways,Kolkata,Banglore,1,12692,2019,840,Morning,Night
IndiGo,Chennai,Kolkata,0,3850,2019,140,Morning,Morning
Jet Airways,Delhi,Cochin,1,12373,2019,1225,Morning,Night
Air India,Mumbai,Hyderabad,0,3100,2019,90,Afternoon,Afternoon
Vistara,Banglore,Delhi,0,4878,2019,165,Evening,Night
Multiple carriers Premium economy,Delhi,Cochin,1,9845,2019,725,Morning,Evening
IndiGo,Banglore,Delhi,0,4077,2019,165,Night,Night
Multiple carriers,Delhi,Cochin,1,9315,2019,690,Morning,Evening
Jet Airways,Kolkata,Banglore,1,14781,2019,570,Afternoon,Night
Air India,Mumbai,Hyderabad,2,17327,2019,300,Afternoon,Afternoon
Air India,Banglore,New Delhi,0,9481,2019,170,Evening,Evening
Jet Airways,Kolkata,Banglore,1,14388,2019,330,Morning,Afternoon
Air India,Delhi,Cochin,1,5704,2019,1590,Evening,Night
GoAir,Banglore,Delhi,0,3898,2019,175,Morning,Morning
Jet Airways,Mumbai,Hyderabad,0,5678,2019,90,Night,Night
IndiGo,Delhi,Cochin,1,6937,2019,265,Morning,Afternoon
IndiGo,Mumbai,Hyderabad,0,2754,2019,85,Evening,Evening
SpiceJet,Mumbai,Hyderabad,0,2647,2019,85,Night,Night
IndiGo,Kolkata,Banglore,1,4226,2019,240,Morning,Morning
GoAir,Banglore,Delhi,0,4239,2019,175,Morning,Morning
IndiGo,Delhi,Cochin,1,9165,2019,305,Night,Night
Jet Airways,Banglore,New Delhi,0,18308,2019,160,Evening,Night
Multiple carriers,Delhi,Cochin,1,14486,2019,505,Morning,Afternoon
Air Asia,Banglore,Delhi,0,4282,2019,170,Night,Morning
Multiple carriers,Delhi,Cochin,1,13587,2019,780,Morning,Evening
Multiple carriers,Delhi,Cochin,1,13587,2019,570,Morning,Evening
Jet Airways,Delhi,Cochin,1,6645,2019,1225,Morning,Night
SpiceJet,Banglore,Delhi,0,4423,2019,160,Night,Morning
Air India,Banglore,New Delhi,2,11518,2019,1800,Evening,Night
Jet Airways,Kolkata,Banglore,1,13759,2019,890,Afternoon,Night
SpiceJet,Banglore,Delhi,0,3625,2019,160,Night,Morning
IndiGo,Kolkata,Banglore,0,4148,2019,170,Night,Morning
Vistara,Banglore,Delhi,0,5613,2019,155,Evening,Evening
Air India,Kolkata,Banglore,2,14298,2019,1440,Morning,Morning
Jet Airways,Banglore,New Delhi,1,7832,2019,800,Morning,Evening
IndiGo,Delhi,Cochin,1,6442,2019,575,Morning,Evening
Jet Airways,Mumbai,Hyderabad,0,5678,2019,85,Night,Night
Jet Airways,Kolkata,Banglore,1,7064,2019,585,Evening,Night
Jet Airways,Kolkata,Banglore,1,14151,2019,1005,Evening,Morning
GoAir,Banglore,Delhi,0,3419,2019,165,Evening,Night
Jet Airways,Delhi,Cochin,1,15554,2019,660,Evening,Night
Air India,Banglore,New Delhi,1,13859,2019,495,Night,Morning
SpiceJet,Kolkata,Banglore,0,3847,2019,140,Night,Night
GoAir,Banglore,New Delhi,1,7657,2019,265,Afternoon,Evening
Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
IndiGo,Mumbai,Hyderabad,0,2227,2019,95,Evening,Evening
SpiceJet,Banglore,Delhi,0,3971,2019,160,Night,Morning
IndiGo,Delhi,Cochin,1,6628,2019,975,Morning,Night
Jet Airways,Kolkata,Banglore,1,13584,2019,775,Evening,Morning
SpiceJet,Kolkata,Banglore,0,4148,2019,160,Morning,Morning
Jet Airways,Kolkata,Banglore,1,14571,2019,705,Morning,Evening
SpiceJet,Kolkata,Banglore,0,3841,2019,140,Night,Night
Jet Airways,Banglore,Delhi,0,5198,2019,165,Morning,Morning
Air Asia,Banglore,Delhi,0,3383,2019,170,Night,Morning
Jet Airways,Delhi,Cochin,0,7202,2019,195,Morning,Afternoon
IndiGo,Delhi,Cochin,0,5021,2019,195,Evening,Night
GoAir,Banglore,Delhi,0,4239,2019,165,Evening,Night
Jet Airways,Delhi,Cochin,2,15129,2019,1025,Evening,Afternoon
Vistara,Banglore,New Delhi,0,21520,2019,160,Morning,Morning
IndiGo,Delhi,Cochin,0,7673,2019,195,Night,Morning
IndiGo,Banglore,Delhi,0,4823,2019,170,Evening,Night
Jet Airways,Delhi,Cochin,1,15190,2019,715,Morning,Evening
Jet Airways,Kolkata,Banglore,1,14781,2019,850,Morning,Night
IndiGo,Kolkata,Banglore,0,4804,2019,155,Afternoon,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,1415,Afternoon,Afternoon
IndiGo,Delhi,Cochin,1,7503,2019,705,Morning,Evening
Jet Airways,Banglore,Delhi,0,8016,2019,175,Morning,Afternoon
IndiGo,Mumbai,Hyderabad,0,4049,2019,90,Morning,Morning
Air India,Banglore,New Delhi,1,12389,2019,425,Night,Afternoon
SpiceJet,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
Multiple carriers,Delhi,Cochin,1,13727,2019,840,Morning,Night
Jet Airways,Mumbai,Hyderabad,0,5678,2019,85,Night,Night
Multiple carriers,Delhi,Cochin,1,7670,2019,640,Morning,Evening
Jet Airways,Kolkata,Banglore,1,10844,2019,570,Afternoon,Night
Jet Airways,Kolkata,Banglore,1,7064,2019,1545,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,8930,2019,720,Morning,Evening
Air Asia,Banglore,Delhi,0,4282,2019,170,Night,Morning
IndiGo,Banglore,Delhi,0,4823,2019,170,Morning,Morning
Jet Airways,Delhi,Cochin,1,12373,2019,1280,Morning,Night
Jet Airways,Banglore,New Delhi,1,11087,2019,800,Morning,Evening
Jet Airways,Delhi,Cochin,1,16079,2019,395,Evening,Night
IndiGo,Delhi,Cochin,0,5601,2019,195,Night,Morning
SpiceJet,Mumbai,Hyderabad,0,2753,2019,90,Night,Morning
Jet Airways,Delhi,Cochin,1,12898,2019,335,Night,Night
Multiple carriers,Delhi,Cochin,1,15603,2019,480,Afternoon,Evening
IndiGo,Kolkata,Banglore,0,4174,2019,165,Morning,Afternoon
IndiGo,Banglore,New Delhi,0,6144,2019,175,Evening,Night
Jet Airways,Kolkata,Banglore,1,14781,2019,590,Morning,Evening
IndiGo,Delhi,Cochin,1,6195,2019,345,Evening,Night
Jet Airways,Kolkata,Banglore,1,8586,2019,1545,Morning,Morning
IndiGo,Banglore,New Delhi,0,11934,2019,170,Night,Night
Air India,Kolkata,Banglore,2,14424,2019,1345,Morning,Night
Jet Airways,Delhi,Cochin,1,18581,2019,715,Morning,Evening
Jet Airways,Kolkata,Banglore,1,13941,2019,450,Evening,Night
Jet Airways,Banglore,Delhi,0,7229,2019,185,Evening,Night
SpiceJet,Kolkata,Banglore,0,3873,2019,155,Morning,Morning
Jet Airways,Delhi,Cochin,1,14714,2019,450,Morning,Evening
Air Asia,Kolkata,Banglore,2,11245,2019,450,Afternoon,Night
IndiGo,Delhi,Cochin,1,6104,2019,845,Morning,Night
IndiGo,Delhi,Cochin,1,7094,2019,885,Morning,Night
Jet Airways,Kolkata,Banglore,1,10031,2019,1335,Morning,Night
Jet Airways,Kolkata,Banglore,1,13941,2019,375,Night,Afternoon
Multiple carriers,Delhi,Cochin,1,7198,2019,390,Evening,Night
SpiceJet,Banglore,New Delhi,0,3873,2019,175,Morning,Afternoon
Air India,Kolkata,Banglore,0,5747,2019,150,Afternoon,Afternoon
Air India,Mumbai,Hyderabad,0,3100,2019,75,Evening,Evening
Air India,Kolkata,Banglore,1,8996,2019,245,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,9103,2019,505,Morning,Evening
Jet Airways,Kolkata,Banglore,1,14781,2019,1055,Afternoon,Morning
Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
IndiGo,Banglore,New Delhi,0,10067,2019,170,Night,Night
Jet Airways,Delhi,Cochin,2,10909,2019,1125,Morning,Night
IndiGo,Kolkata,Banglore,0,4804,2019,155,Afternoon,Evening
Jet Airways,Mumbai,Hyderabad,0,4050,2019,85,Night,Night
Jet Airways,Kolkata,Banglore,1,14151,2019,1630,Evening,Night
SpiceJet,Kolkata,Banglore,0,3841,2019,155,Morning,Morning
Jet Airways,Kolkata,Banglore,1,14781,2019,345,Afternoon,Evening
Vistara,Kolkata,Banglore,1,9870,2019,385,Evening,Night
Air India,Delhi,Cochin,1,8907,2019,570,Afternoon,Night
GoAir,Delhi,Cochin,1,6195,2019,355,Morning,Afternoon
Jet Airways,Banglore,New Delhi,1,7832,2019,305,Afternoon,Evening
Multiple carriers Premium economy,Delhi,Cochin,1,11269,2019,395,Morning,Afternoon
Vistara,Banglore,New Delhi,0,5613,2019,155,Afternoon,Evening
IndiGo,Banglore,Delhi,0,4284,2019,175,Night,Night
Vistara,Banglore,Delhi,0,4668,2019,170,Evening,Night
Air India,Delhi,Cochin,1,15197,2019,675,Morning,Evening
Jet Airways,Kolkata,Banglore,1,9899,2019,475,Morning,Afternoon
GoAir,Delhi,Cochin,1,3948,2019,540,Morning,Evening
Jet Airways,Banglore,New Delhi,1,10405,2019,1400,Morning,Morning
Multiple carriers,Delhi,Cochin,1,15135,2019,625,Morning,Evening
Multiple carriers Premium economy,Delhi,Cochin,1,13369,2019,395,Morning,Afternoon
Jet Airways,Delhi,Cochin,2,18804,2019,440,Morning,Evening
Air Asia,Delhi,Cochin,1,6751,2019,625,Evening,Morning
Air India,Kolkata,Banglore,1,10203,2019,745,Evening,Morning
Air India,Delhi,Cochin,2,12488,2019,725,Morning,Evening
Jet Airways,Banglore,Delhi,0,5198,2019,180,Morning,Morning
Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Evening
Air India,Kolkata,Banglore,2,12723,2019,1045,Night,Night
Air India,Mumbai,Hyderabad,2,13169,2019,1630,Morning,Morning
Air India,Kolkata,Banglore,2,8366,2019,535,Morning,Evening
Multiple carriers,Delhi,Cochin,1,7670,2019,900,Morning,Evening
Jet Airways,Banglore,Delhi,0,7229,2019,165,Morning,Morning
Vistara,Banglore,Delhi,0,4668,2019,170,Evening,Night
Air Asia,Delhi,Cochin,1,8327,2019,660,Evening,Morning
Jet Airways,Delhi,Cochin,1,12898,2019,940,Evening,Afternoon
IndiGo,Kolkata,Banglore,1,4226,2019,240,Morning,Morning
Jet Airways,Delhi,Cochin,1,10262,2019,1425,Evening,Evening
Multiple carriers,Delhi,Cochin,1,10678,2019,845,Night,Evening
Air India,Delhi,Cochin,2,8052,2019,865,Evening,Morning
GoAir,Banglore,New Delhi,0,3898,2019,175,Morning,Afternoon
Air Asia,Kolkata,Banglore,0,3807,2019,155,Morning,Afternoon
IndiGo,Delhi,Cochin,1,6838,2019,705,Morning,Evening
Jet Airways,Delhi,Cochin,2,13014,2019,810,Night,Evening
IndiGo,Kolkata,Banglore,0,5224,2019,150,Afternoon,Afternoon
Multiple carriers,Delhi,Cochin,1,13377,2019,750,Afternoon,Night
GoAir,Delhi,Cochin,1,6633,2019,355,Morning,Afternoon
Air Asia,Kolkata,Banglore,1,5192,2019,955,Morning,Night
IndiGo,Banglore,Delhi,0,4591,2019,170,Night,Night
Air India,Kolkata,Banglore,0,4880,2019,155,Evening,Night
Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Evening
Jet Airways,Delhi,Cochin,1,12373,2019,520,Evening,Night
Air India,Delhi,Cochin,0,6094,2019,180,Afternoon,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,940,Evening,Afternoon
Jet Airways,Delhi,Cochin,2,15439,2019,440,Morning,Evening
IndiGo,Banglore,Delhi,0,4077,2019,170,Night,Night
GoAir,Banglore,Delhi,0,4632,2019,165,Evening,Night
Jet Airways,Kolkata,Banglore,1,12692,2019,505,Morning,Evening
IndiGo,Kolkata,Banglore,1,3480,2019,265,Evening,Night
Multiple carriers,Delhi,Cochin,2,19360,2019,460,Evening,Night
Jet Airways,Banglore,New Delhi,1,9134,2019,1235,Morning,Morning
Multiple carriers,Delhi,Cochin,1,13587,2019,420,Afternoon,Evening
Jet Airways,Delhi,Cochin,1,15554,2019,1530,Evening,Evening
Jet Airways,Banglore,New Delhi,0,7229,2019,160,Evening,Night
IndiGo,Delhi,Cochin,1,7514,2019,825,Morning,Night
Multiple carriers,Delhi,Cochin,1,13587,2019,780,Morning,Evening
Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
Jet Airways,Delhi,Cochin,1,10262,2019,1570,Night,Night
IndiGo,Delhi,Cochin,1,14871,2019,810,Morning,Evening
Multiple carriers,Delhi,Cochin,1,10529,2019,615,Morning,Evening
IndiGo,Delhi,Cochin,1,6442,2019,895,Morning,Night
IndiGo,Kolkata,Banglore,1,5170,2019,290,Afternoon,Evening
IndiGo,Delhi,Cochin,1,6442,2019,895,Morning,Night
IndiGo,Banglore,Delhi,0,3419,2019,175,Night,Night
Jet Airways,Banglore,New Delhi,1,17261,2019,830,Evening,Morning
SpiceJet,Chennai,Kolkata,0,3543,2019,135,Morning,Morning
Air Asia,Banglore,Delhi,0,3383,2019,165,Morning,Afternoon
Jet Airways,Banglore,New Delhi,1,11087,2019,990,Evening,Morning
Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
Multiple carriers,Delhi,Cochin,1,11249,2019,870,Night,Evening
Jet Airways,Banglore,New Delhi,1,16736,2019,960,Morning,Night
Jet Airways,Delhi,Cochin,1,10262,2019,655,Evening,Night
Jet Airways,Delhi,Cochin,1,10262,2019,300,Afternoon,Evening
Jet Airways,Mumbai,Hyderabad,0,5678,2019,85,Night,Night
Multiple carriers,Delhi,Cochin,1,8307,2019,390,Morning,Afternoon
Air India,Delhi,Cochin,1,7690,2019,965,Evening,Morning
Jet Airways,Delhi,Cochin,2,16704,2019,1390,Afternoon,Afternoon
Air India,Delhi,Cochin,1,10315,2019,1660,Night,Morning
Air India,Kolkata,Banglore,1,12173,2019,1555,Morning,Morning
Air India,Kolkata,Banglore,1,4227,2019,965,Evening,Morning
IndiGo,Banglore,Delhi,0,3943,2019,165,Morning,Morning
Jet Airways,Banglore,Delhi,0,7229,2019,175,Morning,Afternoon
Vistara,Kolkata,Banglore,1,8610,2019,790,Morning,Evening
IndiGo,Banglore,New Delhi,0,7303,2019,175,Morning,Morning
Jet Airways,Banglore,New Delhi,1,10972,2019,780,Evening,Morning
Multiple carriers,Delhi,Cochin,1,7670,2019,640,Morning,Evening
Air India,Delhi,Cochin,1,8372,2019,555,Morning,Evening
IndiGo,Delhi,Cochin,1,6628,2019,630,Afternoon,Night
Jet Airways,Delhi,Cochin,1,10262,2019,1415,Afternoon,Afternoon
Jet Airways,Kolkata,Banglore,1,14178,2019,1010,Afternoon,Morning
Jet Airways,Delhi,Cochin,2,8518,2019,820,Night,Evening
Jet Airways,Delhi,Cochin,2,13376,2019,1320,Afternoon,Afternoon
