,loan_amnt,funded_amnt,term,int_rate,installment,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,open_acc,total_acc,total_pymnt,repay_fail
11712,5000,5000,36 months,14.72,172.65,MORTGAGE,44991.48,Fully Paid,debt_consolidation,TX,4.0,6,10,5947.093901,0
11713,10000,10000,36 months,5.99,304.18,MORTGAGE,45336.0,Fully Paid,debt_consolidation,PA,5.24,13,24,10399.27851,0
11714,8000,8000,36 months,6.17,244.0,MORTGAGE,63000.0,Fully Paid,wedding,RI,2.27,9,22,8855.378501,0
11715,10600,10600,36 months,12.99,357.11,RENT,31200.0,Charged Off,debt_consolidation,MA,19.58,7,14,4710.6,1
11716,20000,20000,60 months,12.99,454.96,MORTGAGE,90000.0,Fully Paid,home_improvement,FL,10.08,8,21,27231.84,0
11717,10175,10175,60 months,11.99,226.29,MORTGAGE,53004.0,Fully Paid,debt_consolidation,AZ,28.91,24,51,12177.00632,0
11718,11000,11000,36 months,12.53,368.13,RENT,93000.0,Fully Paid,credit_card,AL,19.35,6,25,13252.59797,0
11719,5300,5300,36 months,12.18,176.49,MORTGAGE,60612.0,Fully Paid,debt_consolidation,UT,20.73,17,36,6052.780745,0
11720,5000,5000,36 months,10.2,161.81,MORTGAGE,69996.0,Fully Paid,wedding,MD,8.21,4,15,5824.984804,0
11721,15000,15000,36 months,9.76,482.32,MORTGAGE,65000.0,Charged Off,house,FL,11.35,7,12,2410.4,1
11722,3625,3625,36 months,8.49,114.42,OWN,19000.0,Fully Paid,debt_consolidation,NY,29.43,11,17,4090.876194,0
11723,18000,12750,60 months,11.86,282.72,RENT,40000.0,Fully Paid,debt_consolidation,NY,22.38,7,14,15857.61259,0
11724,4200,4200,36 months,15.23,146.07,RENT,21600.0,Fully Paid,wedding,IL,4.67,12,18,5258.423966,0
11725,5000,5000,36 months,17.39,179.24,OWN,77000.0,Charged Off,small_business,CT,23.19,11,16,1618.05,1
11726,6000,6000,60 months,17.14,149.57,RENT,36000.0,Fully Paid,car,NM,17.07,5,9,8405.384989,0
11727,12000,12000,36 months,13.49,407.17,RENT,72000.0,Fully Paid,debt_consolidation,CA,21.33,11,19,13990.92132,0
11728,13000,13000,36 months,7.88,406.65,MORTGAGE,60000.0,Fully Paid,debt_consolidation,NY,20.82,12,45,14639.98303,0
11729,5600,5600,36 months,12.53,187.42,MORTGAGE,35000.0,Charged Off,major_purchase,WI,14.43,8,41,1124.22,1
11730,6000,6000,36 months,12.18,199.8,RENT,58000.0,Fully Paid,debt_consolidation,GA,13.9,10,17,7085.672665,0
11731,8000,8000,36 months,14.7,276.15,MORTGAGE,50800.0,Does not meet the credit policy. Status:Charged Off,home_improvement,GA,19.13,6,7,1380.1,1
11733,4000,4000,36 months,10.95,130.86,RENT,37000.0,Fully Paid,other,PA,6.36,7,10,4709.551234,0
11734,3000,3000,36 months,7.4,93.18,RENT,25000.0,Fully Paid,major_purchase,OH,6.91,7,9,3354.351686,0
11735,4350,4350,36 months,11.54,143.53,RENT,22000.0,Fully Paid,debt_consolidation,CA,24.71,10,10,5158.918623,0
11738,8600,8600,36 months,19.42,317.08,MORTGAGE,59774.0,Fully Paid,credit_card,WA,5.72,3,13,11414.44365,0
11739,21500,21500,36 months,6.62,660.13,MORTGAGE,137000.0,Fully Paid,debt_consolidation,GA,8.97,12,46,22239.29781,0
11740,6000,6000,60 months,12.68,135.54,OWN,50000.0,Fully Paid,small_business,TX,0.0,5,16,8132.199214,0
11741,2500,2500,36 months,13.57,84.93,RENT,36000.0,Charged Off,debt_consolidation,CA,19.9,6,12,784.37,1
11742,5000,5000,60 months,18.3,127.79,RENT,24000.0,Charged Off,small_business,VA,0.75,3,7,5390.95,1
11743,2000,2000,36 months,10.99,65.47,MORTGAGE,56000.0,Fully Paid,moving,FL,16.86,11,19,2260.839048,0
11744,10000,10000,36 months,14.74,345.37,MORTGAGE,50000.0,Fully Paid,wedding,NY,12.72,4,10,12433.20515,0
11745,12000,12000,36 months,14.65,413.94,RENT,36888.0,Fully Paid,small_business,GA,15.45,7,17,14261.86255,0
11747,9600,9600,36 months,11.99,318.82,MORTGAGE,75000.0,Fully Paid,debt_consolidation,CA,22.85,12,47,11394.27819,0
11748,16000,16000,60 months,10.99,347.8,RENT,29000.0,Current,debt_consolidation,NC,10.76,10,21,20155.6,0
11749,3250,3250,36 months,14.35,111.64,RENT,26400.0,Charged Off,debt_consolidation,OR,24.64,5,20,2675.76,1
11750,13000,13000,60 months,20.25,346.24,MORTGAGE,48000.0,Fully Paid,debt_consolidation,CA,7.83,7,9,13651.85323,0
11751,18825,18825,60 months,11.99,418.66,RENT,26000.0,Fully Paid,small_business,CA,17.22,13,21,24937.80998,0
11752,25000,25000,36 months,10.99,818.35,MORTGAGE,95000.0,Fully Paid,credit_card,MO,26.19,17,41,27987.07333,0
11753,15000,15000,36 months,15.05,520.37,RENT,95000.0,Fully Paid,small_business,CA,17.72,10,21,18733.26339,0
11754,3725,3725,36 months,10.59,121.23,RENT,140000.0,Fully Paid,credit_card,NY,18.57,21,46,4120.910957,0
11755,2800,2800,36 months,7.43,87.01,RENT,29376.0,Fully Paid,moving,FL,3.96,8,15,2912.210708,0
11756,10000,10000,36 months,17.93,361.18,RENT,35000.0,Fully Paid,debt_consolidation,TX,17.76,8,17,12859.46286,0
11757,2200,2200,36 months,11.48,72.54,RENT,40000.0,Fully Paid,other,CA,14.55,16,21,2467.822195,0
11758,4000,4000,36 months,10.59,130.18,MORTGAGE,24000.0,Fully Paid,other,AZ,1.0,3,7,4555.676153,0
11760,8000,8000,36 months,14.54,275.53,RENT,35000.0,Fully Paid,credit_card,CA,21.33,14,24,9918.807154,0
11762,5000,5000,36 months,6.03,152.18,RENT,54590.0,Fully Paid,moving,NY,5.96,16,21,5478.387981,0
11763,8400,8400,36 months,11.49,276.96,RENT,32000.0,Fully Paid,debt_consolidation,TX,23.78,17,27,9970.660705,0
11764,11300,11300,36 months,14.65,389.79,MORTGAGE,70000.0,Fully Paid,debt_consolidation,UT,5.85,4,11,13200.91765,0
11765,6000,6000,36 months,8.94,190.63,RENT,42000.0,Fully Paid,credit_card,WI,21.2,7,14,6862.624855,0
11766,20000,20000,60 months,17.58,503.32,RENT,51000.0,Fully Paid,debt_consolidation,MA,21.34,7,10,27246.82524,0
11767,6000,6000,36 months,12.68,201.25,OWN,24000.0,Fully Paid,other,VA,7.65,10,17,7244.571704,0
11768,9100,9100,36 months,13.48,308.71,RENT,62000.0,Fully Paid,debt_consolidation,CA,16.7,17,45,10814.96733,0
11769,11325,11325,36 months,7.51,352.33,MORTGAGE,46700.0,Fully Paid,debt_consolidation,PA,7.35,10,26,12606.23897,0
11771,3800,3800,36 months,14.84,131.44,RENT,30004.0,Fully Paid,credit_card,IL,14.52,7,17,4731.727855,0
11772,7000,7000,36 months,13.61,237.92,MORTGAGE,60000.0,Fully Paid,debt_consolidation,TX,21.02,6,22,8581.302934,0
11773,20000,20000,36 months,12.21,666.3,MORTGAGE,120000.0,Fully Paid,small_business,KS,8.22,17,35,23986.66753,0
11774,8000,8000,36 months,11.99,265.68,RENT,41200.0,Fully Paid,debt_consolidation,FL,20.74,7,11,9564.319371,0
11775,14000,14000,36 months,11.89,464.3,RENT,40000.0,Fully Paid,debt_consolidation,NY,11.46,7,11,16255.89381,0
11776,5000,5000,36 months,12.92,168.28,RENT,39996.0,Fully Paid,debt_consolidation,CA,16.29,11,20,6073.160693,0
11777,5600,5600,36 months,8.59,177.02,RENT,56000.0,Fully Paid,other,IL,18.06,9,25,6372.708589,0
11778,3000,3000,36 months,10.51,97.53,MORTGAGE,40000.0,Charged Off,debt_consolidation,CA,16.08,23,31,1753.74,1
11779,5600,5600,36 months,6.03,170.44,RENT,56000.0,Fully Paid,debt_consolidation,CA,14.94,10,22,6135.799904,0
11780,16000,16000,36 months,12.53,535.47,MORTGAGE,53000.0,Fully Paid,credit_card,MN,22.96,6,20,19277.12419,0
11781,4000,4000,36 months,18.84,146.31,RENT,52320.0,Does not meet the credit policy. Status:Fully Paid,other,MA,17.16,8,12,5267.004759,0
11782,1700,1700,36 months,10.38,55.16,OWN,34800.0,Fully Paid,other,NY,21.31,8,11,1960.366898,0
11783,22125,22125,60 months,13.49,508.98,MORTGAGE,50000.0,Charged Off,debt_consolidation,WV,27.43,6,23,4062.48,1
11784,5000,5000,36 months,11.83,165.67,OWN,20000.0,Fully Paid,other,MA,17.64,4,5,5964.886144,0
11787,6000,6000,36 months,5.99,182.51,MORTGAGE,80000.0,Fully Paid,debt_consolidation,CA,13.37,20,32,6435.601075,0
11788,8000,8000,36 months,11.12,262.37,RENT,71000.0,Fully Paid,credit_card,NY,19.72,11,18,9445.796005,0
11789,3150,3150,60 months,16.45,77.36,RENT,69996.0,Fully Paid,other,GA,23.42,10,21,4475.95353,0
11790,3600,3600,36 months,7.88,112.61,RENT,50350.0,Fully Paid,debt_consolidation,MO,6.03,6,11,3753.258207,0
11791,9000,9000,36 months,7.88,281.53,MORTGAGE,77500.0,Fully Paid,major_purchase,GA,1.55,6,17,9610.880368,0
11792,11500,11500,36 months,10.38,373.13,RENT,125000.0,Fully Paid,debt_consolidation,CA,5.16,19,90,12188.68441,0
11794,14000,14000,36 months,11.89,464.3,MORTGAGE,84240.0,Fully Paid,car,CA,10.33,5,15,14910.10248,0
11795,6250,6250,36 months,12.99,210.56,MORTGAGE,28800.0,Fully Paid,debt_consolidation,KY,23.67,15,21,7518.239326,0
11796,24000,24000,36 months,7.51,746.66,MORTGAGE,86000.0,Fully Paid,debt_consolidation,GA,3.46,9,29,24296.95464,0
11797,15000,15000,36 months,10.99,491.01,RENT,51395.0,Fully Paid,credit_card,CA,22.88,7,14,17649.77392,0
11798,18000,11200,60 months,6.54,219.36,MORTGAGE,60000.0,Fully Paid,home_improvement,NM,12.86,10,32,12669.34169,0
11799,4750,4750,36 months,13.57,161.36,RENT,27840.0,Fully Paid,debt_consolidation,NV,24.96,4,4,5808.530477,0
11800,5875,5875,36 months,12.99,197.93,RENT,49680.0,Fully Paid,credit_card,CA,19.37,14,41,7033.075272,0
11801,7200,7200,60 months,13.49,165.64,RENT,127500.0,Fully Paid,other,CA,12.36,7,24,8036.26654,0
11802,3500,3500,36 months,6.39,107.1,MORTGAGE,68000.0,Fully Paid,car,CT,13.92,7,21,3855.684967,0
11803,10800,10800,60 months,15.57,260.18,MORTGAGE,78540.0,Fully Paid,debt_consolidation,CA,14.09,9,14,14839.51461,0
11804,12000,12000,36 months,13.72,408.51,RENT,36000.0,Does not meet the credit policy. Status:Fully Paid,credit_card,NY,5.17,5,13,14707.07195,0
11805,3000,3000,36 months,15.62,104.91,RENT,30960.0,Fully Paid,medical,FL,1.01,3,4,3776.720974,0
11806,12700,12700,36 months,11.71,420.07,RENT,60000.0,Charged Off,debt_consolidation,CA,6.04,6,11,12182.03,1
11807,10000,10000,60 months,16.89,247.94,MORTGAGE,60000.0,Charged Off,debt_consolidation,IL,14.82,10,19,5591.55,1
11808,8000,8000,36 months,7.88,250.25,MORTGAGE,79200.0,Fully Paid,debt_consolidation,AZ,19.26,8,17,9009.563684,0
11809,14000,14000,36 months,12.69,469.63,RENT,62000.0,Fully Paid,debt_consolidation,CA,14.73,8,20,16114.66711,0
11810,16950,16950,60 months,13.49,389.93,MORTGAGE,37440.0,Charged Off,debt_consolidation,AL,20.8,8,26,10136.67,1
11811,21000,21000,36 months,7.49,653.14,RENT,42000.0,Fully Paid,debt_consolidation,CA,10.03,10,30,23512.80425,0
11812,5500,5500,36 months,6.76,169.24,MORTGAGE,58800.0,Fully Paid,other,MO,8.49,21,73,5981.455752,0
11813,16800,16800,36 months,14.59,579.02,MORTGAGE,54000.0,Fully Paid,debt_consolidation,PA,24.38,4,23,20824.84727,0
11814,1500,1500,36 months,13.72,51.07,RENT,30996.0,Charged Off,other,UT,11.85,6,13,1173.0,1
11815,24250,24250,36 months,15.33,844.59,MORTGAGE,98000.0,Fully Paid,debt_consolidation,CA,19.0,10,15,30406.935,0
11816,4750,4750,36 months,13.85,162.0,MORTGAGE,16800.0,Charged Off,other,CA,11.64,4,5,1312.63,1
11817,20000,14225,36 months,7.49,442.43,OWN,60000.0,Fully Paid,debt_consolidation,NJ,27.02,21,39,15141.71149,0
11818,17000,17000,36 months,8.94,540.12,MORTGAGE,65000.0,Fully Paid,debt_consolidation,OH,12.89,15,51,19444.09718,0
11819,3600,3600,36 months,7.9,112.65,MORTGAGE,52800.0,Fully Paid,major_purchase,TX,19.71,15,16,4034.84171,0
11820,10000,10000,36 months,8.59,316.11,RENT,39996.0,Fully Paid,educational,NJ,4.71,6,7,11209.5394,0
11821,12375,12375,36 months,7.51,385.0,RENT,42000.0,Fully Paid,debt_consolidation,MD,28.06,13,34,13174.64159,0
11823,3000,3000,36 months,13.61,101.97,RENT,14400.0,Fully Paid,debt_consolidation,PA,6.92,14,15,3670.923292,0
11825,21000,21000,36 months,13.92,716.88,RENT,85000.0,Fully Paid,debt_consolidation,NY,18.59,11,25,25747.90354,0
11826,15000,15000,60 months,11.71,331.48,MORTGAGE,48996.0,Charged Off,debt_consolidation,PA,17.29,9,28,16908.3,1
11827,5675,5675,36 months,13.23,191.85,RENT,99000.0,Fully Paid,other,OH,6.52,17,17,6749.538736,0
11828,2400,2400,36 months,8.9,76.21,RENT,40000.0,Fully Paid,major_purchase,PA,13.26,5,6,2743.465836,0
11829,9600,9600,60 months,13.8,222.39,RENT,24000.0,Fully Paid,debt_consolidation,NY,16.35,6,16,12215.27194,0
11830,30000,30000,36 months,14.91,1038.64,RENT,77500.0,Fully Paid,debt_consolidation,TX,17.02,6,16,37364.51334,0
11831,20000,20000,36 months,11.99,664.2,MORTGAGE,65000.0,Fully Paid,debt_consolidation,OR,16.38,16,32,22644.66232,0
11832,15000,15000,36 months,7.88,469.21,MORTGAGE,84000.0,Fully Paid,other,IL,3.41,9,28,16892.30452,0
11834,8000,8000,36 months,14.11,273.84,OWN,54996.0,Fully Paid,wedding,NY,12.59,7,11,9810.862817,0
11835,4000,4000,36 months,18.79,146.2,RENT,72000.0,Fully Paid,major_purchase,FL,8.02,8,13,5145.232033,0
11836,5000,5000,36 months,8.7,158.31,RENT,28019.52,Does not meet the credit policy. Status:Charged Off,wedding,FL,1.8,2,2,530.49,1
11837,6600,6600,36 months,12.73,221.54,MORTGAGE,32500.0,Fully Paid,debt_consolidation,GA,13.51,9,14,7055.916482,0
11838,3500,3500,36 months,5.79,106.15,MORTGAGE,92000.0,Fully Paid,credit_card,VA,25.76,19,42,3821.167446,0
11839,6000,6000,36 months,7.14,185.64,MORTGAGE,90000.0,Fully Paid,major_purchase,IL,9.2,11,24,6683.215765,0
11840,20000,20000,36 months,13.43,678.08,MORTGAGE,145000.0,Charged Off,credit_card,FL,10.15,17,26,20339.66,1
11842,5000,5000,60 months,15.21,119.51,RENT,82000.0,Charged Off,house,CA,10.38,11,16,3704.57,1
11843,5000,5000,36 months,14.27,171.55,RENT,32000.0,Charged Off,debt_consolidation,NJ,20.93,10,13,1711.9,1
11845,5600,5600,36 months,15.33,195.04,RENT,24000.0,Does not meet the credit policy. Status:Fully Paid,other,MT,20.05,14,25,7022.402376,0
11846,4000,4000,36 months,11.11,131.17,RENT,43200.0,Fully Paid,debt_consolidation,CA,9.56,4,17,4721.836762,0
11847,8400,8400,36 months,13.98,287.02,RENT,32000.0,Charged Off,debt_consolidation,FL,14.4,13,15,9110.6,1
11848,12000,12000,36 months,13.92,409.65,MORTGAGE,90000.0,Fully Paid,home_improvement,MI,13.99,7,22,14747.06909,0
11849,4000,4000,36 months,11.34,131.6,RENT,30000.0,Fully Paid,credit_card,GA,8.32,13,20,4772.936177,0
11850,7200,7200,36 months,13.49,244.3,MORTGAGE,60000.0,Fully Paid,debt_consolidation,IL,22.22,16,23,8403.219338,0
11852,2000,2000,36 months,7.66,62.36,RENT,30000.0,Fully Paid,car,CA,3.4,5,8,2245.187402,0
11853,10000,10000,36 months,11.14,328.04,RENT,30000.0,Charged Off,debt_consolidation,CA,12.92,8,9,7429.7,1
11854,14000,14000,36 months,10.38,454.25,MORTGAGE,43900.0,Fully Paid,credit_card,MD,5.74,9,15,16335.08999,0
11855,10000,10000,36 months,9.88,322.11,MORTGAGE,60000.0,Fully Paid,debt_consolidation,TX,9.8,4,11,10966.99863,0
11856,5000,5000,36 months,13.8,170.41,RENT,20000.0,Fully Paid,major_purchase,CA,2.7,3,3,5736.698224,0
11857,20000,20000,36 months,13.92,682.74,RENT,79701.0,Fully Paid,debt_consolidation,CA,17.09,10,17,24579.10718,0
11858,12000,12000,36 months,10.0,387.21,RENT,41004.0,Fully Paid,debt_consolidation,PA,20.98,13,31,13782.87717,0
11859,4800,4800,36 months,13.79,163.57,RENT,49000.0,Fully Paid,credit_card,FL,2.45,4,14,5266.550614,0
11860,13750,13750,36 months,9.62,441.23,MORTGAGE,65000.0,Charged Off,debt_consolidation,PA,23.91,9,44,881.02,1
11861,2000,2000,36 months,13.61,67.98,MORTGAGE,32000.0,Fully Paid,other,PA,15.41,5,10,2447.250415,0
11862,20000,16850,60 months,13.61,388.68,MORTGAGE,42000.0,Charged Off,debt_consolidation,GA,9.89,8,22,8549.69,1
11863,20000,20000,36 months,12.21,666.3,MORTGAGE,116004.0,Fully Paid,home_improvement,NY,9.22,10,33,20203.95,0
11864,4000,4000,36 months,13.99,136.7,RENT,44700.0,Fully Paid,debt_consolidation,WA,9.93,10,24,4885.525903,0
11865,25000,22375,60 months,12.99,508.99,RENT,77500.0,Fully Paid,debt_consolidation,NJ,15.64,12,31,26453.41291,0
11866,6000,6000,36 months,8.88,190.47,MORTGAGE,98056.0,Fully Paid,credit_card,HI,22.37,8,28,6856.953808,0
11867,5500,5500,36 months,10.38,178.46,MORTGAGE,27996.0,Fully Paid,major_purchase,NY,14.92,9,15,6427.971412,0
11868,6800,6800,36 months,10.59,221.31,RENT,29120.0,Fully Paid,moving,MO,19.29,11,15,7966.970002,0
11869,13200,13200,60 months,14.79,312.58,MORTGAGE,31200.0,Late (31-120 days),debt_consolidation,MA,12.42,7,16,16864.62,1
11870,6000,6000,36 months,15.62,209.82,MORTGAGE,90000.0,Fully Paid,credit_card,FL,16.96,16,34,6639.27102,0
11871,24000,24000,36 months,15.99,843.66,MORTGAGE,107000.0,Fully Paid,other,NY,9.85,13,40,29890.26343,0
11873,3500,3500,36 months,7.9,109.52,MORTGAGE,60000.0,Fully Paid,home_improvement,NC,8.1,6,11,3721.519333,0
11874,11000,11000,36 months,11.58,363.15,RENT,87000.0,Fully Paid,debt_consolidation,CA,9.32,6,17,12547.06733,0
11876,24000,15200,60 months,9.99,322.89,OWN,48000.0,Fully Paid,home_improvement,PA,7.05,6,12,17673.87935,0
11877,2400,2400,60 months,17.14,59.83,RENT,21000.0,Fully Paid,debt_consolidation,MO,7.94,3,3,3589.517819,0
11878,5000,5000,36 months,12.98,168.43,MORTGAGE,39000.0,Fully Paid,wedding,PA,17.29,18,34,6078.706991,0
11879,7000,7000,36 months,9.62,224.63,RENT,40000.0,Fully Paid,wedding,PA,9.48,5,8,8086.605054,0
11880,12000,12000,36 months,9.99,387.15,RENT,58260.0,Charged Off,debt_consolidation,LA,8.24,8,46,3870.85,1
11881,5000,5000,36 months,8.32,157.43,RENT,50000.0,Does not meet the credit policy. Status:Fully Paid,vacation,CT,0.6,5,5,5358.505826,0
11882,6775,6775,36 months,7.9,212.0,RENT,75000.0,Charged Off,small_business,CA,24.49,10,23,4821.51,1
11883,24400,24400,36 months,8.9,774.78,MORTGAGE,90000.0,Fully Paid,debt_consolidation,CA,2.43,5,8,25573.14931,0
11884,15000,15000,36 months,13.22,507.01,OWN,30000.0,Fully Paid,other,TX,17.0,7,21,18252.56958,0
11885,19125,19125,60 months,15.27,457.7,RENT,54000.0,Fully Paid,debt_consolidation,NY,23.18,13,34,23248.03715,0
11886,12000,12000,36 months,12.87,403.6,RENT,48715.0,Fully Paid,debt_consolidation,VA,21.06,11,24,14529.54446,0
11887,15000,15000,36 months,12.42,501.23,MORTGAGE,61000.0,Fully Paid,debt_consolidation,WA,17.35,5,14,18044.24001,0
11888,3625,3625,36 months,6.99,111.92,RENT,20000.0,Fully Paid,debt_consolidation,OH,29.88,12,21,4028.83665,0
11889,5000,5000,36 months,6.03,152.18,MORTGAGE,110000.0,Fully Paid,home_improvement,FL,0.24,6,22,5288.286578,0
11890,24000,14900,36 months,10.99,487.74,RENT,70000.0,Fully Paid,debt_consolidation,TX,25.46,5,15,17558.48419,0
11891,11200,11200,36 months,14.42,385.09,MORTGAGE,69000.0,Fully Paid,credit_card,MO,16.42,8,14,13874.8692,0
11892,1600,1600,60 months,15.58,38.56,OWN,110000.0,Fully Paid,debt_consolidation,NJ,5.41,12,27,2312.946583,0
11893,15000,15000,36 months,7.9,469.36,MORTGAGE,113698.0,Fully Paid,debt_consolidation,CO,5.29,10,33,16811.88304,0
11894,10000,10000,36 months,15.99,351.53,RENT,70000.0,Charged Off,debt_consolidation,NY,13.85,12,23,7992.13,1
11895,16450,16450,36 months,10.65,535.83,OWN,38400.0,Charged Off,debt_consolidation,AL,23.19,9,25,9614.18,1
11896,16000,16000,60 months,7.49,320.54,RENT,61200.0,Fully Paid,debt_consolidation,CA,5.06,10,19,18987.85,0
11897,8000,8000,36 months,11.12,262.37,OWN,31416.0,Fully Paid,major_purchase,FL,1.72,5,7,8543.309774,0
11898,12000,12000,36 months,10.62,390.72,RENT,54000.0,Fully Paid,debt_consolidation,CA,22.36,8,13,14067.27284,0
11899,9000,9000,36 months,7.74,280.97,MORTGAGE,33612.0,Charged Off,debt_consolidation,MD,15.1,8,16,7301.06,1
11900,2450,2450,36 months,11.48,80.78,MORTGAGE,60000.0,Fully Paid,other,OK,18.66,8,19,2907.87251,0
11901,6000,6000,36 months,12.99,202.14,MORTGAGE,37000.0,Fully Paid,debt_consolidation,IL,7.33,8,10,6914.25965,0
11902,14400,14400,36 months,10.38,467.23,OWN,41604.0,Fully Paid,home_improvement,NM,18.14,5,7,16820.63358,0
11903,1775,1775,36 months,6.54,54.44,RENT,40000.0,Fully Paid,debt_consolidation,OH,19.77,11,24,1884.621797,0
11904,4200,4200,36 months,11.71,138.92,RENT,72500.0,Fully Paid,debt_consolidation,IL,15.97,11,11,4929.777557,0
11905,11500,7875,60 months,17.56,198.1,RENT,38400.0,Charged Off,house,PA,22.22,11,14,5560.91,1
11906,9000,9000,36 months,12.53,301.2,RENT,84800.0,Fully Paid,house,AZ,21.4,9,20,10843.0735,0
11907,4000,4000,60 months,17.19,99.82,MORTGAGE,58000.0,Fully Paid,debt_consolidation,WA,22.15,8,24,4791.398609,0
11908,12000,12000,36 months,9.88,386.53,MORTGAGE,64700.0,Fully Paid,credit_card,IL,18.68,10,48,12099.51,0
11909,12000,12000,36 months,15.65,419.84,MORTGAGE,85000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MD,23.89,10,18,13281.30155,0
11910,15000,15000,36 months,9.88,483.16,MORTGAGE,67000.0,Charged Off,credit_card,OR,18.02,11,36,15541.21,1
11911,12250,12250,36 months,13.61,416.36,RENT,35000.0,Charged Off,debt_consolidation,WA,23.14,13,15,13903.71,1
11912,20000,20000,36 months,11.71,661.52,RENT,72000.0,Fully Paid,debt_consolidation,MA,16.12,11,25,23814.69464,0
11913,20000,20000,60 months,10.59,430.78,OWN,36000.0,Charged Off,debt_consolidation,NC,3.0,6,13,20860.9,1
11914,3500,3500,36 months,13.48,118.74,RENT,18000.0,Charged Off,other,AZ,4.67,3,5,1125.66,1
11915,15000,15000,36 months,16.4,530.33,MORTGAGE,97000.0,Fully Paid,debt_consolidation,MO,15.33,10,32,17828.95198,0
11916,16000,16000,36 months,11.89,530.63,RENT,94000.0,Fully Paid,debt_consolidation,NJ,13.93,15,22,19102.3786,0
11917,24000,24000,60 months,17.49,602.81,RENT,90000.0,Fully Paid,debt_consolidation,CA,6.72,19,30,25376.86778,0
11918,2000,2000,36 months,5.42,60.32,RENT,37000.0,Fully Paid,debt_consolidation,FL,17.81,6,6,2076.299289,0
11919,6000,6000,36 months,10.62,195.36,RENT,28800.0,Charged Off,debt_consolidation,TX,6.38,6,10,3473.82,1
11920,28000,28000,60 months,13.49,644.14,MORTGAGE,62000.0,Fully Paid,debt_consolidation,CT,17.75,10,31,35650.96524,0
11921,3400,3400,36 months,13.49,115.37,RENT,44000.0,Fully Paid,debt_consolidation,IL,16.09,9,16,3852.719479,0
11922,25000,25000,60 months,10.99,543.44,MORTGAGE,110004.0,Fully Paid,major_purchase,IL,3.17,4,17,26954.72501,0
11923,5000,5000,60 months,10.99,108.69,MORTGAGE,68400.0,Fully Paid,car,GA,25.56,21,38,6521.175945,0
11924,1500,1500,36 months,15.96,52.71,MORTGAGE,97000.0,Fully Paid,small_business,CA,19.63,11,27,1630.294591,0
11926,5000,5000,36 months,12.8,167.99,OWN,20000.0,Does not meet the credit policy. Status:Fully Paid,small_business,NY,19.02,1,1,6047.573977,0
11927,12000,12000,36 months,10.36,389.24,RENT,80004.0,Fully Paid,other,CA,4.59,6,9,14012.99232,0
11928,20000,20000,60 months,16.49,491.59,MORTGAGE,64000.0,Charged Off,debt_consolidation,AZ,12.53,19,30,6885.5,1
11929,4600,4600,36 months,14.79,158.99,RENT,30000.0,Fully Paid,debt_consolidation,GA,18.44,14,24,5723.543912,0
11930,7500,6075,36 months,11.91,201.52,RENT,48996.0,Charged Off,debt_consolidation,FL,14.33,14,21,1813.6,1
11931,1200,1200,36 months,11.49,39.57,MORTGAGE,43500.0,Fully Paid,other,FL,22.34,9,29,1424.366368,0
11932,7000,7000,36 months,7.51,217.77,RENT,50000.0,Fully Paid,credit_card,CA,11.18,10,20,7779.620842,0
11933,10000,10000,36 months,7.9,312.91,MORTGAGE,46000.0,Fully Paid,home_improvement,WA,10.46,12,17,11264.46,0
11934,11200,11200,60 months,14.65,264.4,RENT,50000.0,Fully Paid,other,PA,4.97,6,15,11997.26736,0
11935,4000,4000,36 months,5.42,120.64,MORTGAGE,63996.0,Fully Paid,debt_consolidation,OH,14.83,9,28,4277.978061,0
11936,21250,21250,60 months,16.4,521.29,RENT,40000.0,Fully Paid,debt_consolidation,NY,22.35,9,23,29371.31076,0
11937,9600,9600,60 months,16.82,237.66,MORTGAGE,59004.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,TX,12.49,8,21,11783.54427,0
11938,19200,19200,36 months,17.26,687.06,MORTGAGE,58650.0,Fully Paid,debt_consolidation,FL,9.78,6,22,20269.11043,0
11939,6000,6000,36 months,12.53,200.8,MORTGAGE,62100.0,Fully Paid,home_improvement,CT,10.18,6,15,7228.685988,0
11940,20000,17325,60 months,9.62,364.88,MORTGAGE,129000.0,Fully Paid,small_business,OR,9.39,8,36,21892.34997,0
11941,12000,12000,36 months,13.48,407.09,MORTGAGE,80000.0,Fully Paid,debt_consolidation,FL,19.95,16,27,14656.16876,0
11942,20000,14025,60 months,13.61,323.51,RENT,120000.0,Fully Paid,credit_card,MN,22.13,15,29,15941.20991,0
11943,19200,19200,36 months,12.29,640.38,RENT,53000.0,Charged Off,debt_consolidation,IL,18.93,9,25,11291.85,1
11944,6400,2200,36 months,14.5,75.73,RENT,50844.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,WA,7.27,7,10,2726.113908,0
11945,20000,20000,60 months,16.89,495.87,OWN,48000.0,Charged Off,debt_consolidation,WA,6.83,6,26,15866.78,1
11946,2400,2400,60 months,16.69,59.25,RENT,36000.0,Does not meet the credit policy. Status:Charged Off,debt_consolidation,MA,12.93,3,5,311.9,1
11947,18000,18000,36 months,12.87,605.4,MORTGAGE,45000.0,Fully Paid,debt_consolidation,AL,21.09,14,19,21795.65994,0
