id,name,state_code,latitude,longitude,year_founded,age_first_funding_year,age_last_funding_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
c:29168,TrenStar,Other,39.616435,-104.879925,2001,6.263,,2,1,10000000,1,software,1,0,0,0,0,0,1,0,acquired
c:60352,World Blender,Other,47.603832,-122.330062,2010,0.8329,,3,1,12000,1,games_video,0,1,0,0,0,0,1,1,closed
c:39507,Zymetis,Other,38.988766,-76.940952,2006,4.0301,,3,2,2257464,0,biotech,1,0,0,0,0,0,1,0,closed
c:82843,Dispatch,NY,40.729839,-73.991781,2011,0.1671,,4,2,983000,2,other,0,1,0,0,0,0,6,1,acquired
c:23052,HauteLook,CA,34.054935,-118.244476,2007,1.4466,,15,2,41000000,2,other,0,0,0,1,1,0,1.5,1,acquired
c:10969,Semantra,TX,32.969251,-96.823778,2003,3.6685,,0,3,9100000,0,software,1,0,0,1,1,0,1,0,closed
c:46129,Sponge,CA,37.779281,-122.419236,2010,0.2959,,3,1,400000,2,web,0,1,0,0,0,0,1,1,acquired
c:36936,Genesis Networks,NY,40.730646,-73.986614,2002,4.737,,4,10,22165091,0,other,1,0,0,1,0,0,2,1,acquired
c:1760,Mogad,CA,37.763652,-122.421778,2007,0.1671,,4,1,500000,2,other,0,0,1,0,0,0,4,1,acquired
c:173,Meebo,CA,37.393679,-122.079017,2005,0.663,,29,5,70000000,4,web,0,0,1,1,1,1,2.8,1,acquired
c:6520,Accertify,Other,42.048203,-88.031569,2007,1.2603,,6,2,4700000,1,other,1,0,1,0,0,0,1,1,acquired
c:1725,N2N Commerce,MA,37.09024,-95.712891,2006,2.0055,,1,1,30000000,1,ecommerce,1,0,0,0,0,0,2,1,acquired
c:26007,StreamBase Systems,MA,42.447318,-71.2245,2003,2.0658,,13,5,39000000,1,software,0,0,0,1,1,1,3.25,1,acquired
c:16189,Provigent,CA,37.381341,-121.977065,2000,6.4356,,10,3,32000000,1,other,0,0,0,0,0,1,3,1,acquired
c:6117,Navic Networks,MA,42.375518,-71.272292,2000,0.1151,,7,3,42000000,0,advertising,0,0,1,1,1,0,2.6667,1,acquired
c:45696,Integrien,CA,33.685697,-117.825982,2001,4.3726,,5,3,24510540,2,enterprise,1,0,1,1,0,0,2.6667,1,acquired
c:56580,Generic Media,CA,37.441537,-122.158332,2000,5.6548,,0,1,2500000,0,software,1,0,0,0,0,0,2,1,closed
c:23072,Persystent Technologies,Other,28.0385347,-82.5068513,2002,3.6027,,1,3,21460663,2,software,0,0,0,1,1,1,4.5,1,acquired
c:49442,WireImage,NY,40.730646,-73.986614,2001,5.3507,,6,1,15000000,0,games_video,0,0,0,0,1,0,4,1,acquired
c:38794,Hello Chair,CA,37.779281,-122.419236,2006,1.4137,,5,2,889999,2,mobile,1,1,0,0,0,0,3.5,1,closed
c:58018,Encentuate,CA,37.573045,-122.2823,2001,4.2219,,6,1,16000000,1,software,0,0,0,1,0,0,3,1,acquired
c:921,Consorte Media,CA,37.762185,-122.467269,2005,2.4192,,5,1,7000000,4,web,0,0,0,1,0,0,2,1,acquired
c:71120,Triples Media,NY,40.730646,-73.986614,2010,0.7479,,3,2,100000,0,advertising,0,1,0,0,0,0,1,0,closed
c:20146,RightsFlow,NY,40.73901,-73.997259,2007,1.9041,,13,1,1500000,3,other,0,0,1,0,0,0,1,0,acquired
c:7440,thePlatform,Other,47.617838,-122.356027,2000,6.0356,,19,1,8000000,4,web,1,0,0,0,0,0,1,1,acquired
c:512,Docstoc,CA,34.018275,-118.495025,2007,0.2521,,22,2,4000000,4,web,0,0,1,1,0,0,3,1,acquired
c:25808,TwtBks,CA,37.7611016,-122.4160008,2009,0.0164,,3,1,25000,0,web,0,1,0,0,0,0,1,0,closed
c:20117,Zenprise,CA,37.484347,-122.225803,2003,2.4301,,10,6,64630000,3,mobile,1,0,0,1,1,0,3.6667,1,acquired
c:10398,Picateers,CA,40.787878000000006,-74.388207,2005,1,,10,2,12100000,1,web,0,0,1,1,0,0,1,1,closed
c:14854,Vontu,CA,37.779281,-122.419236,2001,4.2192,,9,2,20000000,1,software,0,0,0,0,1,1,4.5,1,acquired
c:37647,NextIO,TX,30.409765000000004,-97.75101,2003,2.0301,,10,4,49600000,1,other,0,0,0,1,1,0,2.6667,1,closed
c:18875,Emergent Game Technologies,CA,34.154942600000005,-118.6545471,2000,7.5123,,3,5,51450000,1,games_video,1,0,0,0,0,1,5.6667,1,acquired
c:76274,Sonar.me,NY,40.750519,-73.993494,2010,2,,8,1,200000,3,mobile,0,1,0,0,0,0,2,1,closed
c:150577,StyleZen,Other,39.099909,-84.504243,2011,0,,2,1,20000,1,other,0,1,0,0,0,0,1,0,closed
c:12052,Kiva Systems,MA,42.492256,-71.134549,2003,0,,13,2,11600000,3,other,0,0,1,0,1,0,2,1,acquired
c:33912,Transactiv,Other,39.099909,-84.504243,2009,0.2849,,2,1,1200000,2,advertising,0,0,1,0,0,0,4,1,closed
c:71372,nprogress,CA,34.054935,-118.244476,2010,1.8301,,4,1,1700000,2,other,0,0,0,0,0,0,7,1,closed
c:465,Brightkite,CA,39.762314,-104.982256,2007,0.5808,,9,3,1415000,4,other,1,1,0,0,0,0,1,1,acquired
c:17430,Peanut Labs,CA,37.7915,-122.40045,2005,1.0849,,16,2,4200000,2,enterprise,0,0,1,1,0,0,1.5,1,acquired
c:4529,FlipKey,MA,42.354023,-71.058096,2007,0.9151,,7,2,500000,2,web,0,1,1,0,0,0,2,0,acquired
c:41957,AppTrigger,TX,32.997114,-96.676137,2002,5.9507,,1,1,21500000,0,other,0,0,0,0,1,0,4,1,acquired
c:2889,Footnote,Other,40.3310529,-111.7276347,2006,0.0411,,4,2,10000000,2,web,0,0,1,0,0,0,2,0,acquired
c:46042,NextMedium,CA,34.054935,-118.244476,2004,1.0877,,7,2,9500000,1,software,0,0,1,1,0,0,2.5,1,closed
c:38504,iosil Energy,Other,35.084103000000006,-106.650985,2007,2.9808,,4,2,13875001,0,other,0,0,0,0,0,0,10,1,closed
c:25997,Kurani Interactive,Other,40.347054,-74.064306,2000,10.9068,,5,1,275000,1,software,0,1,0,0,0,0,2,0,closed
c:2953,Kapow Software,CA,37.426316,-122.141082,2005,0.0849,,10,3,19743770,1,software,0,0,0,1,1,0,2.5,1,acquired
c:49876,Locately,MA,42.360253,-71.058291,2008,2.0849,,5,5,1178000,1,software,0,1,0,0,0,0,5,1,acquired
c:1447,TrustedID,CA,37.520592,-122.255907,2005,0.7479,,5,3,25000000,2,other,0,0,1,1,0,0,2,1,acquired
c:26114,Ciclon Semiconductor Device Corporation,Other,40.60157589999999,-75.3611135,2004,1.5863,,1,3,24150000,0,other,1,0,1,1,0,0,2,1,acquired
c:25688,Azingo,CA,37.382162,-122.036301,2005,1.7479,,4,2,80000000,1,mobile,0,0,1,1,0,0,1,0,closed
c:335,Vudu,CA,37.354469,-121.990433,2004,1.4164,,11,2,36000000,3,other,0,0,1,1,0,0,3.5,1,acquired
c:10153,"ITOG, Inc.",Other,38.703764,-90.443832,2006,1.3973,,1,1,205000,0,other,0,1,0,0,0,0,1,0,closed
c:63,YouTube,CA,37.627971,-122.426804,2005,0.7479,,63,2,11500000,6,games_video,0,0,1,1,0,0,1,1,acquired
c:58699,Hashable,NY,40.730646,-73.986614,2010,0.8904,,15,1,4000000,2,mobile,0,0,1,0,0,0,3,1,closed
c:43386,MyNines,NY,40.74929,-73.981328,2009,0.7151,,2,1,500000,2,ecommerce,0,1,0,0,0,0,1,1,closed
c:3717,itzbig,TX,30.387275,-97.759511,2006,0.7425,,9,1,4000000,2,other,0,0,1,0,0,0,2,1,closed
c:70893,Loosecubes,NY,40.650104,-73.949582,2010,0,,8,2,9030000,2,web,0,1,1,0,0,0,4,1,closed
c:24727,Avid Radiopharmaceuticals,Other,39.952399,-75.16359,2005,0.0658,,15,4,69900000,0,biotech,0,1,1,0,1,1,4.75,1,acquired
c:162219,Contur,CA,34.050451,-118.437775,2011,0.6658,,2,1,20000,1,other,0,1,0,0,0,0,1,0,closed
c:12178,ExactTarget,Other,39.7672093,-86.1580785,2000,3.6384,,29,7,238209999,3,software,1,0,0,0,0,0,2,1,acquired
c:23487,Rhythmia Medical,MA,42.504817,-71.195611,2004,3.1014,,3,3,14700000,2,other,1,0,0,1,0,0,1,0,acquired
c:176278,Adept Cloud,CA,37.538352,-122.299665,2011,1.337,,5,2,1015000,1,enterprise,1,0,1,0,0,0,1,0,acquired
c:22113,Factery,CA,37.4484914,-122.1802812,2009,0.4438,,2,1,1200000,1,web,1,0,0,0,0,0,2,1,closed
c:5617,"MeetMe, Inc.",Other,40.364273,-74.951278,2005,1.8301,,16,2,17100000,4,web,0,0,1,1,0,0,2.5,1,acquired
c:15996,WildBlue,Other,39.6478,-104.9875,2004,4.6767,,0,1,50000000,1,web,1,0,0,0,0,0,4,1,acquired
c:46893,HeadCase Humanufacturing,CA,34.054935,-118.244476,2006,0.6548,,3,1,900000,0,software,0,0,1,0,0,0,1,1,closed
c:1753,bluepulse,CA,37.563905,-122.324688,1990,16.9863,,7,1,6000000,2,other,0,0,1,0,0,0,1,1,closed
c:22057,Mr. Youth,NY,40.729839,-73.991781,2002,0.7479,,5,2,15100000,3,advertising,0,1,1,0,0,0,1,0,acquired
c:35887,Teknovus,CA,38.232583,-122.636465,2001,1,,7,5,62600000,2,other,1,0,1,1,1,1,9.3333,1,acquired
c:1628,Qik,CA,37.486368,-122.230116,2006,1.8575,,15,4,14800000,3,mobile,1,0,0,1,1,0,2.25,1,acquired
c:4453,EQAL,CA,34.172904,-118.374037,2008,0.0411,,30,2,6875000,5,web,1,0,1,0,0,0,7,1,acquired
c:16973,IonLogix Systems,TX,31.5682893,-97.1973664,2007,0.8712,,1,1,30000,0,software,0,1,0,0,0,0,1,0,closed
c:47689,Atrica,CA,37.386778,-121.966277,2000,6.263,,10,1,22200000,1,other,0,0,0,0,0,0,9,1,closed
c:459,Socialthing,Other,40.0186731,-105.2762236,2007,0.2055,,6,2,415000,2,other,0,1,0,0,0,0,1,1,acquired
c:12468,AdECN,CA,34.394343,-119.51231,2003,3.0877,,6,1,3100000,1,advertising,0,0,1,0,0,0,5,1,acquired
c:856,Cuil,CA,37.451124,-122.166264,2005,2.1616,,13,2,33000000,4,other,0,0,1,1,0,0,2.5,1,closed
c:16276,Sensory Networks,CA,37.430025,-122.09998,2003,2.7753,,2,3,17400000,2,web,1,0,0,0,1,0,5,1,acquired
c:410,Flock,CA,37.491356,-122.228843,2005,0,,17,5,28300000,4,web,0,1,1,1,1,1,2,1,acquired
c:8573,FeeFighters,Other,41.879535,-87.624333,2009,1.3288,,5,3,1525000,2,ecommerce,0,1,0,0,0,0,2.6667,1,acquired
c:102867,WeHostels,NY,40.730646,-73.986614,2011,0.3397,0.3397,9,1,1200000,3,other,0,1,0,0,0,0,5,1,acquired
c:431,TimeBridge,CA,37.391642,-122.093935,2005,0.1781,4.0301,6,3,12400000,4,web,1,0,1,1,0,0,1.6667,1,acquired
c:60516,Lazarus Therapeutics,Other,39.959721,-75.605964,2006,4.5863,4.5863,1,1,100000,0,biotech,1,0,0,0,0,0,1,1,closed
c:43832,Loyalty Lab,CA,37.779281,-122.419236,2003,2.2219,7.3288,4,3,11000000,1,software,1,1,0,1,0,0,1.6667,1,acquired
c:83142,RentStuff.com,Other,36.16223,-86.774353,2010,1.3397,2.2795,3,2,675000,1,web,0,1,0,0,0,0,1.5,0,acquired
c:9669,ZManda,CA,37.3725243,-122.035963,2005,0,2.3863,5,2,13000000,0,software,0,0,1,1,0,0,2.5,1,acquired
c:62802,Jumo,NY,40.728425,-73.999882,2010,0.7479,0.7479,5,1,3500000,2,other,0,0,0,0,0,0,2,1,acquired
c:56568,Sionex,MA,42.49173,-71.281795,2001,4.9342,4.9342,2,1,12000000,1,other,0,0,0,0,1,0,4,1,closed
c:531,sezmi,CA,37.524422,-122.265869,2007,0.5808,4.8521,10,5,78573646,4,games_video,0,0,1,1,1,0,4.3333,1,acquired
c:10158,StudioNow,Other,36.13996,-86.796377,2007,0.4521,6.0822,2,3,15286415,1,other,0,0,1,0,0,0,1,0,acquired
c:11438,PicApp,CA,37.79402,-122.4031242,2008,0.7123,0.7123,5,1,3200000,3,web,0,0,1,0,0,0,1,1,acquired
c:75796,Million Dollar Earth,Other,47.184901,-122.292141,2011,0.0164,0.0164,1,1,30000,1,advertising,0,1,0,0,0,0,2,0,closed
c:45428,Composite Software,CA,37.538352,-122.299665,2002,0,10.8192,28,3,14650003,1,software,0,1,0,0,0,1,1,0,acquired
c:16365,Terracotta,CA,37.7710177,-122.4025976,2003,3.1589,5.6712,9,2,23500000,1,software,1,0,0,1,0,0,5,1,acquired
c:46889,FireStar Software,MA,42.493447,-71.514104,2001,5.0082,5.0082,2,1,980000,0,software,0,0,0,0,0,0,1,0,closed
c:16264,Aquest Systems,CA,37.390956,-122.032795,2004,3.1562,3.1562,0,1,20000000,0,other,0,0,0,1,0,0,3,1,closed
c:2838,Generate,CA,34.031328,-118.471463,2004,4.1753,5.537,0,2,8000000,1,games_video,0,0,1,0,0,0,1.5,1,acquired
c:732,Attributor,CA,37.453687,-122.228595,2005,0.326,4.6932,13,4,25200000,3,software,0,0,1,1,1,1,4,1,acquired
c:1853,Greenplum Software,CA,37.552262,-122.292146,2003,2.7507,4.589,21,4,61000000,2,software,0,0,1,1,1,0,3,1,acquired
c:971,PlaySpan,CA,37.396312,-121.961396,2006,1.337,4.3041,12,4,46300000,4,games_video,1,0,1,1,1,0,4.25,1,acquired
c:1107,JackBe,Other,38.963492,-77.091025,2002,4.0274,8.2712,15,4,24500000,5,software,0,0,0,1,1,1,4.3333,1,acquired
c:997,Zimbra,CA,37.557637,-122.285714,2003,3.2493,3.2493,19,1,14500000,3,enterprise,0,0,0,0,1,0,9,1,acquired
c:30307,Smith & Tinker,Other,47.5827803,-122.1548103,2007,2.6493,2.6493,1,1,29000000,1,games_video,1,0,0,0,0,0,5,1,closed
c:16271,Mu Dynamics,CA,37.390233,-122.033741,2005,0,3.3808,5,3,24000000,1,other,0,0,1,1,1,0,2.6667,1,acquired
c:22712,Fulcrum Microsystems,CA,34.1411985,-118.7040908,2000,5.3562,10.2082,2,4,81017493,1,other,1,0,0,0,1,1,5.6667,1,acquired
c:9782,ReTel Technologies,CA,41.78942,-87.596232,2007,1.8493,2.1726,4,2,1000000,3,other,0,1,0,0,0,0,4.5,1,acquired
c:68169,NexGen Storage,Other,39.977763,-105.13193,2010,1.1014,1.8712,14,2,12010000,2,software,1,0,1,0,0,0,2.5,1,acquired
c:31488,Roxro Pharma,CA,37.459177,-122.173907,1999,8.4493,8.4493,1,1,42700000,0,biotech,0,0,0,1,0,0,3,1,closed
c:17542,Intelliden,CA,37.4587657,-122.1725191,2000,5.9753,7.3918,5,3,80000000,1,software,1,0,0,0,0,1,4,1,acquired
c:51228,XGraph,NY,40.730646,-73.986614,2008,1.7644,1.7644,5,1,3750000,2,other,0,0,1,0,0,0,1,1,acquired
c:71852,Color Labs Inc.,CA,37.441537,-122.158332,2010,0,0.6411,11,2,41000000,2,other,0,0,1,1,0,0,1.5,1,closed
c:23125,Playdom,CA,37.393536,-122.076747,2008,1.7781,2.3863,37,2,76000000,3,games_video,0,0,1,0,0,0,4,1,acquired
c:37928,Digital Reef,MA,42.493447,-71.514104,2006,0,2.7507,9,2,20000000,2,enterprise,0,0,1,1,0,0,1,1,acquired
c:65916,Servio,CA,37.779281,-122.419236,2009,1.2877,3.8521,11,2,9356180,4,other,0,0,1,1,0,0,1.5,1,acquired
c:16618,Vocalocity,Other,33.7812614,-84.3675617,2007,2.0767,4.6603,9,2,13600000,2,software,0,0,0,1,1,0,3,1,acquired
c:1541,Dapper,CA,37.7766184,-122.3938931,2006,1.1671,1.1671,19,1,3000000,4,advertising,0,0,1,0,0,0,2,1,acquired
c:15687,SeeSaw Networks,CA,37.791564,-122.399981,2005,1.874,6.4767,4,5,21138876,0,advertising,1,0,1,1,0,0,2,1,closed
c:20889,oneforty,MA,42.36401400000001,-71.101375,2009,0.1945,0.7836,13,4,2345000,3,enterprise,0,1,1,0,0,0,5.75,1,acquired
c:2272,Smalltown,CA,37.566123,-122.323045,2005,0.7945,0.7945,7,1,4000000,4,web,0,0,1,0,0,0,1,0,closed
c:5043,Skyrider,CA,37.406914,-122.09037,2003,3.811,5.1781,2,2,17000000,2,software,1,0,0,0,1,0,3,1,closed
c:42193,SkillSlate,NY,40.750519,-73.993494,2009,1.8,1.8,8,1,1100000,1,web,0,1,0,0,0,0,8,1,acquired
c:7345,Fortisphere,Other,38.87804000000001,-77.436151,2006,1.8822,1.8822,2,1,10000000,1,software,0,0,1,0,0,0,2,1,closed
c:103204,PlayerDuel,CA,37.424298,-122.139809,2011,0.6767,1.4493,2,2,21189,1,mobile,1,1,0,0,0,0,1,1,closed
c:25743,Aveksa,MA,42.3988661,-71.253781,2004,2.4521,5.1562,7,3,28000000,2,software,0,0,1,1,1,0,2.6667,1,acquired
c:55829,PANTA Systems,CA,37.386778,-121.966277,2002,3.3315,3.3315,0,1,9500000,0,software,1,0,0,0,0,0,2,0,closed
c:26556,Beceem Communications,CA,37.352313,-121.967982,2003,1.7479,5.5616,5,3,69600000,1,other,1,0,0,1,0,1,7.6667,1,acquired
c:29312,Trust Digital,Other,38.919954,-77.212493,2003,2.6822,6.4164,11,3,23500000,2,mobile,1,0,0,1,1,0,3.6667,1,acquired
c:3050,Sabrix,Other,45.413842,-122.725662,2002,4.4712,4.4712,6,1,13000000,1,software,0,0,0,0,0,1,4,1,acquired
c:2709,Panther Express,NY,40.73901,-73.997259,2005,1.5616,3.1562,8,2,21750000,2,games_video,1,0,0,1,0,0,2,1,acquired
c:53946,T-Networks,Other,40.602206,-75.471279,2000,5.1644,5.1644,0,1,5750000,0,other,0,0,0,0,1,0,4,1,closed
c:28752,BlueNote Networks,Other,42.645342,-71.234547,2005,0.7342,1.1753,1,2,23400000,1,software,0,0,1,1,0,0,2.5,1,acquired
c:1148,Predictify,CA,37.48657100000001,-122.229161,2007,1.0685,1.0685,4,1,4300000,3,advertising,0,0,1,0,0,0,2,1,closed
c:27142,OptiMedica,CA,37.3777985,-121.9744545,2004,4.2356,9.3616,16,2,51000000,1,biotech,0,0,0,0,1,0,3.5,1,acquired
c:42123,Metatomix,MA,42.241765,-71.166164,2000,3.6877,10.137,2,4,27101994,1,enterprise,1,0,0,1,0,0,4.6667,1,acquired
c:41656,Neterion,CA,37.320309,-122.05004,2001,5.1507,5.1507,6,1,6480000,1,other,0,0,0,0,0,1,3,1,acquired
c:16145,Schooner Information Technology,CA,37.477037,-122.15164,2007,0.4192,2.2329,8,2,35000000,2,enterprise,0,0,1,1,0,0,2.5,1,acquired
c:155821,Nalace Corporation,Other,33.956215,-83.987962,2012,0.2986,0.2986,1,1,19000,1,ecommerce,0,1,0,0,0,0,1,0,closed
c:49052,Quidsi,Other,40.728158,-74.077642,2005,1.6658,5.3014,27,6,78500000,3,ecommerce,0,0,1,1,1,1,3.4,1,acquired
c:167795,spotdock,NY,40.730646,-73.986614,2011,0.1534,0.1534,4,1,600000,0,web,0,1,0,0,0,0,2,0,closed
c:34152,Netcordia,Other,38.97864000000001,-76.492786,2000,5.4932,6.5836,3,2,13000000,1,other,0,0,1,1,0,0,1.5,1,acquired
c:3027,SearchMe,CA,37.386665,-122.084171,2005,0,2.8356,7,5,43600000,3,other,0,0,1,1,1,1,3,1,closed
c:10176,Yammer,CA,37.776246,-122.4179223,2008,0.3589,3.4712,38,5,142000000,3,enterprise,0,0,1,1,1,1,5.2,1,acquired
c:50076,Clever Sense,CA,37.406914,-122.09037,2008,2.1836,3.3068,6,2,2000000,2,web,1,0,1,0,0,0,1.5,1,acquired
c:26122,AlterPoint,TX,30.354768,-97.798152,2001,2,4.0466,4,3,26800000,1,software,0,0,1,1,1,0,3,1,acquired
c:17501,Shocking Technologies,CA,37.261986,-121.784279,2006,1.2904,6.389,2,6,55900000,1,other,1,0,1,1,1,0,3.2,1,closed
c:1613,Ribbit,CA,37.386665,-122.084171,2005,1.6027,2.8137,14,2,11000000,3,mobile,0,0,1,1,0,0,2,1,acquired
c:41484,StorSimple,CA,37.386778,-121.966277,2009,0.4137,2.474,19,3,31500000,1,enterprise,0,0,1,1,1,0,3.3333,1,acquired
c:24986,Sadra Medical,CA,37.2615879,-121.9578487,2003,1.4603,6.3918,4,3,58000000,1,biotech,0,0,1,1,1,0,5,1,acquired
c:14593,expressor software,MA,42.48510200000001,-71.211568,2007,0.4959,4.9671,10,4,29050000,2,software,1,0,0,1,0,0,2.6667,1,acquired
c:138030,NSFW Corporation,Other,36.170538,-115.101942,2011,0.7589,2.4521,3,2,250000,2,other,0,1,0,0,0,0,1.5,1,acquired
c:45339,Azaire Networks,CA,37.386778,-121.966277,2003,3.6493,3.6493,2,1,21000000,0,software,0,0,0,0,1,0,4,1,closed
c:1214,Quigo,NY,40.907974,-73.84179,2000,4.1671,7.4356,25,2,35000000,0,advertising,1,0,1,0,0,0,3.5,1,acquired
c:47848,Navini Networks,TX,32.997114,-96.676137,2000,5.611,6.474,3,2,30920000,1,other,1,0,0,0,0,0,3.5,1,acquired
c:5347,VirtualLogix,CA,37.409147,-122.015463,2002,2,8.0356,9,4,29288979,1,software,1,0,1,1,1,0,2.6667,1,acquired
c:14993,Exit41,MA,42.6555302,-71.1455618,1999,8.0986,12.3671,11,4,24200000,2,software,1,0,1,0,1,0,2.3333,1,closed
c:1223,SezWho,CA,37.351894,-122.085807,2006,1,1,4,1,1000000,3,web,0,0,1,0,0,0,1,0,acquired
c:55421,Jobs2Web,Other,44.912723,-93.499059,2003,1,3.0575,3,2,5550000,1,web,0,1,1,0,0,0,1,1,acquired
c:1283,MerchantCircle,CA,37.391642,-122.093935,2005,0.6767,1.9178,13,2,14300000,3,web,0,0,1,1,0,0,4.5,1,acquired
c:49621,Helicomm,CA,32.901049,-117.192656,2002,4.2192,4.2192,0,1,1000000,0,other,1,0,0,0,0,0,2,0,closed
c:15122,Kace networks,CA,37.417002,-122.07871,2003,2.5644,3.389,7,2,11000000,1,software,1,0,0,1,0,0,1.5,1,acquired
c:38019,Thwapr,NY,40.730646,-73.986614,2007,2.0027,3.0027,7,2,2000000,3,other,1,1,0,0,0,0,3,0,closed
c:4961,Zinch,CA,40.234451,-111.658656,2007,0.8301,2.7178,17,2,5000000,2,web,1,1,0,0,0,0,1,1,acquired
c:41483,Cloud.com,CA,37.320309,-122.05004,2008,2.0027,2.0027,12,1,11000000,2,enterprise,0,0,0,1,0,0,3,1,acquired
c:12348,"Wildfire, a division of Google",CA,37.445667,-122.166911,2008,0.4192,3.4192,19,4,14100000,4,enterprise,0,1,1,1,0,0,2.25,1,acquired
c:3202,Authenticlick,CA,34.062504,-118.354605,2005,0.4932,0.4932,8,1,5000000,1,other,0,0,1,0,0,0,1,0,closed
c:32023,BioSeek,CA,37.658313,-122.391032,2000,7.3945,7.3945,4,1,10000000,1,biotech,0,0,0,0,1,0,1,0,acquired
c:1445,xkoto,MA,42.405685,-71.255857,2005,0.8329,4.0712,3,3,11035000,1,software,1,0,0,1,1,0,1.6667,1,closed
c:53686,Coradiant,MA,42.4717204,-71.2621435,2000,5.6438,5.6438,9,1,12700000,2,other,0,0,0,0,0,1,4,1,acquired
c:50208,QuantaLife,CA,39.78373,-100.445882,2008,2.9507,3.5562,3,2,20757182,1,biotech,0,0,0,1,0,0,1,1,acquired
c:16874,BroadLight,CA,37.404044,-121.978956,2000,5.4658,7.2822,5,3,27000000,1,software,0,0,0,0,0,1,6,1,acquired
c:643,BBE,NY,40.7445343,-73.9874008,2004,3.7534,3.7534,7,1,10000000,3,advertising,0,0,1,0,0,0,1,0,acquired
c:53471,TelASIC Communications,CA,33.923916,-118.39665,2001,4.2219,4.2219,4,1,26000000,0,other,0,0,0,0,0,1,4,1,closed
c:37780,LegiTime Technologies,Other,44.671539,-70.144101,2005,2.1616,4.9562,2,2,4000000,0,other,0,0,1,0,0,0,2,1,closed
c:2804,Boonty,NY,40.717248,-74.002662,2001,4.3534,4.3534,7,1,10000000,3,games_video,0,0,0,1,0,0,4,1,acquired
c:11397,B-Side Entertainment,NY,40.7434025,-73.9890857,2005,1.5123,3.6082,8,2,7350000,3,games_video,0,0,1,1,0,0,4.5,1,closed
c:41409,Taggstr,CA,37.288136,-121.79765,2009,0.7671,0.7671,1,1,50000,1,other,0,1,0,0,0,0,1,0,closed
c:55436,Fashism,NY,40.7394115,-73.9895748,2009,1.8822,1.8822,5,1,1000000,3,other,0,0,1,0,0,0,7,1,closed
c:12630,Goodmail Systems,CA,37.39972,-122.108306,2003,2.7945,6.0356,16,4,45000000,2,other,0,0,1,1,1,0,2,1,closed
c:365,Nirvanix,CA,32.877656,-117.210595,2007,0.2164,4.8438,22,5,70000000,5,enterprise,1,0,1,1,1,0,4.2,1,closed
c:20832,LookStat,Other,47.6447802,-122.325878,2008,1.3096,1.3096,3,1,500000,2,ecommerce,0,0,1,0,0,0,1,1,closed
c:39399,Sweepery,CA,37.779281,-122.419236,2008,0.0849,1.3342,6,2,500000,0,software,0,0,0,0,0,0,1,1,closed
c:17809,Luminary Micro,TX,30.306591,-97.826727,2004,1.0877,3.6438,2,3,44000000,1,other,0,0,1,1,1,0,4,1,acquired
c:23788,ZettaCore,Other,39.5604863,-104.8656251,1999,10.3644,10.3644,4,1,21000000,1,other,1,0,0,0,0,0,5,1,closed
c:30834,Clicker,CA,34.083228000000005,-118.341449,2009,0.7041,1.1315,12,2,19000000,2,games_video,0,0,1,1,0,0,3.5,1,acquired
c:39105,iKoa,CA,39.78373,-100.445882,2006,1.4247,4.5397,0,3,18700000,0,other,1,0,1,0,0,0,2,1,closed
c:49960,SocialShield,CA,37.626166,-122.411025,2009,1.0932,1.0932,6,1,10000000,2,software,0,0,1,0,0,0,7,1,acquired
c:9106,LeisureLogix,Other,28.032975,-82.64611,2006,0.4192,0.4192,5,3,5900000,0,software,0,1,0,0,0,0,1,0,closed
c:17581,Storwize,MA,37.237937,-121.974591,2004,3.4301,4.2548,13,2,28000000,2,other,0,0,0,1,1,0,2,1,acquired
c:14028,AutoVirt,Other,42.7370219,-71.4872976,2007,0,4.3945,5,7,24300000,2,software,1,1,1,1,0,0,2,1,closed
c:1309,Loopt,CA,37.384717,-122.081625,2005,0.4137,5.337,21,4,32006000,3,mobile,0,1,1,1,1,0,1.6667,1,acquired
c:28420,Blue Lane Technologies,CA,37.3169065,-122.0497023,2002,3.0877,3.0877,4,1,13400000,1,other,0,0,0,1,0,0,2,1,acquired
c:6562,Socialcast,CA,37.78192670000001,-122.3932389,2005,3.8493,4.8329,18,3,9400000,3,enterprise,0,1,1,1,0,0,1.5,1,acquired
c:4394,Collective Intellect,Other,40.0186313,-105.2764361,2005,1.0849,7.937,10,6,15324624,3,enterprise,1,1,1,1,0,0,2.5,1,acquired
c:52346,Wavii,Other,47.603832,-122.330062,2009,1.3342,1.3342,3,1,2000000,2,web,0,0,0,0,0,0,11,1,acquired
c:200,Seesmic,CA,37.775196,-122.419204,2007,0.4192,3.674,24,3,16000000,4,web,0,0,1,1,1,0,5.6667,1,acquired
c:36892,Apnex Medical,Other,44.950404,-93.101503,2006,3.9205,6.7342,3,3,44000000,0,other,1,0,0,1,1,0,2.3333,1,closed
c:139729,MobileReactor,Other,39.952399,-75.16359,2010,1.811,2.4548,2,2,1175000,1,software,1,0,0,0,0,0,1,0,closed
c:17724,Echopass Corporation,CA,37.661002,-121.897829,2000,6.8329,10.2712,22,2,9000000,1,other,0,0,0,0,0,0,4,1,acquired
