,Airline,Source,Destination,Total_Stops,Price,Year,Total_duration,Dep_time_of_day,Arrival_time_of_day
5656,IndiGo,Delhi,Cochin,1,6386,2019,345,Night,Morning
5657,Multiple carriers,Delhi,Cochin,1,16108,2019,555,Morning,Evening
5658,SpiceJet,Kolkata,Banglore,0,3873,2019,140,Night,Night
5659,IndiGo,Delhi,Cochin,1,6270,2019,895,Morning,Night
5660,Air India,Banglore,Delhi,0,5911,2019,170,Evening,Night
5661,Multiple carriers,Delhi,Cochin,1,15077,2019,605,Morning,Evening
5663,SpiceJet,Kolkata,Banglore,1,8479,2019,435,Morning,Evening
5664,Vistara,Kolkata,Banglore,1,9397,2019,1555,Morning,Morning
5665,Jet Airways,Delhi,Cochin,1,10262,2019,1655,Morning,Afternoon
5666,IndiGo,Delhi,Cochin,0,4729,2019,195,Night,Morning
5667,Jet Airways,Delhi,Cochin,1,14714,2019,1530,Evening,Evening
5668,IndiGo,Kolkata,Banglore,0,4804,2019,155,Evening,Evening
5669,IndiGo,Kolkata,Banglore,0,4804,2019,165,Evening,Night
5670,Air India,Mumbai,Hyderabad,0,2050,2019,80,Evening,Night
5671,Multiple carriers,Delhi,Cochin,1,8371,2019,705,Morning,Evening
5672,Multiple carriers,Delhi,Cochin,1,12192,2019,540,Morning,Evening
5673,Multiple carriers Premium economy,Delhi,Cochin,1,14629,2019,770,Morning,Evening
5674,IndiGo,Banglore,Delhi,0,4823,2019,175,Evening,Evening
5675,Multiple carriers,Delhi,Cochin,1,14323,2019,375,Afternoon,Evening
5676,Jet Airways,Delhi,Cochin,2,15129,2019,1390,Afternoon,Afternoon
5677,IndiGo,Delhi,Cochin,1,6758,2019,860,Morning,Evening
5678,Multiple carriers,Delhi,Cochin,1,14848,2019,615,Morning,Evening
5679,Air India,Banglore,New Delhi,2,12358,2019,1670,Morning,Morning
5680,Jet Airways,Banglore,Delhi,0,4030,2019,185,Evening,Night
5681,Air India,Kolkata,Banglore,0,4960,2019,150,Afternoon,Afternoon
5682,Air India,Delhi,Cochin,2,8656,2019,1595,Afternoon,Evening
5683,IndiGo,Delhi,Cochin,1,14871,2019,710,Morning,Evening
5684,GoAir,Delhi,Cochin,1,4563,2019,440,Morning,Afternoon
5685,IndiGo,Mumbai,Hyderabad,0,4784,2019,85,Evening,Night
5686,IndiGo,Banglore,Delhi,0,4823,2019,170,Evening,Night
5687,Vistara,Chennai,Kolkata,0,3687,2019,135,Morning,Morning
5688,Jet Airways,Banglore,Delhi,0,7229,2019,175,Afternoon,Evening
5689,Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
5690,Air India,Delhi,Cochin,1,7174,2019,1010,Morning,Night
5691,Air India,Delhi,Cochin,2,11071,2019,1490,Morning,Morning
5692,IndiGo,Delhi,Cochin,1,6979,2019,965,Night,Evening
5693,IndiGo,Chennai,Kolkata,0,3850,2019,140,Morning,Morning
5694,Jet Airways,Kolkata,Banglore,1,13044,2019,800,Evening,Morning
5695,Jet Airways,Delhi,Cochin,1,12373,2019,450,Evening,Night
5696,Air India,Delhi,Cochin,2,13801,2019,1100,Afternoon,Morning
5697,IndiGo,Banglore,Delhi,0,4823,2019,170,Morning,Morning
5698,Air India,Delhi,Cochin,1,6587,2019,1535,Night,Morning
5699,IndiGo,Mumbai,Hyderabad,0,2227,2019,95,Evening,Evening
5700,Jet Airways,Kolkata,Banglore,1,14151,2019,1285,Evening,Afternoon
5702,SpiceJet,Banglore,Delhi,0,4319,2019,175,Evening,Night
5703,Air India,Delhi,Cochin,1,14462,2019,1660,Night,Morning
5704,Jet Airways,Kolkata,Banglore,1,8586,2019,1655,Morning,Morning
5705,Air India,Kolkata,Banglore,1,7662,2019,675,Morning,Evening
5706,Jet Airways,Mumbai,Hyderabad,0,4995,2019,85,Morning,Morning
5707,Multiple carriers,Delhi,Cochin,1,7408,2019,720,Morning,Evening
5708,Jet Airways,Mumbai,Hyderabad,0,5678,2019,90,Evening,Evening
5709,Jet Airways,Mumbai,Hyderabad,0,5678,2019,90,Evening,Evening
5712,Jet Airways,Delhi,Cochin,2,15318,2019,505,Evening,Night
5713,Vistara,Kolkata,Banglore,1,8452,2019,1580,Evening,Night
5714,IndiGo,Delhi,Cochin,1,6314,2019,625,Morning,Evening
5715,Air India,Kolkata,Banglore,1,10203,2019,625,Morning,Evening
5716,SpiceJet,Chennai,Kolkata,0,3597,2019,135,Morning,Morning
5717,Multiple carriers,Delhi,Cochin,1,8266,2019,535,Morning,Evening
5718,Jet Airways,Delhi,Cochin,1,12373,2019,885,Evening,Afternoon
5720,IndiGo,Delhi,Cochin,1,14871,2019,755,Morning,Evening
5721,Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Evening
5722,IndiGo,Kolkata,Banglore,0,4804,2019,155,Night,Night
5723,IndiGo,Banglore,New Delhi,0,7303,2019,175,Evening,Night
5724,Multiple carriers,Delhi,Cochin,1,13587,2019,570,Morning,Evening
5725,Multiple carriers,Delhi,Cochin,1,7740,2019,455,Afternoon,Night
5726,IndiGo,Chennai,Kolkata,0,7295,2019,145,Afternoon,Evening
5727,Multiple carriers,Delhi,Cochin,1,18916,2019,440,Evening,Night
5728,Multiple carriers,Delhi,Cochin,1,8266,2019,385,Afternoon,Evening
5729,Jet Airways,Delhi,Cochin,1,12373,2019,1570,Night,Night
5730,Multiple carriers,Delhi,Cochin,1,11188,2019,555,Afternoon,Night
5731,Jet Airways,Kolkata,Banglore,1,14151,2019,505,Morning,Evening
5732,Jet Airways,Delhi,Cochin,1,14714,2019,660,Morning,Evening
5733,Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
5734,Jet Airways,Delhi,Cochin,1,12242,2019,1165,Morning,Night
5735,Jet Airways,Banglore,New Delhi,1,9134,2019,325,Morning,Afternoon
5736,IndiGo,Banglore,Delhi,0,3943,2019,170,Night,Night
5737,Air India,Banglore,Delhi,0,6961,2019,165,Morning,Afternoon
5739,SpiceJet,Chennai,Kolkata,0,3597,2019,135,Morning,Afternoon
5740,Multiple carriers,Delhi,Cochin,1,7408,2019,480,Afternoon,Evening
5741,SpiceJet,Banglore,Delhi,0,3257,2019,160,Night,Morning
5742,SpiceJet,Mumbai,Hyderabad,0,1965,2019,90,Night,Morning
5743,Multiple carriers,Delhi,Cochin,1,9100,2019,755,Morning,Evening
5744,Air India,Mumbai,Hyderabad,0,3100,2019,75,Evening,Evening
5746,Jet Airways,Banglore,Delhi,0,8016,2019,180,Evening,Evening
5747,Air India,Kolkata,Banglore,1,12173,2019,1435,Evening,Evening
5748,IndiGo,Delhi,Cochin,1,8784,2019,965,Night,Evening
5749,IndiGo,Delhi,Cochin,1,5298,2019,320,Morning,Afternoon
5750,Jet Airways,Banglore,New Delhi,1,11087,2019,1475,Morning,Morning
5751,SpiceJet,Delhi,Cochin,1,5409,2019,295,Evening,Night
5752,GoAir,Delhi,Cochin,1,5842,2019,370,Morning,Afternoon
5753,Jet Airways,Mumbai,Hyderabad,0,2228,2019,90,Afternoon,Evening
5754,SpiceJet,Chennai,Kolkata,0,3543,2019,140,Evening,Evening
5755,IndiGo,Kolkata,Banglore,1,7228,2019,315,Evening,Night
5756,IndiGo,Delhi,Cochin,1,6287,2019,425,Night,Afternoon
5757,Multiple carriers,Delhi,Cochin,1,13377,2019,750,Afternoon,Night
5758,IndiGo,Kolkata,Banglore,0,6985,2019,165,Evening,Evening
5759,Air India,Delhi,Cochin,1,8372,2019,375,Afternoon,Evening
5760,Air India,Kolkata,Banglore,2,14687,2019,1200,Morning,Night
5761,Jet Airways,Delhi,Cochin,0,9564,2019,195,Morning,Afternoon
5762,Vistara,Mumbai,Hyderabad,1,12080,2019,480,Morning,Afternoon
5763,Multiple carriers,Delhi,Cochin,2,18275,2019,460,Evening,Night
5764,IndiGo,Delhi,Cochin,1,6093,2019,810,Morning,Evening
5765,Jet Airways,Delhi,Cochin,2,14861,2019,1365,Night,Night
5766,IndiGo,Kolkata,Banglore,0,4804,2019,155,Morning,Afternoon
5767,Jet Airways,Kolkata,Banglore,1,9314,2019,1365,Evening,Evening
5768,Multiple carriers,Delhi,Cochin,1,9794,2019,615,Morning,Evening
5769,Jet Airways,Delhi,Cochin,2,13029,2019,810,Night,Evening
5770,SpiceJet,Kolkata,Banglore,0,3841,2019,150,Evening,Evening
5771,Jet Airways,Banglore,New Delhi,1,12284,2019,315,Morning,Afternoon
5772,Jet Airways,Delhi,Cochin,1,14714,2019,395,Evening,Night
5773,Jet Airways,Kolkata,Banglore,1,7064,2019,965,Morning,Night
5774,Jet Airways,Banglore,Delhi,0,5198,2019,180,Morning,Morning
5775,Jet Airways,Kolkata,Banglore,1,14781,2019,590,Morning,Afternoon
5776,Air India,Delhi,Cochin,2,13381,2019,1380,Evening,Evening
5777,Air India,Delhi,Cochin,0,6094,2019,170,Night,Morning
5778,IndiGo,Delhi,Cochin,1,5298,2019,320,Morning,Afternoon
5779,Multiple carriers,Delhi,Cochin,1,7408,2019,660,Morning,Evening
5780,Jet Airways,Kolkata,Banglore,1,14388,2019,890,Evening,Afternoon
5781,Air India,Delhi,Cochin,2,9443,2019,1410,Evening,Evening
5783,Air India,Delhi,Cochin,1,7480,2019,1255,Afternoon,Morning
5784,IndiGo,Delhi,Cochin,0,5406,2019,195,Night,Morning
5785,Jet Airways,Delhi,Cochin,0,9564,2019,195,Morning,Afternoon
5786,Jet Airways,Delhi,Cochin,2,10368,2019,560,Morning,Evening
5787,IndiGo,Delhi,Cochin,1,5636,2019,315,Morning,Afternoon
5788,SpiceJet,Mumbai,Hyderabad,0,1965,2019,90,Night,Night
5789,Jet Airways,Kolkata,Banglore,1,12739,2019,450,Evening,Night
5790,IndiGo,Kolkata,Banglore,0,4148,2019,155,Afternoon,Afternoon
5791,IndiGo,Delhi,Cochin,1,7191,2019,860,Morning,Evening
5792,Jet Airways,Delhi,Cochin,1,10262,2019,1280,Morning,Night
5793,Vistara,Kolkata,Banglore,1,12312,2019,630,Morning,Evening
5794,Jet Airways,Delhi,Cochin,1,10262,2019,1485,Evening,Evening
5795,Jet Airways,Delhi,Cochin,0,9564,2019,195,Morning,Afternoon
5796,Jet Airways,Kolkata,Banglore,1,13759,2019,1335,Morning,Night
5797,Vistara,Kolkata,Banglore,1,8610,2019,1640,Evening,Evening
5798,Jet Airways,Delhi,Cochin,1,14714,2019,360,Afternoon,Evening
5799,IndiGo,Banglore,Delhi,0,4823,2019,170,Morning,Morning
5800,Air Asia,Delhi,Cochin,1,6451,2019,470,Morning,Afternoon
5801,Jet Airways,Delhi,Cochin,1,16079,2019,300,Afternoon,Evening
5802,Jet Airways,Delhi,Cochin,0,7202,2019,195,Morning,Afternoon
5803,IndiGo,Banglore,New Delhi,0,4944,2019,170,Night,Night
5804,SpiceJet,Banglore,Delhi,0,3625,2019,160,Night,Morning
5805,Jet Airways,Kolkata,Banglore,1,9663,2019,1315,Afternoon,Afternoon
5806,Multiple carriers,Delhi,Cochin,1,9794,2019,520,Morning,Evening
5807,SpiceJet,Mumbai,Hyderabad,0,2437,2019,90,Afternoon,Afternoon
5808,Multiple carriers,Delhi,Cochin,1,13377,2019,930,Morning,Night
5809,Jet Airways,Kolkata,Banglore,1,8586,2019,520,Evening,Night
5810,Jet Airways,Banglore,New Delhi,1,19225,2019,380,Morning,Afternoon
5811,Jet Airways,Delhi,Cochin,1,15554,2019,335,Night,Night
5812,Jet Airways,Kolkata,Banglore,1,12121,2019,750,Morning,Night
5813,IndiGo,Banglore,Delhi,0,3943,2019,170,Morning,Afternoon
5814,Jet Airways,Banglore,New Delhi,1,13555,2019,695,Evening,Morning
5815,IndiGo,Banglore,Delhi,0,4990,2019,185,Evening,Evening
5816,Air India,Delhi,Cochin,1,8854,2019,1590,Evening,Night
5817,Multiple carriers,Delhi,Cochin,1,7878,2019,540,Morning,Afternoon
5818,Vistara,Banglore,New Delhi,0,8028,2019,165,Morning,Afternoon
5819,Jet Airways,Kolkata,Banglore,1,8586,2019,800,Evening,Morning
5820,Air India,Kolkata,Banglore,2,15164,2019,1215,Evening,Afternoon
5821,Jet Airways,Banglore,New Delhi,1,12284,2019,495,Morning,Afternoon
5822,Jet Airways,Mumbai,Hyderabad,0,4995,2019,85,Morning,Morning
5823,Multiple carriers,Delhi,Cochin,1,10051,2019,630,Morning,Evening
5824,Jet Airways,Kolkata,Banglore,1,9663,2019,1200,Afternoon,Morning
5825,Air India,Kolkata,Banglore,2,14424,2019,1345,Morning,Night
5826,Jet Airways,Delhi,Cochin,1,14714,2019,540,Morning,Evening
5827,Air India,Mumbai,Hyderabad,0,3100,2019,90,Afternoon,Afternoon
5828,IndiGo,Delhi,Cochin,1,6493,2019,320,Evening,Night
5829,Jet Airways,Kolkata,Banglore,1,14571,2019,1025,Morning,Night
5830,Jet Airways,Delhi,Cochin,2,10368,2019,810,Night,Evening
5831,Jet Airways,Delhi,Cochin,1,14714,2019,805,Afternoon,Night
5832,SpiceJet,Chennai,Kolkata,0,3543,2019,135,Morning,Morning
5833,Air Asia,Kolkata,Banglore,1,6810,2019,710,Morning,Evening
5834,SpiceJet,Kolkata,Banglore,0,5201,2019,150,Morning,Morning
5835,Multiple carriers,Delhi,Cochin,1,13377,2019,480,Evening,Night
5836,Multiple carriers Premium economy,Delhi,Cochin,1,14629,2019,680,Morning,Evening
5837,IndiGo,Delhi,Cochin,1,6093,2019,810,Morning,Evening
5839,Air India,Kolkata,Banglore,2,13484,2019,1255,Afternoon,Afternoon
5840,Air India,Delhi,Cochin,1,8372,2019,640,Evening,Morning
5841,Air India,Banglore,New Delhi,2,8534,2019,1625,Morning,Morning
5842,Jet Airways,Banglore,Delhi,0,4030,2019,180,Evening,Evening
5843,Jet Airways,Delhi,Cochin,2,13292,2019,1130,Morning,Night
5845,Air India,Delhi,Cochin,1,16754,2019,675,Morning,Evening
5846,IndiGo,Kolkata,Banglore,0,6565,2019,160,Evening,Evening
5847,Jet Airways,Delhi,Cochin,1,16079,2019,1210,Night,Evening
5848,Jet Airways,Delhi,Cochin,2,11507,2019,910,Evening,Afternoon
5849,Vistara,Mumbai,Hyderabad,1,12395,2019,1555,Morning,Morning
5850,IndiGo,Banglore,New Delhi,1,22153,2019,300,Evening,Night
5851,Jet Airways,Delhi,Cochin,2,10919,2019,1790,Morning,Afternoon
5852,Jet Airways,Kolkata,Banglore,1,13759,2019,455,Evening,Night
5853,Air India,Delhi,Cochin,0,6094,2019,170,Night,Morning
5854,Air India,Kolkata,Banglore,2,11542,2019,1700,Morning,Afternoon
5857,Jet Airways,Banglore,New Delhi,1,17471,2019,1450,Night,Night
5858,Jet Airways,Kolkata,Banglore,1,10844,2019,425,Afternoon,Night
5859,Air India,Delhi,Cochin,1,8372,2019,760,Evening,Morning
5860,IndiGo,Chennai,Kolkata,0,3858,2019,145,Morning,Afternoon
5861,IndiGo,Banglore,New Delhi,0,5694,2019,165,Night,Night
5862,Jet Airways,Delhi,Cochin,1,17234,2019,1475,Evening,Evening
5863,Jet Airways,Delhi,Cochin,2,11546,2019,1140,Morning,Night
5864,Vistara,Banglore,New Delhi,0,8028,2019,160,Morning,Morning
5865,Jet Airways,Banglore,Delhi,0,8016,2019,180,Evening,Night
5866,Air India,Kolkata,Banglore,1,10413,2019,1435,Evening,Evening
5867,Air India,Banglore,New Delhi,2,11948,2019,665,Morning,Night
5868,Jet Airways,Mumbai,Hyderabad,0,3205,2019,90,Morning,Morning
5869,IndiGo,Banglore,Delhi,0,4423,2019,170,Afternoon,Afternoon
5870,Vistara,Banglore,New Delhi,0,4878,2019,160,Morning,Morning
5871,IndiGo,Delhi,Cochin,1,5912,2019,310,Evening,Night
5872,Air India,Kolkata,Banglore,2,11411,2019,1625,Night,Morning
5873,Multiple carriers,Delhi,Cochin,1,7618,2019,840,Morning,Evening
5874,Jet Airways,Banglore,Delhi,0,7229,2019,175,Afternoon,Evening
5875,IndiGo,Delhi,Cochin,1,6147,2019,290,Afternoon,Evening
5876,Jet Airways,Delhi,Cochin,2,14237,2019,600,Evening,Night
5877,IndiGo,Delhi,Cochin,1,6101,2019,355,Morning,Afternoon
5878,Air India,Kolkata,Banglore,2,12324,2019,765,Afternoon,Night
5879,Vistara,Banglore,New Delhi,1,18387,2019,915,Morning,Evening
5880,Jet Airways,Delhi,Cochin,1,10262,2019,745,Afternoon,Night
5881,Jet Airways,Delhi,Cochin,1,10262,2019,600,Morning,Evening
5882,Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
5883,Air Asia,Kolkata,Banglore,0,3807,2019,150,Night,Night
5884,Multiple carriers,Delhi,Cochin,1,7695,2019,620,Afternoon,Night
5885,Air India,Kolkata,Banglore,2,12723,2019,1625,Night,Morning
5886,SpiceJet,Mumbai,Hyderabad,0,2175,2019,90,Afternoon,Afternoon
5887,IndiGo,Delhi,Cochin,1,6628,2019,975,Morning,Night
5888,Jet Airways,Delhi,Cochin,2,13376,2019,830,Afternoon,Night
5889,IndiGo,Kolkata,Banglore,0,4148,2019,155,Afternoon,Evening
5890,Jet Airways,Delhi,Cochin,2,9254,2019,1380,Night,Night
5891,Jet Airways,Banglore,Delhi,0,8016,2019,185,Evening,Night
5892,Jet Airways,Banglore,Delhi,0,4030,2019,180,Evening,Evening
5893,Jet Airways,Banglore,Delhi,0,5198,2019,180,Evening,Evening
5894,Air Asia,Kolkata,Banglore,0,4409,2019,150,Evening,Night
5895,Air India,Mumbai,Hyderabad,0,10082,2019,90,Afternoon,Afternoon
5896,Jet Airways,Kolkata,Banglore,1,9663,2019,1200,Afternoon,Morning
5897,SpiceJet,Banglore,Delhi,0,3971,2019,160,Night,Morning
5898,IndiGo,Chennai,Kolkata,0,6297,2019,140,Morning,Morning
5899,SpiceJet,Banglore,Delhi,0,3573,2019,160,Night,Morning
5900,Jet Airways,Kolkata,Banglore,1,10844,2019,510,Afternoon,Night
5901,IndiGo,Banglore,Delhi,0,4423,2019,165,Morning,Morning
5902,Jet Airways,Banglore,New Delhi,1,19225,2019,435,Afternoon,Evening
5903,IndiGo,Chennai,Kolkata,0,6297,2019,145,Night,Night
5904,SpiceJet,Kolkata,Banglore,0,3849,2019,140,Night,Night
5905,Multiple carriers,Delhi,Cochin,1,15078,2019,450,Morning,Afternoon
5906,IndiGo,Kolkata,Banglore,1,4205,2019,265,Evening,Night
5907,Air India,Banglore,Delhi,0,5228,2019,170,Afternoon,Afternoon
5908,Multiple carriers,Delhi,Cochin,1,7408,2019,840,Morning,Evening
5909,Jet Airways,Banglore,Delhi,0,7229,2019,175,Morning,Afternoon
5910,Jet Airways,Delhi,Cochin,2,10919,2019,830,Afternoon,Night
5911,Jet Airways,Banglore,Delhi,0,4544,2019,175,Afternoon,Evening
5912,Jet Airways,Delhi,Cochin,1,6540,2019,1225,Morning,Night
5914,Jet Airways,Delhi,Cochin,1,16079,2019,540,Morning,Evening
5915,Multiple carriers,Delhi,Cochin,1,13377,2019,435,Evening,Night
5916,IndiGo,Banglore,Delhi,0,4823,2019,175,Evening,Evening
5917,Jet Airways,Kolkata,Banglore,1,14151,2019,1075,Evening,Morning
5918,GoAir,Kolkata,Banglore,1,6095,2019,495,Night,Morning
5919,Air India,Delhi,Cochin,1,12029,2019,555,Morning,Evening
5920,Air India,Kolkata,Banglore,1,4437,2019,965,Evening,Morning
5921,IndiGo,Banglore,Delhi,0,3419,2019,165,Night,Night
5922,IndiGo,Banglore,Delhi,0,3943,2019,170,Morning,Afternoon
5923,Multiple carriers,Delhi,Cochin,1,13542,2019,695,Afternoon,Night
5924,Air India,Delhi,Cochin,1,7174,2019,320,Evening,Night
5925,IndiGo,Mumbai,Hyderabad,0,7417,2019,85,Morning,Morning
5926,Jet Airways,Delhi,Cochin,2,16704,2019,900,Afternoon,Night
5927,Air India,Kolkata,Banglore,0,4435,2019,155,Evening,Night
5929,Air Asia,Banglore,Delhi,0,3383,2019,170,Night,Night
5930,IndiGo,Kolkata,Banglore,0,4804,2019,155,Night,Morning
5931,Air Asia,Banglore,Delhi,0,3383,2019,170,Night,Morning
5932,IndiGo,Kolkata,Banglore,1,6991,2019,320,Afternoon,Evening
5934,IndiGo,Delhi,Cochin,1,5073,2019,265,Morning,Afternoon
5935,Multiple carriers,Delhi,Cochin,1,7695,2019,915,Morning,Night
5936,Air India,Delhi,Cochin,1,7480,2019,765,Evening,Morning
5937,Jet Airways,Delhi,Cochin,1,10262,2019,1505,Morning,Afternoon
5938,Jet Airways,Banglore,New Delhi,1,13817,2019,750,Night,Morning
5939,Jet Airways,Kolkata,Banglore,1,13067,2019,575,Morning,Evening
5940,SpiceJet,Mumbai,Hyderabad,0,1965,2019,90,Afternoon,Afternoon
5941,IndiGo,Delhi,Cochin,1,6674,2019,560,Morning,Afternoon
5942,Air India,Mumbai,Hyderabad,2,16172,2019,710,Night,Afternoon
5943,Multiple carriers,Delhi,Cochin,1,7268,2019,385,Afternoon,Evening
5944,Jet Airways,Banglore,New Delhi,1,17524,2019,315,Morning,Afternoon
5945,Multiple carriers,Delhi,Cochin,1,7888,2019,450,Evening,Night
5946,IndiGo,Mumbai,Hyderabad,0,2754,2019,90,Evening,Evening
5948,Multiple carriers,Delhi,Cochin,1,11789,2019,440,Morning,Evening
5949,Jet Airways,Kolkata,Banglore,1,13067,2019,1365,Evening,Evening
5950,IndiGo,Banglore,New Delhi,0,4238,2019,165,Night,Night
5951,Multiple carriers,Delhi,Cochin,1,9794,2019,690,Morning,Evening
5952,Air India,Delhi,Cochin,2,7615,2019,1580,Morning,Morning
5954,Jet Airways,Kolkata,Banglore,1,7064,2019,800,Morning,Evening
5955,IndiGo,Kolkata,Banglore,1,3809,2019,265,Evening,Night
5956,SpiceJet,Kolkata,Banglore,0,3841,2019,150,Evening,Evening
5957,Multiple carriers,Delhi,Cochin,1,6795,2019,830,Morning,Night
5958,IndiGo,Kolkata,Banglore,1,4565,2019,290,Afternoon,Evening
5959,IndiGo,Delhi,Cochin,1,12351,2019,420,Evening,Night
5960,IndiGo,Delhi,Cochin,0,5021,2019,195,Evening,Night
5961,Air India,Delhi,Cochin,2,10467,2019,1220,Afternoon,Morning
5962,Air India,Banglore,Delhi,0,6121,2019,165,Evening,Evening
5963,SpiceJet,Chennai,Kolkata,0,6300,2019,140,Evening,Evening
5964,Air Asia,Banglore,New Delhi,0,10715,2019,170,Night,Morning
5965,Air India,Kolkata,Banglore,0,5510,2019,150,Afternoon,Afternoon
5966,Jet Airways,Banglore,Delhi,0,6144,2019,185,Evening,Night
5968,Air India,Mumbai,Hyderabad,2,13253,2019,1840,Afternoon,Evening
5969,Jet Airways,Kolkata,Banglore,1,13941,2019,800,Morning,Evening
5970,IndiGo,Kolkata,Banglore,0,4488,2019,155,Evening,Night
5971,SpiceJet,Kolkata,Banglore,0,3841,2019,155,Morning,Morning
5972,Multiple carriers,Delhi,Cochin,1,7575,2019,470,Morning,Evening
5973,Air India,Delhi,Cochin,2,9968,2019,1595,Afternoon,Evening
5974,Jet Airways,Delhi,Cochin,2,15129,2019,1775,Afternoon,Evening
5975,IndiGo,Kolkata,Banglore,1,4864,2019,330,Morning,Afternoon
5976,Air India,Delhi,Cochin,1,7480,2019,965,Evening,Morning
5977,Multiple carriers,Delhi,Cochin,1,15867,2019,710,Morning,Evening
5978,Jet Airways,Kolkata,Banglore,1,13067,2019,750,Morning,Night
5979,Air India,Kolkata,Banglore,1,8366,2019,905,Afternoon,Morning
5980,Air India,Delhi,Cochin,2,21571,2019,1820,Afternoon,Evening
5981,Air Asia,Banglore,Delhi,0,4282,2019,170,Night,Morning
5982,Air India,Delhi,Cochin,2,13591,2019,1580,Afternoon,Evening
5983,Vistara,Kolkata,Banglore,1,7927,2019,1625,Evening,Night
5984,Jet Airways,Delhi,Cochin,1,14714,2019,1680,Afternoon,Evening
5985,Jet Airways,Banglore,New Delhi,1,11087,2019,1275,Evening,Afternoon
5987,Jet Airways,Kolkata,Banglore,1,9314,2019,1570,Evening,Evening
5988,IndiGo,Delhi,Cochin,1,7060,2019,290,Afternoon,Evening
5989,IndiGo,Chennai,Kolkata,0,7900,2019,145,Morning,Afternoon
5990,Jet Airways,Mumbai,Hyderabad,0,5678,2019,85,Night,Night
5991,IndiGo,Kolkata,Banglore,1,4860,2019,275,Evening,Night
5992,SpiceJet,Mumbai,Hyderabad,0,2017,2019,90,Night,Morning
5993,IndiGo,Kolkata,Banglore,1,5069,2019,290,Morning,Afternoon
5994,Vistara,Kolkata,Banglore,1,9397,2019,1655,Morning,Morning
5995,IndiGo,Delhi,Cochin,1,5073,2019,300,Morning,Afternoon
5997,Multiple carriers,Delhi,Cochin,1,8099,2019,600,Morning,Evening
5998,Air India,Banglore,New Delhi,1,14594,2019,480,Morning,Evening
5999,IndiGo,Delhi,Cochin,0,4729,2019,185,Afternoon,Evening
6000,IndiGo,Kolkata,Banglore,0,4804,2019,155,Night,Night
6001,Jet Airways,Delhi,Cochin,2,19644,2019,440,Morning,Evening
6002,Air India,Delhi,Cochin,2,8656,2019,1410,Evening,Evening
6003,Jet Airways,Delhi,Cochin,2,13014,2019,1615,Morning,Afternoon
6004,IndiGo,Delhi,Cochin,1,6442,2019,570,Morning,Afternoon
6005,Jet Airways,Delhi,Cochin,1,12373,2019,1415,Afternoon,Afternoon
6006,Jet Airways,Kolkata,Banglore,1,10539,2019,1730,Morning,Afternoon
6007,Jet Airways,Kolkata,Banglore,1,10844,2019,800,Evening,Morning
6008,Vistara,Kolkata,Banglore,1,8452,2019,965,Evening,Morning
6009,IndiGo,Delhi,Cochin,1,7144,2019,835,Morning,Night
6010,SpiceJet,Banglore,New Delhi,0,5126,2019,170,Evening,Night
6011,Multiple carriers,Delhi,Cochin,1,6795,2019,390,Evening,Night
6012,Jet Airways,Kolkata,Banglore,1,8586,2019,775,Evening,Morning
6013,SpiceJet,Kolkata,Banglore,0,4439,2019,145,Morning,Morning
6014,SpiceJet,Banglore,New Delhi,0,6205,2019,175,Morning,Afternoon
6015,IndiGo,Banglore,Delhi,0,4284,2019,175,Night,Night
6016,Jet Airways,Kolkata,Banglore,1,14571,2019,425,Afternoon,Night
6017,Air Asia,Kolkata,Banglore,0,3807,2019,150,Evening,Night
6018,SpiceJet,Kolkata,Banglore,0,3850,2019,160,Morning,Morning
6019,SpiceJet,Kolkata,Banglore,1,8479,2019,435,Morning,Evening
6020,Multiple carriers,Delhi,Cochin,1,8073,2019,720,Morning,Evening
6021,IndiGo,Banglore,Delhi,0,3943,2019,170,Afternoon,Afternoon
6022,IndiGo,Chennai,Kolkata,0,4332,2019,145,Morning,Afternoon
6023,SpiceJet,Kolkata,Banglore,0,4174,2019,150,Evening,Evening
6024,Air India,Banglore,New Delhi,1,14594,2019,1265,Morning,Morning
6025,Jet Airways,Delhi,Cochin,2,11507,2019,810,Night,Evening
6026,Multiple carriers,Delhi,Cochin,1,6093,2019,920,Morning,Night
6027,IndiGo,Banglore,New Delhi,0,8033,2019,175,Evening,Evening
6028,IndiGo,Banglore,Delhi,0,4823,2019,180,Afternoon,Evening
6029,Jet Airways,Delhi,Cochin,2,13292,2019,910,Evening,Afternoon
6030,Multiple carriers,Delhi,Cochin,1,9526,2019,455,Morning,Evening
6031,SpiceJet,Kolkata,Banglore,0,3815,2019,140,Night,Night
6032,IndiGo,Chennai,Kolkata,0,3597,2019,140,Afternoon,Afternoon
6033,Jet Airways,Delhi,Cochin,2,13376,2019,830,Afternoon,Night
6034,SpiceJet,Mumbai,Hyderabad,0,2017,2019,90,Night,Morning
6035,Air India,Kolkata,Banglore,2,11853,2019,955,Morning,Night
6036,Jet Airways,Delhi,Cochin,1,10262,2019,360,Afternoon,Evening
6037,SpiceJet,Chennai,Kolkata,0,3859,2019,155,Morning,Afternoon
6038,Air India,Kolkata,Banglore,2,12744,2019,1345,Morning,Night
