Lot_Frontage,Lot_Area,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,BsmtFin_SF_1,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,1st_Flr_SF,2nd_Flr_SF,Full_Bath,Half_Bath,TotRms_AbvGrd,Fireplaces,Garage_Yr_Blt,Garage_Cars,Garage_Area,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,3Ssn_Porch,Screen_Porch,Yr_Sold,SalePrice
83,10126,6,5,1997,1998,1593,162,83,1838,1838,0,2,0,8,0,1998,3,721,160,67,0,0,0,2008,185000
70,9135,7,5,2002,2003,810,0,726,1536,1536,0,2,0,7,0,2002,2,532,192,74,0,0,0,2008,214000
65,8450,7,5,2003,2003,706,0,150,856,856,854,2,1,8,0,2003,2,548,0,61,0,0,0,2008,208500
75,9750,7,5,2004,2004,24,0,1421,1445,1445,0,2,0,6,0,2004,2,470,0,35,0,0,0,2008,186500
65,8450,7,5,2004,2004,946,0,490,1436,1436,0,2,0,8,0,2004,2,484,139,98,0,0,0,2008,210000
64,8320,7,5,2004,2004,490,0,280,770,770,812,2,1,6,0,2004,2,520,0,45,0,0,0,2008,185900
85,11049,8,5,2007,2007,0,0,1234,1234,1234,0,2,0,7,0,2007,2,484,0,30,0,0,0,2008,179900
85,11058,7,6,2007,2007,56,0,1508,1564,1564,0,2,0,6,0,2007,3,814,0,24,0,0,0,2008,218836
74,9627,7,5,2007,2007,24,0,1327,1351,1361,0,2,0,6,0,2007,2,610,0,50,0,0,0,2008,193000
63,8199,7,5,2005,2005,648,0,80,728,728,728,2,1,7,1,2005,2,410,36,18,0,0,0,2008,189000
71.33636364,4426,6,5,2004,2004,697,0,151,848,848,0,1,0,3,1,2004,2,420,149,0,0,0,0,2008,149300
71.33636364,4426,6,5,2004,2004,697,0,151,848,848,0,1,0,3,1,2004,2,420,149,0,0,0,0,2008,141000
71.33636364,4438,6,5,2004,2004,662,0,186,848,848,0,1,0,3,1,2004,2,420,149,0,0,0,0,2008,149000
71.33636364,4438,6,5,2004,2004,662,0,186,848,848,0,1,0,4,1,2004,2,420,140,0,0,0,0,2008,144500
67,8777,5,7,1910,1950,0,0,796,796,796,0,1,0,4,0,0,0,0,328,0,164,0,0,2008,85000
67,8777,5,7,1900,2003,1084,0,188,1272,1272,928,2,2,9,0,0,0,0,0,70,0,0,0,2008,145900
75,9825,5,5,1966,1966,609,0,483,1092,1092,0,1,0,6,0,1966,1,264,259,0,0,0,161,2008,123000
75,9937,5,6,1965,1965,830,290,136,1256,1256,0,1,1,6,0,1965,1,276,736,68,0,0,0,2008,147500
64,12102,5,5,1976,1976,456,0,0,456,1033,0,1,0,6,0,1976,2,504,224,0,0,0,0,2008,165000
65,6500,6,6,1976,1976,1033,0,94,1127,1127,0,1,1,6,1,1991,2,480,0,0,138,0,0,2008,135000
63,13907,5,6,1940,1969,290,0,706,996,996,0,1,0,6,1,0,0,0,144,0,0,0,0,2008,108000
90,10012,4,5,1972,1972,920,180,38,1138,1181,0,2,0,6,0,1974,2,588,0,0,180,0,0,2008,137500
60,6931,7,5,2003,2004,0,0,746,746,760,896,2,1,7,1,2003,2,397,178,128,0,0,0,2008,165400
64.79428571,9638,6,6,1977,1977,368,120,541,1029,1117,0,1,0,6,1,1977,2,542,292,0,0,0,0,2008,147000
72,7200,6,7,1976,2001,288,0,396,684,684,714,1,1,6,1,1976,2,440,0,0,0,0,0,2008,160500
60,7024,4,5,2005,2005,1024,0,108,1132,1132,0,1,1,5,0,2005,2,451,252,64,0,0,0,2008,176000
123,47007,5,7,1959,1996,0,0,0,0,3820,0,3,1,11,2,1959,2,624,0,372,0,0,0,2008,284700
35,3675,6,5,2005,2005,459,0,88,547,1072,0,1,0,5,0,2005,2,525,0,28,0,0,0,2008,148000
65,6040,4,5,1955,1955,0,0,0,0,1152,0,2,0,6,0,0,0,0,0,0,0,0,0,2008,82000
65,6012,4,5,1955,1955,0,0,0,0,1152,0,2,0,6,0,0,0,0,0,0,0,0,0,2008,82000
92,12108,4,4,1955,1955,133,0,1307,1440,1440,0,2,0,8,0,0,0,0,0,0,0,0,0,2008,118000
74,6845,4,5,1955,1955,0,0,0,0,1152,0,2,0,6,0,0,0,0,0,0,0,0,0,2008,82500
56,6931,4,5,1955,1955,784,0,0,784,784,0,1,0,4,0,0,0,0,112,0,0,0,0,2008,91900
60,12180,5,7,1938,2007,0,0,585,585,585,468,1,1,5,0,0,0,0,42,0,0,0,0,2008,120000
57,8050,5,8,1947,1993,0,0,0,0,929,208,1,1,8,0,0,0,0,0,0,0,0,0,2008,96000
68,9520,4,5,1953,1953,767,0,144,911,930,0,1,0,5,0,1953,1,286,134,0,0,0,0,2008,99000
70,11767,5,6,1946,1995,352,0,416,768,768,432,1,0,6,0,1946,1,240,0,0,0,0,0,2008,130500
60,8172,4,6,1954,1972,0,0,941,941,997,473,2,0,7,0,1958,1,548,0,0,0,0,156,2008,135000
59,16466,5,7,1955,1955,0,0,816,816,872,521,1,1,8,0,1955,1,300,121,0,0,0,265,2008,135500
62,7692,4,6,1954,1954,0,0,416,416,1204,0,1,0,6,0,1954,1,312,0,0,0,0,0,2008,100000
67,5142,4,7,1923,2008,224,0,725,949,949,343,1,1,6,0,1923,1,205,0,0,183,0,0,2008,108000
67,5604,5,6,1925,1950,468,0,396,864,864,0,1,0,5,0,0,0,0,0,0,96,0,0,2008,98000
45,8248,3,3,1914,1950,41,0,823,864,864,0,1,0,5,0,0,0,0,0,0,100,0,0,2008,67000
55,5687,5,6,1912,2000,210,0,570,780,936,780,2,0,9,0,0,0,0,0,184,0,0,0,2008,135900
59.06818182,12155,6,8,1925,1950,156,0,516,672,810,672,2,0,7,0,1934,1,400,0,0,254,0,0,2008,140000
60,8400,5,8,1939,1997,378,0,342,720,1052,720,2,1,8,1,1939,1,240,262,24,0,0,0,2008,179500
60,8400,6,5,1925,1950,423,0,758,1181,1390,304,2,0,7,1,1925,2,576,342,0,128,0,0,2008,136500
60,7290,7,8,1921,1950,0,0,1228,1228,1424,0,2,0,7,1,1921,1,312,0,0,90,0,0,2008,168000
55,8525,5,6,1911,1950,0,0,940,940,1024,940,1,1,7,0,0,0,0,0,192,0,0,0,2008,130000
51,9842,5,6,1921,1998,0,0,612,612,990,1611,3,1,8,0,1998,2,621,183,0,301,0,0,2008,189000
64,7804,6,7,1930,1950,281,679,0,960,960,960,2,2,10,2,1930,2,480,248,0,121,0,0,2008,161900
66,8969,6,6,1926,1950,379,0,265,644,672,644,1,0,6,1,2001,1,369,0,0,0,0,192,2008,145000
79,11526,6,7,1922,1994,0,0,588,588,1423,748,2,0,11,1,1993,2,672,431,0,0,0,0,2008,191000
63,15576,6,7,1915,1976,0,0,840,840,840,840,2,0,8,0,1960,1,308,0,0,160,0,0,2008,177000
63,15564,6,6,1914,1995,0,0,676,676,676,588,1,0,6,0,1994,2,400,424,0,0,0,0,2008,147500
52,6292,6,5,1930,1950,384,0,384,768,790,0,1,0,4,0,1925,1,160,0,141,0,0,0,2008,91000
54,7609,8,9,1925,1997,406,0,392,798,798,714,2,0,7,1,1925,1,180,85,16,41,0,0,2008,231000
51,10480,6,5,1936,1950,0,0,1064,1064,1166,0,1,0,6,0,1936,1,240,0,0,0,0,0,2008,115000
69.95180723,9650,6,3,1923,1950,0,0,784,784,819,784,1,0,7,1,1980,2,599,0,217,0,0,0,2008,138000
60,7200,7,6,1931,2000,0,0,776,776,851,651,1,1,6,1,1931,1,270,0,0,112,0,0,2008,149000
74,11988,6,7,1934,1995,326,0,389,715,849,811,1,1,6,1,1939,1,240,0,0,0,0,0,2008,188700
69.95180723,11700,5,6,1937,1995,606,0,336,942,1265,673,2,0,7,1,1937,1,240,0,40,0,0,0,2008,198000
69.95180723,9260,5,4,1938,1950,0,0,884,884,932,442,1,0,6,0,1938,1,225,64,0,0,0,100,2008,110000
79,7801,6,5,1951,1951,500,0,591,1091,1091,0,1,0,5,1,1951,1,344,66,105,0,0,221,2008,104000
100,9670,8,6,1935,1950,210,0,398,608,983,890,1,1,9,2,1935,2,786,0,0,207,0,0,2008,257076
69.95180723,14100,8,9,1935,1997,192,0,536,728,1968,1479,3,1,11,2,1982,3,1014,314,12,0,0,0,2008,381000
69.95180723,15660,7,9,1939,2006,341,0,457,798,1137,817,1,1,8,2,1939,2,431,0,119,150,0,0,2008,311500
70,12392,7,9,1950,2000,435,0,397,832,1218,943,2,1,8,2,1994,2,506,0,96,0,0,0,2008,263400
56,26073,5,5,1956,1956,1116,0,782,1898,1898,0,2,1,7,2,1956,2,484,0,51,224,0,0,2008,236500
69.95180723,14778,6,7,1954,2006,728,0,568,1296,1640,0,1,0,7,1,1993,2,924,108,0,0,216,0,2008,224000
24,1879,6,6,1980,1980,366,0,150,516,516,516,1,0,5,1,1980,2,462,213,0,0,0,0,2008,116500
24,1950,6,6,1980,1980,81,612,23,716,716,840,2,1,6,1,1980,2,452,161,0,0,0,0,2008,151000
50,7000,6,8,1926,1998,299,40,555,894,919,0,1,0,5,0,1926,1,195,0,0,116,0,0,2008,126000
60,6000,6,8,1940,2006,0,0,720,720,760,330,1,0,5,0,1940,1,240,0,0,0,0,0,2008,120000
40,3636,4,4,1922,1950,0,0,796,796,796,0,1,0,5,0,0,0,0,0,0,100,0,0,2008,55000
62.38372093,5890,6,8,1930,2007,538,0,278,816,816,0,1,0,5,0,2002,1,432,0,0,96,0,0,2008,120500
71,6900,5,6,1940,1955,403,125,212,740,778,0,1,0,4,1,1966,1,924,0,25,0,0,0,2008,120500
58,8155,5,7,1930,1950,0,0,780,780,780,420,1,0,7,0,0,0,0,0,0,96,0,0,2008,119000
75,6000,5,5,1967,1967,257,0,367,624,1092,564,1,1,7,1,1967,1,288,0,180,0,0,100,2008,126000
60,7392,5,7,1930,1995,0,0,520,520,912,0,1,0,5,0,1934,1,360,0,90,0,0,0,2008,99500
75,9000,5,5,1958,1958,330,0,821,1151,1151,804,2,0,7,0,1958,1,356,0,0,0,0,0,2008,165500
80,14584,1,5,1952,1952,0,0,0,0,733,0,1,0,4,0,1952,2,487,0,0,0,0,0,2008,13100
60,5280,4,7,1895,1950,0,0,173,173,825,536,1,0,6,0,1895,1,185,0,123,0,0,0,2008,89000
50,8500,4,4,1920,1950,0,0,649,649,649,668,1,0,6,0,1920,1,250,0,54,172,0,0,2008,40000
52,5150,4,7,1910,2000,0,0,356,356,671,378,1,0,5,0,1910,1,195,0,0,0,0,0,2008,80900
120,18000,3,4,1935,1950,0,0,894,894,894,0,1,0,6,0,1994,3,1248,0,20,0,0,0,2008,81000
60,9000,4,6,1920,1950,0,0,592,592,432,432,1,1,5,0,1920,1,216,0,30,160,0,0,2008,65000
64,5587,8,5,2008,2008,1480,0,120,1600,1652,0,2,0,5,1,2008,2,482,162,53,0,153,0,2008,392500
44,3843,8,5,2007,2008,1476,0,120,1596,1648,0,2,0,5,1,2007,2,525,162,53,0,153,0,2008,294464
44,3811,7,5,2004,2005,1474,0,120,1594,1646,0,2,0,5,1,2004,2,482,128,53,0,0,155,2008,250000
44,3842,8,5,2004,2005,1373,0,221,1594,1646,0,2,0,5,1,2004,2,482,128,53,0,0,155,2008,275000
75.14444444,23730,7,5,1996,1997,700,0,1140,1840,2032,0,3,0,7,0,1996,3,786,0,46,192,0,0,2008,300000
75.14444444,13265,8,5,2002,2002,1218,0,350,1568,1689,0,2,0,7,2,2002,3,857,150,59,0,0,0,2008,271000
75.14444444,11050,7,5,1996,1997,0,0,910,910,910,910,2,1,8,1,1996,3,816,318,32,0,0,0,2008,213000
76,9880,6,6,1977,1977,522,0,574,1096,1118,0,1,0,6,1,1977,1,358,203,0,0,0,0,2008,171000
75,10125,6,6,1977,1977,641,279,276,1196,1279,0,2,0,6,2,1980,2,473,238,83,0,0,0,2008,171500
76,10260,5,4,1976,1976,0,0,0,0,936,936,2,2,8,0,1976,2,484,0,0,0,0,0,2008,100000
74,9990,4,5,1991,1991,1383,0,297,1680,1689,0,2,0,6,1,1991,2,432,428,120,0,0,0,2008,228500
81.30357143,164660,5,6,1965,1965,1249,147,103,1499,1619,167,2,0,7,2,1965,2,529,670,0,0,0,0,2008,228950
42,4084,7,6,1986,1986,893,0,384,1277,1501,0,2,0,6,1,1986,2,512,240,0,0,0,0,2008,241500
81.30357143,15498,8,6,1976,1976,1165,400,0,1565,2898,0,2,0,10,1,1976,2,665,0,72,174,0,0,2008,287000
74,11563,8,5,2006,2007,1036,0,482,1518,1537,0,2,0,8,0,2007,3,788,0,26,0,0,0,2008,294000
71,9520,8,5,2007,2008,1513,0,125,1638,1646,0,2,0,7,1,2008,3,800,192,44,0,0,0,2008,293077
107,12852,8,5,2007,2007,770,0,150,920,920,860,2,1,6,1,2007,2,612,0,192,0,0,0,2008,264966
73,9802,5,5,2006,2007,0,0,352,352,712,730,2,1,6,0,2007,2,400,100,0,0,0,0,2008,172500
81,12018,7,5,2008,2008,0,0,796,796,796,816,2,1,6,0,2008,3,666,0,64,0,0,0,2008,218689
75,12890,6,5,1989,1989,0,0,1495,1495,1495,0,2,0,8,1,1989,2,438,252,0,192,0,0,2008,150000
47,12416,6,5,1986,1986,1398,208,0,1606,1651,0,2,0,7,1,1986,2,616,192,0,0,0,0,2008,184000
93,18265,6,5,1986,1986,920,60,276,1256,1256,0,2,0,6,1,1986,2,578,282,0,0,0,0,2008,180000
85,10200,6,5,1988,1989,783,0,678,1461,1509,0,2,0,5,1,1988,2,600,224,0,0,0,0,2008,175000
82,11202,8,5,2003,2003,1029,0,403,1432,1440,0,2,0,7,1,2003,2,467,185,95,0,0,0,2008,232500
81.30357143,7915,6,5,1999,2000,1223,0,443,1666,1675,0,2,0,6,0,1999,2,435,165,52,0,0,0,2008,195000
85,12244,8,5,2003,2003,871,0,611,1482,1482,780,2,1,10,2,2003,3,749,168,0,0,0,0,2008,305000
79,11449,8,5,2007,2007,1011,0,873,1884,1728,0,2,0,7,1,2007,2,520,0,276,0,0,0,2008,298751
85,11447,8,5,2005,2006,1571,0,393,1964,1964,0,2,1,7,1,2005,3,892,0,265,0,0,0,2008,370000
97,8940,7,5,1997,1998,1309,0,35,1344,1344,0,2,0,8,0,1997,4,784,0,0,0,0,0,2008,209200
78,7060,7,5,1997,1998,1309,0,35,1344,1344,0,2,0,8,0,1997,4,784,0,0,0,0,0,2008,206300
77,9278,5,5,2007,2008,0,0,1092,1092,1092,0,1,0,5,0,0,0,0,0,52,0,0,0,2008,146000
32,4500,6,5,1997,1997,864,0,325,1189,1189,0,2,0,4,0,1997,2,392,0,122,0,0,0,2008,160500
150,14137,4,5,1964,1964,865,247,88,1200,1200,0,1,0,6,0,1964,3,850,0,119,0,0,171,2008,173000
25.60606061,4224,5,6,1975,1975,769,0,271,1040,1040,0,1,0,6,0,1975,2,499,0,100,0,0,0,2008,124000
25.60606061,2665,5,6,1976,1976,0,0,264,264,616,688,1,1,4,1,1976,1,336,141,24,0,0,0,2008,115000
41,2665,5,7,1976,1976,318,0,232,550,925,550,2,0,6,1,1976,1,336,92,26,0,0,0,2008,129500
21,1974,4,7,1973,2006,501,0,25,526,526,462,1,0,5,0,1973,1,297,120,101,0,0,0,2008,105000
21,1596,4,6,1973,1973,437,0,25,462,526,462,1,0,4,1,1973,1,297,0,101,0,120,0,2008,94900
75.14444444,17979,5,6,1968,1968,785,0,328,1113,1160,0,1,0,6,0,1968,1,257,81,0,0,0,0,2008,152500
21,1477,6,9,1970,2007,358,0,188,546,546,546,2,1,6,0,0,0,0,187,0,0,0,0,2008,98000
21,1890,4,7,1972,1972,495,0,135,630,630,0,1,0,3,0,0,0,0,88,0,0,0,0,2008,81000
100,21750,5,5,1954,1954,0,0,988,988,988,0,1,0,4,0,1954,2,520,0,0,0,0,0,2008,113000
59,6490,5,7,1983,1983,534,0,282,816,816,0,1,0,4,0,1983,1,264,315,0,0,0,0,2008,128500
37,6951,5,5,1984,1985,658,0,218,876,923,0,1,0,5,0,1984,1,264,362,0,0,0,0,2008,119500
60,6600,5,9,1982,2008,641,0,175,816,816,0,1,0,5,1,1982,1,264,0,0,0,0,0,2008,130500
60,6600,5,8,1982,2003,816,0,0,816,816,0,1,0,4,0,1985,2,816,0,0,0,0,0,2008,138000
60,6600,5,6,1982,2005,638,0,207,845,845,0,1,0,6,0,1982,1,264,0,0,0,0,0,2008,134500
75,12508,6,7,1940,1985,660,0,323,983,983,767,2,0,7,0,1989,1,423,245,0,156,0,0,2008,160000
74,12395,5,6,1984,1984,647,0,217,864,889,0,1,0,6,0,1984,2,484,0,0,0,0,0,2008,137500
75.14444444,11075,5,4,1969,1969,562,193,29,784,1168,800,2,1,7,1,1969,2,530,305,189,0,0,0,2008,172000
62.38372093,56600,5,1,1900,1950,0,0,686,686,1150,686,2,0,7,0,1900,1,288,0,0,0,0,0,2008,103000
85,10667,6,6,1971,1971,838,0,749,1587,1587,0,2,0,7,1,1971,2,525,0,44,0,0,0,2007,167300
85,10628,7,5,1970,1970,778,0,499,1277,1277,0,1,0,5,1,1970,2,526,0,0,0,0,176,2007,167000
95,13651,7,6,1973,1973,1880,0,343,2223,2223,0,2,0,8,2,1973,2,516,300,0,0,0,0,2007,244000
95,15865,8,6,1970,1970,351,823,1043,2217,2217,0,2,0,8,1,1970,2,621,81,207,0,0,224,2007,268000
74.20720721,12394,7,5,2003,2003,0,0,847,847,847,886,2,1,7,1,2003,2,433,100,48,0,0,0,2007,225000
74.20720721,10364,6,5,1995,1996,0,0,806,806,806,766,2,1,7,1,1995,2,373,0,40,0,0,0,2007,168000
74.20720721,13869,6,6,1997,1997,182,0,612,794,794,676,2,0,6,0,1997,2,388,0,75,0,0,0,2007,177000
57,8773,6,5,1997,1997,0,0,916,916,916,684,2,1,7,1,1997,2,460,100,38,0,0,0,2007,169000
56,8872,6,5,1997,1997,0,0,384,384,754,630,2,1,7,1,1997,2,390,0,0,0,0,0,2007,161500
41,5330,8,5,2000,2000,1196,0,298,1494,1652,0,2,0,6,0,2000,2,499,96,48,0,0,0,2007,251000
74.20720721,10147,6,5,1994,1994,186,0,206,392,924,770,2,1,7,1,1994,2,398,256,64,0,0,0,2007,160000
74.20720721,8637,6,5,1999,2000,871,0,52,923,947,767,2,1,7,1,2000,2,451,256,48,0,0,0,2007,180000
63,7875,7,5,1996,1996,414,0,277,691,691,862,2,1,6,0,1996,2,420,0,44,0,0,0,2007,178750
63,7875,7,5,1995,1996,0,0,1237,1237,1253,0,2,0,6,1,1995,2,402,220,21,0,0,0,2007,176000
60,7500,6,5,1999,2003,0,0,938,938,957,1342,3,1,7,1,1999,2,482,188,30,0,0,0,2007,204000
74.20720721,9556,7,5,1992,1993,0,0,1168,1168,1187,0,2,0,6,0,1992,2,420,0,21,0,0,0,2007,160000
74.20720721,10784,7,5,1991,1992,0,0,384,384,802,670,2,1,7,1,1991,2,402,164,0,0,0,0,2007,160000
74.20720721,9125,7,5,1992,1992,0,0,384,384,812,670,2,1,7,1,1992,2,392,100,25,0,0,0,2007,163900
74.20720721,7655,6,5,1993,1994,0,0,903,903,910,732,2,1,7,1,1993,2,392,290,84,0,0,0,2007,168000
160,18160,6,6,1964,1964,550,0,752,1302,1128,0,1,0,6,1,1964,2,480,0,108,246,0,0,2007,154204
62.17391304,3696,8,5,1986,1986,0,0,1074,1074,1088,0,1,1,5,0,1987,2,461,0,74,137,0,0,2007,170000
62.17391304,5062,7,5,1984,1984,828,182,180,1190,1190,900,2,0,6,1,1984,2,577,219,0,0,0,0,2007,207500
38,4740,8,5,1988,1988,248,0,918,1166,1179,0,2,0,5,0,1988,2,480,0,108,0,0,135,2007,182000
35,5118,8,5,1990,1990,926,0,386,1312,1321,0,1,0,4,1,1990,2,484,0,64,140,0,0,2007,212000
86,14157,9,5,2005,2006,1249,0,673,1922,1922,0,2,0,8,1,2005,3,676,178,51,0,0,0,2007,377426
98,12328,8,5,2005,2005,986,0,163,1149,1164,1377,3,1,10,1,2005,3,729,120,32,0,0,0,2007,349265
52,51974,9,5,2006,2007,1101,0,1559,2660,2338,0,2,1,8,2,2005,3,1110,0,135,0,0,322,2007,591587
195,41600,5,5,1969,1990,1047,0,53,1100,1424,0,1,1,7,0,1969,3,828,144,0,0,0,0,2007,155000
61,8035,9,5,2006,2006,797,0,815,1612,1612,0,2,0,6,1,2006,2,556,0,164,0,0,0,2007,319900
60,8089,8,6,2007,2007,945,0,474,1419,1419,0,2,0,7,1,2007,2,567,140,0,0,0,0,2007,392000
85,14082,8,5,2006,2006,1558,0,662,2220,2234,0,1,1,7,1,2006,2,724,390,80,0,0,0,2007,441929
81,13870,10,5,2006,2007,1152,0,590,1742,2042,0,2,0,8,1,2007,3,724,240,52,0,0,174,2007,455000
81.51764706,12546,6,7,1981,1981,678,0,762,1440,1440,0,2,0,7,1,1981,2,467,0,0,99,0,0,2007,182900
81.51764706,10960,6,5,1984,1984,256,0,1028,1284,1284,0,2,0,5,0,1984,2,480,0,0,192,0,0,2007,174000
78,12090,6,7,1984,2003,0,0,585,585,1140,728,3,1,7,1,1984,2,477,268,112,0,0,147,2007,178000
78,12090,7,7,1981,2003,321,0,404,725,725,754,2,1,6,1,1981,2,484,167,72,0,0,0,2007,176000
93,12299,7,6,1978,1985,1328,0,201,1529,1664,0,2,0,7,1,1978,2,663,0,0,0,0,0,2007,213000
61,11339,7,5,1979,1979,758,0,22,780,1085,845,2,1,9,1,1979,2,481,192,72,0,0,0,2007,192000
92,11952,7,6,1977,1977,0,0,808,808,1161,808,2,1,8,1,1977,2,534,0,0,0,0,276,2007,190000
81.51764706,12046,6,6,1976,1976,156,0,692,848,1118,912,2,1,8,1,1976,2,551,0,224,0,0,0,2007,195000
81.51764706,10395,6,6,1978,1978,605,0,427,1032,1032,0,2,0,6,1,1978,2,564,0,0,0,0,0,2007,148000
79,11850,6,6,1984,1984,781,0,372,1153,1177,0,2,0,6,0,1984,2,495,204,103,0,0,0,2007,151500
80,11584,7,6,1979,1979,315,110,114,539,1040,685,2,1,6,1,1979,2,550,0,88,216,0,0,2007,197000
80,10400,6,5,1979,1999,903,0,356,1259,1353,0,2,0,5,1,1979,2,478,240,141,0,0,0,2007,192350
80,10793,5,5,1969,1969,493,287,0,780,780,840,2,1,7,0,1969,2,462,208,0,0,0,0,2007,152000
128,13001,6,5,1971,1971,492,121,1012,1625,1220,0,2,0,6,1,1971,2,944,0,0,249,0,0,2007,170000
70,12243,5,6,1971,1971,998,0,486,1484,1484,0,2,0,7,1,1971,2,487,224,0,0,0,180,2007,175000
90,11700,6,6,1968,1968,384,175,143,702,1041,702,1,2,7,1,1968,2,539,224,0,0,0,0,2007,175000
81.51764706,12384,7,7,1976,1976,0,0,793,793,1142,793,2,1,7,1,1976,2,550,0,113,252,0,0,2007,197900
64,8991,7,6,1976,1976,624,604,0,1228,1324,0,2,0,5,1,1976,2,585,407,36,0,0,0,2007,174000
80,8000,6,6,1974,1974,931,153,0,1084,1084,793,2,1,8,1,1974,2,488,0,96,0,0,0,2007,178900
70,10500,5,7,1971,2005,349,0,23,372,576,533,1,0,5,0,1971,1,288,35,0,0,0,0,2007,139000
75.21066667,10530,6,5,1971,1971,282,35,664,981,981,0,1,1,5,0,1979,2,576,0,312,40,0,0,2007,143250
75.21066667,7472,7,9,1972,2004,626,0,99,725,725,754,1,1,7,0,1972,2,484,0,32,0,0,0,2007,184000
63,9457,5,6,1970,1990,566,0,359,925,1422,0,1,0,7,0,1988,2,576,252,0,0,0,0,2007,155000
66,7920,5,5,1970,2002,81,619,214,914,914,0,1,0,5,0,1970,1,368,120,0,0,0,0,2007,133000
61,9758,5,5,1971,1971,412,287,251,950,950,0,1,0,5,0,1981,1,280,0,0,0,0,0,2007,119500
70,8294,4,5,1971,1971,0,0,858,858,872,0,1,0,5,0,1974,4,480,0,0,0,0,0,2007,123000
75.21066667,7340,4,6,1971,1971,322,0,536,858,858,0,1,0,4,0,1979,1,684,0,0,0,0,0,2007,110000
75.21066667,17199,4,7,1961,1961,314,0,600,914,914,0,1,0,4,0,1961,1,270,140,0,0,0,0,2007,128000
60,9000,4,6,1971,1971,616,0,248,864,864,0,1,0,5,0,1974,2,528,0,0,0,0,0,2007,120500
34,4058,7,5,1998,1998,584,139,0,723,767,0,1,0,4,0,1998,1,367,120,40,0,0,0,2007,133000
33,4113,6,5,2001,2001,0,0,1337,1337,1337,0,2,0,5,1,2001,2,511,136,68,0,0,0,2007,155000
26,10943,6,5,1997,1998,930,0,475,1405,1337,0,2,0,5,1,1997,2,522,0,68,0,0,0,2007,177000
21,2205,6,6,1973,1973,312,0,213,525,525,567,1,1,6,0,1973,1,264,144,0,0,0,0,2007,113500
21,1890,6,5,1973,1973,356,0,316,672,672,546,1,1,7,0,1973,1,264,144,28,0,0,0,2007,113000
21,2058,6,5,1973,1973,0,0,672,672,672,546,1,1,7,0,1973,1,264,0,28,0,0,0,2007,113700
24,2016,5,5,1970,1970,0,0,630,630,630,672,2,1,6,0,1970,2,440,0,0,0,0,0,2007,106000
24,1920,5,5,1971,1971,471,0,294,765,765,600,1,1,6,0,1971,2,440,240,36,0,0,0,2007,122500
28.14285714,4928,6,5,1976,1976,120,0,958,1078,958,0,2,0,5,1,1977,2,440,0,205,0,0,0,2007,128000
24,2308,6,6,1976,1976,556,0,248,804,804,744,2,1,7,1,1976,2,440,48,0,0,0,0,2007,155000
24,2304,7,7,1978,1978,632,6,423,1061,1055,0,2,0,4,0,1978,1,319,108,32,0,0,0,2007,142500
65,7150,5,6,1966,1966,725,0,263,988,988,0,1,0,5,0,1974,1,360,0,0,0,0,0,2007,129250
96,12469,9,5,2006,2007,1151,0,639,1790,1816,0,2,0,7,1,2007,3,730,186,36,0,0,0,2007,356000
90,11694,9,5,2007,2007,48,0,1774,1822,1828,0,2,0,9,1,2007,3,774,0,108,0,0,260,2007,314813
93,12030,8,5,2007,2007,0,0,1694,1694,1694,0,2,0,7,0,2007,3,818,168,228,0,0,0,2007,318000
91,11825,8,5,2006,2007,0,0,1694,1694,1694,0,2,0,7,1,2006,3,856,0,112,0,0,0,2007,322400
93,12085,8,5,2007,2007,1004,0,730,1734,1734,0,2,0,7,1,2007,3,928,0,0,0,0,0,2007,318000
110,14333,8,5,2007,2007,1518,0,590,2108,2122,0,2,1,7,1,2007,3,938,130,142,0,0,0,2007,345474
107,14450,9,5,2006,2007,0,0,2121,2121,2121,0,2,1,8,1,2007,3,732,124,98,0,0,142,2007,415298
107,13641,9,5,2007,2007,1304,0,630,1934,1943,713,2,1,8,1,2007,3,1040,268,58,0,0,0,2007,492000
110,13440,8,5,2006,2007,0,0,1108,1108,1148,1402,2,1,11,1,2006,3,670,120,39,0,0,0,2007,338931
105,15431,10,5,2005,2006,1430,0,564,1994,2046,0,2,1,7,2,2005,3,878,188,65,0,0,175,2007,450000
109,14154,7,5,2006,2006,0,0,1063,1063,1071,1101,2,1,9,1,2006,3,947,192,62,0,0,0,2007,280000
107,13891,9,5,2007,2007,1812,0,740,2552,2552,0,2,0,8,2,2007,3,932,130,28,0,0,0,2007,479069
110,14226,8,5,2006,2006,0,0,1935,1935,1973,0,2,0,9,1,2006,3,895,315,45,0,0,0,2007,395000
105,13693,9,5,2006,2006,0,0,2153,2153,2069,574,2,1,9,1,2006,3,694,414,84,0,0,0,2007,380000
98,11428,8,5,2006,2006,0,0,1626,1626,1634,0,2,0,7,1,2006,3,866,0,44,0,0,0,2007,250000
110,14977,8,5,2006,2007,1350,0,626,1976,1976,0,2,0,7,1,2006,3,908,250,63,0,0,0,2007,440000
118,13654,9,5,2005,2006,0,0,1704,1704,1722,1036,2,1,9,1,2005,3,814,282,55,0,0,0,2007,418000
59,17169,10,5,2007,2007,1684,0,636,2320,2290,0,2,1,7,1,2007,3,1174,192,30,0,0,0,2007,500067
