Gone,JoinDate,Age,BusinessTravel,DistanceFromHome,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PerformanceRating
No,3/18/2019,38,Travel_Rarely,1,3,Female,3,3,Manufacturing Director,3,Single,7861,4,3
No,5/3/2021,44,Non-Travel,24,1,Male,1,1,Laboratory Technician,3,Single,3708,2,3
No,4/19/2020,47,Travel_Frequently,3,4,Female,3,4,Sales Executive,3,Divorced,13770,9,3
No,1/20/2019,30,Travel_Rarely,27,3,Male,3,2,Sales Executive,4,Divorced,5304,7,4
No,6/24/2021,29,Travel_Rarely,10,3,Male,3,1,Sales Representative,3,Single,2642,1,3
Yes,7/13/2019,42,Travel_Frequently,19,3,Male,4,1,Research Scientist,3,Divorced,2759,6,3
No,8/28/2019,43,Travel_Frequently,15,4,Male,2,2,Sales Executive,4,Married,6804,3,3
No,6/9/2019,34,Travel_Rarely,8,2,Female,3,2,Healthcare Representative,3,Single,6142,3,3
No,5/28/2020,23,Travel_Rarely,9,2,Male,3,1,Laboratory Technician,1,Married,2500,1,3
No,7/31/2020,39,Travel_Rarely,3,3,Female,4,2,Human Resources,2,Married,6389,9,3
No,6/17/2020,56,Travel_Rarely,9,3,Male,3,4,Healthcare Representative,4,Married,11103,7,3
No,3/16/2020,40,Travel_Rarely,2,4,Female,2,1,Research Scientist,4,Single,2342,0,4
No,9/21/2021,27,Travel_Rarely,7,4,Female,2,2,Healthcare Representative,1,Single,6811,8,3
No,10/2/2019,29,Travel_Rarely,10,4,Male,3,1,Sales Representative,2,Divorced,2297,1,3
No,8/11/2020,53,Travel_Rarely,6,4,Male,3,2,Laboratory Technician,4,Single,2450,2,3
No,1/11/2019,35,Non-Travel,2,4,Female,3,2,Healthcare Representative,1,Divorced,5093,2,3
No,3/11/2019,32,Travel_Frequently,24,1,Male,3,2,Laboratory Technician,4,Married,5309,1,3
No,1/22/2019,38,Travel_Rarely,2,4,Male,3,1,Research Scientist,3,Married,3057,6,3
No,12/31/2021,34,Travel_Rarely,8,2,Female,3,2,Manufacturing Director,1,Divorced,5121,3,3
No,6/27/2021,52,Travel_Rarely,3,3,Male,2,4,Manager,1,Married,16856,1,3
Yes,1/1/2021,33,Travel_Rarely,1,4,Male,3,1,Research Scientist,4,Single,2686,1,3
No,9/14/2020,25,Travel_Rarely,26,3,Female,3,2,Sales Executive,4,Single,6180,1,4
No,1/7/2021,45,Travel_Rarely,2,2,Male,1,2,Sales Representative,3,Single,6632,0,3
No,7/6/2020,23,Travel_Rarely,10,1,Male,4,1,Research Scientist,3,Single,3505,1,3
Yes,12/4/2021,47,Travel_Frequently,27,2,Female,4,2,Sales Executive,3,Single,6397,4,3
No,8/10/2019,34,Travel_Rarely,2,4,Male,3,2,Sales Executive,4,Single,6274,1,4
Yes,11/28/2020,55,Travel_Rarely,2,4,Male,3,5,Manager,1,Married,19859,5,3
No,8/7/2019,36,Non-Travel,8,1,Male,2,3,Sales Executive,1,Single,7587,1,3
No,1/23/2020,52,Non-Travel,19,4,Male,3,1,Research Scientist,4,Married,4258,0,3
No,10/30/2020,26,Travel_Frequently,1,1,Female,1,1,Laboratory Technician,4,Divorced,4364,3,3
No,11/14/2019,29,Travel_Rarely,27,2,Female,3,2,Healthcare Representative,3,Married,4335,4,3
Yes,6/9/2020,26,Travel_Rarely,8,4,Male,2,2,Sales Executive,1,Single,5326,6,3
No,7/18/2019,34,Travel_Rarely,1,2,Female,4,1,Research Scientist,4,Single,3280,2,3
No,4/3/2021,54,Travel_Rarely,19,4,Female,3,2,Manufacturing Director,1,Divorced,5485,9,3
No,4/14/2020,27,Travel_Frequently,8,3,Male,3,2,Sales Executive,4,Married,4342,0,3
No,9/23/2019,37,Travel_Rarely,10,4,Female,3,1,Research Scientist,1,Divorced,2782,0,3
No,7/7/2020,38,Travel_Frequently,2,1,Female,4,2,Manufacturing Director,1,Single,5980,6,3
No,6/5/2020,34,Travel_Rarely,2,3,Female,2,1,Research Scientist,1,Single,4381,1,3
No,1/5/2019,35,Travel_Rarely,8,1,Female,3,1,Sales Representative,4,Married,2572,1,3
No,12/18/2021,30,Travel_Rarely,1,4,Male,1,1,Laboratory Technician,3,Married,3833,3,4
No,7/31/2020,40,Travel_Frequently,2,3,Female,4,2,Healthcare Representative,2,Married,4244,1,4
No,5/6/2021,34,Travel_Rarely,8,3,Female,3,2,Sales Executive,1,Married,6500,5,3
No,6/9/2020,42,Travel_Frequently,8,2,Male,3,5,Manager,4,Divorced,18430,1,3
Yes,2/5/2020,23,Travel_Rarely,6,3,Male,4,1,Laboratory Technician,1,Married,1601,1,4
No,2/14/2019,24,Non-Travel,9,3,Male,2,1,Laboratory Technician,2,Divorced,2694,1,3
No,6/18/2021,52,Travel_Rarely,11,4,Female,3,2,Laboratory Technician,3,Married,3149,8,4
No,4/12/2019,50,Travel_Rarely,2,3,Male,3,4,Research Director,3,Married,17639,5,3
Yes,7/7/2020,29,Travel_Rarely,1,2,Female,2,1,Laboratory Technician,1,Married,2319,1,3
No,5/4/2019,33,Travel_Rarely,7,3,Male,3,3,Research Director,3,Married,11691,0,3
Yes,8/28/2020,33,Travel_Rarely,16,1,Female,3,2,Sales Executive,1,Single,5324,5,3
No,7/10/2019,47,Travel_Rarely,2,3,Female,3,4,Manager,4,Married,16752,1,3
No,10/7/2020,36,Travel_Rarely,1,3,Female,3,2,Manufacturing Director,2,Married,5228,0,3
No,11/28/2019,29,Travel_Rarely,23,3,Male,4,1,Research Scientist,3,Married,2700,1,4
Yes,4/4/2021,58,Travel_Rarely,2,4,Male,3,5,Research Director,2,Single,19246,7,3
No,11/1/2020,35,Travel_Rarely,1,4,Female,4,1,Research Scientist,3,Single,2506,3,3
No,10/22/2021,42,Travel_Rarely,1,4,Female,2,2,Manufacturing Director,4,Married,6062,9,3
Yes,7/15/2021,28,Travel_Rarely,2,3,Male,3,1,Research Scientist,3,Single,4382,6,3
No,4/29/2021,36,Travel_Rarely,13,3,Male,3,1,Human Resources,2,Married,2143,4,3
No,1/23/2019,32,Travel_Rarely,4,3,Female,2,2,Manufacturing Director,3,Married,6162,1,3
No,7/23/2020,40,Travel_Frequently,16,1,Male,2,2,Laboratory Technician,3,Single,5094,6,3
No,1/28/2020,30,Travel_Rarely,2,3,Female,2,2,Manufacturing Director,4,Single,6877,5,4
No,9/22/2021,45,Travel_Rarely,2,2,Female,2,1,Research Scientist,3,Single,2274,1,3
No,9/24/2019,42,Travel_Rarely,29,2,Male,3,2,Manufacturing Director,2,Married,4434,1,3
No,5/1/2020,38,Travel_Frequently,12,1,Male,2,2,Healthcare Representative,1,Divorced,6288,2,3
No,1/9/2020,34,Travel_Frequently,16,3,Female,2,1,Research Scientist,4,Single,2553,1,3
Yes,10/29/2020,49,Travel_Rarely,11,3,Female,3,3,Sales Executive,4,Married,7654,1,3
Yes,1/11/2019,55,Travel_Rarely,2,3,Male,3,2,Sales Executive,4,Single,5160,4,3
No,12/14/2019,43,Travel_Rarely,14,2,Male,3,4,Research Director,1,Married,17159,6,4
No,2/3/2019,27,Travel_Rarely,5,3,Male,2,3,Research Director,4,Divorced,12808,1,3
No,12/11/2020,35,Travel_Rarely,7,3,Male,3,3,Manufacturing Director,3,Single,10221,3,4
No,2/4/2021,28,Travel_Rarely,2,2,Female,3,2,Sales Executive,2,Married,4779,1,4
No,7/3/2020,34,Travel_Rarely,3,3,Male,3,1,Human Resources,4,Married,3737,0,3
Yes,8/17/2019,26,Travel_Frequently,5,3,Female,2,1,Research Scientist,3,Married,2366,1,3
No,8/7/2021,27,Non-Travel,3,4,Male,3,1,Research Scientist,4,Married,1706,1,3
No,12/4/2021,51,Travel_Rarely,26,1,Female,3,4,Manager,3,Married,16307,2,3
No,9/25/2020,44,Travel_Rarely,4,4,Male,3,2,Healthcare Representative,2,Single,5933,9,3
No,8/23/2020,25,Travel_Rarely,2,1,Male,4,1,Research Scientist,1,Single,3424,7,3
No,10/15/2021,33,Travel_Rarely,1,1,Male,4,2,Sales Executive,1,Divorced,4037,1,4
No,4/5/2019,35,Travel_Rarely,27,3,Female,2,1,Research Scientist,1,Single,2559,1,3
No,10/28/2019,36,Travel_Rarely,1,2,Male,3,2,Sales Executive,4,Married,6201,1,3
No,12/27/2020,32,Travel_Rarely,13,2,Male,3,2,Sales Executive,4,Divorced,4403,2,3
No,4/30/2021,30,Travel_Frequently,5,2,Male,2,1,Research Scientist,4,Divorced,3761,9,3
No,9/18/2020,53,Travel_Rarely,7,1,Female,2,3,Sales Executive,4,Married,10934,7,3
No,12/16/2019,45,Travel_Rarely,9,4,Male,3,3,Sales Executive,1,Divorced,10761,4,3
No,2/26/2019,32,Travel_Rarely,8,3,Female,4,2,Research Scientist,3,Married,5175,5,3
No,1/30/2019,52,Travel_Frequently,25,3,Female,2,4,Manufacturing Director,4,Married,13826,3,4
No,3/20/2020,37,Travel_Rarely,16,4,Male,2,2,Sales Executive,3,Divorced,6334,4,3
No,4/11/2020,28,Travel_Rarely,8,2,Male,2,1,Human Resources,4,Divorced,4936,1,3
No,8/12/2019,22,Travel_Rarely,1,4,Male,2,2,Manufacturing Director,4,Married,4775,6,4
No,5/20/2021,44,Travel_Rarely,8,1,Male,4,1,Laboratory Technician,4,Married,2818,2,4
No,5/1/2019,42,Travel_Frequently,2,2,Male,3,1,Research Scientist,4,Single,2515,5,3
No,9/24/2020,36,Travel_Rarely,8,1,Male,2,1,Human Resources,1,Married,2342,0,4
No,8/24/2021,25,Travel_Rarely,3,3,Male,3,2,Sales Executive,1,Married,4194,1,3
No,10/29/2020,35,Travel_Rarely,9,4,Female,2,3,Manufacturing Director,3,Married,10685,1,4
Yes,12/22/2020,35,Travel_Frequently,25,4,Female,3,1,Research Scientist,2,Divorced,2022,1,3
No,3/11/2021,32,Non-Travel,1,4,Male,3,1,Laboratory Technician,4,Divorced,2314,0,3
No,5/23/2021,25,Travel_Rarely,4,3,Male,2,2,Sales Executive,1,Married,4256,1,3
No,5/17/2020,49,Travel_Rarely,1,3,Female,3,1,Research Scientist,1,Married,3580,2,3
No,1/20/2019,24,Non-Travel,4,1,Male,2,1,Laboratory Technician,4,Married,3162,0,3
No,11/4/2020,32,Travel_Frequently,5,2,Male,3,2,Sales Executive,2,Married,6524,1,3
No,2/26/2019,38,Travel_Rarely,9,2,Male,2,1,Sales Representative,2,Married,2899,0,3
No,1/20/2019,42,Travel_Rarely,3,3,Female,4,2,Laboratory Technician,4,Married,5231,2,3
No,11/7/2021,31,Travel_Rarely,11,4,Male,3,1,Research Scientist,4,Married,2356,3,3
Yes,3/2/2020,29,Travel_Rarely,1,2,Female,2,1,Sales Representative,3,Divorced,2800,6,3
No,11/10/2020,53,Travel_Rarely,8,1,Male,3,4,Sales Executive,4,Married,11836,5,3
No,3/26/2019,35,Travel_Rarely,25,4,Male,2,3,Manufacturing Director,2,Married,10903,3,3
No,6/24/2019,37,Travel_Frequently,21,3,Female,3,1,Sales Representative,4,Married,2973,5,3
No,2/18/2019,53,Travel_Rarely,23,4,Female,3,4,Research Director,4,Single,14275,6,3
No,7/14/2021,43,Travel_Frequently,1,4,Female,3,2,Healthcare Representative,4,Married,5562,4,3
No,9/11/2019,47,Travel_Rarely,2,3,Female,3,2,Sales Executive,4,Married,4537,0,4
No,11/22/2021,37,Non-Travel,19,1,Male,3,3,Sales Executive,2,Single,7642,1,3
No,4/3/2021,50,Non-Travel,2,1,Male,3,4,Manager,1,Divorced,17924,1,3
No,10/4/2021,39,Travel_Rarely,2,4,Female,2,2,Human Resources,4,Married,5204,8,3
No,3/16/2021,33,Travel_Rarely,3,4,Male,3,1,Human Resources,2,Divorced,2277,3,3
Yes,8/19/2020,32,Travel_Rarely,25,1,Male,3,1,Laboratory Technician,4,Single,2795,1,4
No,12/19/2021,29,Travel_Rarely,7,1,Female,2,1,Laboratory Technician,4,Divorced,2532,6,3
No,7/16/2020,44,Travel_Rarely,9,2,Male,3,1,Research Scientist,1,Married,2559,1,3
No,8/11/2020,28,Travel_Rarely,5,1,Male,3,2,Sales Executive,4,Single,4908,1,3
Yes,12/15/2020,58,Travel_Frequently,2,4,Male,2,1,Laboratory Technician,4,Divorced,2380,9,3
No,8/20/2019,43,Travel_Rarely,8,1,Female,3,2,Manufacturing Director,2,Divorced,4765,4,4
Yes,5/9/2020,20,Travel_Rarely,2,3,Female,2,1,Sales Representative,3,Single,2044,1,3
Yes,10/14/2021,21,Travel_Rarely,18,4,Female,3,1,Research Scientist,4,Single,2693,1,3
No,7/15/2020,36,Travel_Rarely,14,3,Male,3,2,Healthcare Representative,4,Married,6586,0,3
No,1/24/2020,47,Travel_Rarely,2,4,Female,2,1,Sales Representative,4,Single,3294,1,3
Yes,1/21/2019,22,Travel_Rarely,3,2,Female,3,2,Manufacturing Director,3,Married,4171,0,3
Yes,5/18/2019,41,Travel_Rarely,2,2,Female,1,1,Laboratory Technician,4,Divorced,2778,4,3
No,4/18/2021,28,Travel_Rarely,9,3,Female,3,1,Research Scientist,3,Divorced,2377,5,3
Yes,7/15/2019,39,Travel_Rarely,6,4,Male,3,1,Laboratory Technician,1,Married,2404,7,4
No,1/9/2019,27,Travel_Rarely,4,2,Female,3,1,Research Scientist,3,Single,2318,1,3
No,7/29/2020,34,Travel_Rarely,10,2,Male,3,1,Laboratory Technician,2,Divorced,2008,1,3
No,1/27/2020,42,Travel_Rarely,14,3,Female,2,2,Sales Executive,3,Single,6244,7,3
No,6/13/2021,33,Travel_Rarely,1,3,Male,2,1,Research Scientist,1,Single,2799,3,3
No,5/7/2020,58,Travel_Rarely,5,3,Female,2,3,Healthcare Representative,2,Divorced,10552,2,3
No,7/10/2019,31,Travel_Rarely,7,2,Male,2,1,Sales Representative,3,Married,2329,3,3
No,4/27/2019,35,Travel_Rarely,21,4,Female,3,2,Healthcare Representative,4,Married,4014,1,4
No,5/31/2021,49,Travel_Rarely,8,1,Female,3,3,Laboratory Technician,2,Married,7403,4,3
No,12/1/2021,48,Travel_Rarely,20,4,Male,3,1,Research Scientist,3,Married,2259,4,3
No,4/27/2020,31,Non-Travel,20,4,Female,3,2,Sales Executive,3,Married,6932,1,3
No,6/11/2020,36,Travel_Rarely,7,2,Male,3,1,Research Scientist,4,Single,4678,2,3
No,10/30/2019,38,Travel_Rarely,1,4,Female,3,3,Research Director,1,Married,13582,1,3
No,1/10/2019,32,Non-Travel,1,3,Female,2,1,Laboratory Technician,2,Married,2332,6,4
Yes,11/25/2020,25,Travel_Rarely,19,3,Male,2,1,Sales Representative,2,Married,2413,1,3
No,12/10/2020,40,Travel_Rarely,10,1,Male,2,3,Sales Executive,2,Divorced,9705,2,3
No,6/7/2020,26,Travel_Frequently,1,3,Male,2,2,Sales Executive,1,Single,4294,1,3
No,3/1/2020,41,Travel_Rarely,6,4,Male,3,1,Laboratory Technician,1,Single,4721,2,3
No,8/21/2019,36,Travel_Rarely,2,3,Male,3,1,Laboratory Technician,3,Single,2519,4,4
Yes,1/2/2019,19,Travel_Rarely,21,4,Male,2,1,Sales Representative,2,Single,2121,1,3
Yes,3/3/2019,20,Travel_Rarely,4,1,Male,3,1,Laboratory Technician,1,Single,2973,1,3
No,8/25/2019,31,Travel_Rarely,12,4,Female,3,2,Healthcare Representative,4,Married,5855,0,3
No,10/1/2020,40,Travel_Frequently,9,4,Male,3,1,Research Scientist,2,Divorced,3617,8,3
No,7/13/2021,32,Travel_Rarely,3,3,Female,3,2,Manufacturing Director,1,Married,6725,1,3
Yes,1/29/2019,36,Travel_Rarely,3,3,Male,2,3,Sales Executive,4,Married,10325,1,3
No,5/14/2019,33,Travel_Rarely,1,2,Female,2,2,Healthcare Representative,4,Single,6949,0,3
Yes,5/20/2021,37,Travel_Rarely,1,1,Male,2,3,Sales Executive,3,Married,10609,5,3
No,5/27/2020,45,Non-Travel,4,3,Male,3,2,Laboratory Technician,2,Married,4447,1,3
No,9/12/2019,29,Travel_Frequently,20,3,Female,3,1,Sales Representative,4,Married,2157,1,3
No,9/29/2019,35,Travel_Rarely,18,3,Female,3,2,Sales Executive,3,Married,4601,1,3
No,7/26/2019,52,Travel_Rarely,1,4,Male,3,4,Manager,4,Married,17099,2,3
Yes,9/19/2019,58,Travel_Rarely,2,4,Male,3,1,Research Scientist,3,Single,2479,4,4
No,10/16/2021,53,Travel_Rarely,2,3,Male,3,4,Manager,3,Divorced,14852,6,3
No,8/5/2019,30,Travel_Rarely,8,3,Male,3,3,Sales Executive,3,Divorced,7264,5,3
No,10/15/2021,38,Non-Travel,10,3,Female,3,2,Sales Executive,4,Single,5666,1,3
No,11/9/2020,35,Travel_Rarely,3,4,Male,3,3,Sales Executive,4,Divorced,7823,6,3
No,7/31/2020,39,Travel_Rarely,2,1,Male,4,3,Sales Executive,3,Single,7880,0,3
Yes,1/25/2021,40,Non-Travel,24,2,Female,4,4,Sales Executive,2,Single,13194,4,3
No,9/8/2021,47,Travel_Frequently,16,3,Male,4,2,Manufacturing Director,3,Divorced,5067,1,3
No,4/3/2021,36,Non-Travel,8,1,Male,3,2,Sales Executive,4,Divorced,5079,4,3
Yes,7/10/2021,31,Non-Travel,9,3,Male,2,1,Research Scientist,1,Single,2321,0,4
No,5/14/2020,33,Non-Travel,17,4,Male,3,4,Manager,3,Single,17444,1,3
Yes,6/22/2019,29,Travel_Rarely,10,4,Female,2,1,Research Scientist,1,Single,2404,6,4
No,8/11/2019,33,Travel_Rarely,13,2,Female,3,1,Research Scientist,4,Single,3452,3,3
No,11/12/2020,45,Travel_Rarely,1,4,Female,3,1,Laboratory Technician,4,Divorced,2270,3,3
No,7/12/2021,50,Travel_Rarely,1,4,Male,3,4,Research Director,4,Divorced,17399,9,4
No,10/24/2020,33,Travel_Frequently,1,3,Female,4,2,Healthcare Representative,2,Married,5488,1,3
No,9/27/2019,41,Travel_Frequently,9,1,Male,3,5,Research Director,3,Divorced,19419,2,3
No,11/10/2021,27,Travel_Rarely,16,3,Female,3,1,Laboratory Technician,2,Married,2811,9,3
No,6/17/2020,45,Non-Travel,23,4,Male,3,2,Laboratory Technician,1,Married,3633,1,3
No,7/24/2020,47,Travel_Rarely,4,4,Female,3,2,Sales Executive,4,Single,4163,1,3
Yes,2/20/2019,30,Travel_Rarely,22,1,Female,3,1,Research Scientist,3,Married,2132,4,3
No,12/8/2020,50,Travel_Rarely,24,4,Male,3,4,Manufacturing Director,3,Married,13973,3,3
No,1/28/2021,38,Travel_Frequently,10,3,Male,3,1,Research Scientist,3,Married,2684,0,3
No,1/17/2021,46,Travel_Rarely,7,4,Male,3,3,Manufacturing Director,3,Divorced,10845,6,3
No,12/3/2021,24,Travel_Rarely,17,4,Female,2,2,Manufacturing Director,3,Divorced,4377,1,3
Yes,1/17/2021,35,Travel_Rarely,14,3,Male,2,1,Laboratory Technician,2,Divorced,3743,1,4
No,2/27/2019,31,Travel_Frequently,1,3,Female,3,2,Manufacturing Director,1,Married,4148,1,3
No,3/24/2019,18,Non-Travel,5,2,Male,3,1,Research Scientist,4,Single,1051,1,3
No,1/19/2021,54,Travel_Rarely,17,3,Female,3,3,Manufacturing Director,3,Married,10739,8,3
No,5/22/2021,35,Travel_Rarely,25,3,Female,3,3,Healthcare Representative,3,Divorced,10388,1,3
No,4/27/2021,30,Travel_Rarely,8,2,Female,4,3,Research Director,1,Married,11416,0,3
Yes,8/5/2019,20,Travel_Rarely,11,4,Female,2,1,Research Scientist,1,Single,2600,1,3
Yes,3/2/2019,30,Travel_Frequently,5,2,Female,3,1,Laboratory Technician,2,Single,2422,0,3
No,4/11/2021,26,Travel_Rarely,2,4,Male,4,2,Manufacturing Director,4,Married,5472,1,3
No,11/26/2021,22,Travel_Rarely,8,2,Male,1,1,Laboratory Technician,1,Married,2451,1,3
No,3/10/2020,48,Travel_Rarely,6,1,Male,2,2,Healthcare Representative,3,Single,4240,2,3
No,10/26/2020,48,Travel_Rarely,4,3,Male,2,3,Healthcare Representative,3,Single,10999,7,3
No,10/10/2021,41,Travel_Rarely,7,4,Female,3,2,Manufacturing Director,3,Single,5003,6,3
No,12/21/2019,39,Travel_Rarely,1,4,Female,2,4,Manufacturing Director,4,Married,12742,1,3
No,5/28/2019,27,Travel_Rarely,2,1,Female,3,2,Manufacturing Director,4,Married,4227,0,3
No,8/7/2021,35,Travel_Rarely,10,2,Male,3,1,Laboratory Technician,4,Divorced,3917,1,4
No,4/4/2021,42,Travel_Rarely,5,4,Male,3,5,Manager,3,Married,18303,6,3
No,2/2/2021,50,Travel_Rarely,9,1,Male,3,1,Laboratory Technician,4,Married,2380,4,3
No,9/29/2019,59,Travel_Rarely,2,3,Female,2,4,Manufacturing Director,4,Single,13726,3,3
Yes,11/1/2021,37,Travel_Rarely,11,1,Female,1,2,Healthcare Representative,2,Married,4777,5,3
No,7/7/2021,55,Travel_Frequently,18,3,Male,3,2,Healthcare Representative,2,Married,6385,3,3
No,10/2/2020,41,Non-Travel,7,2,Female,1,5,Research Director,3,Divorced,19973,1,4
No,8/31/2020,38,Travel_Rarely,3,2,Male,3,2,Sales Executive,4,Single,6861,8,3
Yes,7/31/2020,26,Non-Travel,29,2,Male,1,2,Sales Executive,1,Single,4969,8,3
Yes,11/24/2021,52,Travel_Rarely,2,1,Female,1,5,Manager,4,Married,19845,1,3
No,1/30/2019,44,Travel_Rarely,28,4,Female,4,4,Sales Executive,4,Married,13320,3,3
No,10/18/2019,50,Non-Travel,1,4,Female,3,2,Sales Executive,3,Married,6347,0,3
Yes,10/10/2020,36,Travel_Rarely,16,3,Female,4,1,Laboratory Technician,1,Single,2743,1,3
No,6/30/2019,39,Travel_Frequently,22,4,Female,3,3,Manufacturing Director,1,Single,10880,1,3
No,8/4/2021,33,Non-Travel,8,2,Female,2,1,Sales Representative,4,Single,2342,0,3
No,4/1/2020,45,Travel_Rarely,11,4,Female,3,4,Manager,4,Married,17650,3,3
No,11/14/2020,32,Non-Travel,29,4,Female,3,1,Laboratory Technician,3,Single,4025,9,3
No,3/7/2019,34,Travel_Rarely,1,2,Male,4,2,Sales Executive,4,Divorced,9725,0,3
No,11/28/2021,59,Travel_Rarely,1,2,Male,3,3,Manager,4,Married,11904,3,3
No,1/20/2019,45,Travel_Rarely,24,2,Male,3,1,Human Resources,2,Single,2177,1,3
No,11/14/2021,53,Travel_Frequently,2,3,Female,2,3,Sales Executive,2,Married,7525,2,3
Yes,7/24/2019,36,Travel_Rarely,15,1,Male,3,2,Laboratory Technician,3,Divorced,4834,7,3
Yes,8/24/2020,26,Travel_Frequently,2,1,Male,3,1,Research Scientist,1,Married,2042,6,3
No,4/14/2021,34,Travel_Rarely,10,3,Female,3,1,Sales Representative,3,Married,2220,1,3
No,12/2/2020,28,Travel_Rarely,10,4,Male,3,1,Sales Representative,2,Married,1052,1,4
No,12/5/2021,38,Travel_Frequently,3,3,Male,3,1,Research Scientist,3,Married,2821,3,3
No,10/9/2021,50,Travel_Rarely,2,2,Male,3,5,Research Director,3,Married,19237,2,3
No,11/22/2019,37,Travel_Rarely,3,4,Female,3,2,Healthcare Representative,2,Single,4107,3,3
No,8/27/2021,40,Travel_Rarely,26,3,Male,3,2,Sales Executive,1,Married,8396,1,3
No,10/11/2021,26,Travel_Frequently,1,1,Female,2,1,Research Scientist,3,Divorced,2007,1,3
No,11/6/2021,46,Travel_Rarely,1,4,Male,3,5,Research Director,4,Divorced,19627,9,3
No,12/5/2019,54,Travel_Rarely,2,3,Female,2,3,Sales Executive,3,Married,10686,6,3
No,6/16/2019,56,Travel_Frequently,9,1,Female,3,1,Research Scientist,3,Married,2942,2,3
No,1/9/2021,36,Travel_Rarely,12,4,Female,2,3,Manufacturing Director,4,Single,8858,0,3
No,10/26/2021,55,Non-Travel,2,3,Male,2,4,Manager,1,Single,16756,7,3
No,8/5/2020,43,Travel_Rarely,25,3,Male,2,3,Sales Executive,4,Divorced,10798,5,3
Yes,9/28/2020,20,Travel_Frequently,9,4,Female,3,1,Sales Representative,4,Single,2323,1,3
Yes,5/2/2020,21,Travel_Rarely,10,3,Female,2,1,Laboratory Technician,1,Single,1416,1,3
No,8/24/2019,46,Travel_Rarely,8,4,Female,2,2,Research Scientist,1,Divorced,4615,8,4
Yes,9/7/2019,51,Travel_Rarely,4,1,Male,3,1,Research Scientist,3,Married,2461,9,3
Yes,7/14/2021,28,Non-Travel,24,2,Male,2,3,Healthcare Representative,1,Single,8722,1,3
No,7/5/2021,26,Travel_Rarely,1,1,Male,2,1,Laboratory Technician,1,Married,3955,1,3
No,1/14/2020,30,Travel_Rarely,20,3,Male,3,2,Manufacturing Director,1,Married,9957,0,3
No,9/24/2019,41,Travel_Rarely,7,2,Female,4,1,Research Scientist,3,Married,3376,1,3
No,10/3/2020,38,Travel_Rarely,17,3,Female,2,3,Healthcare Representative,3,Married,8823,0,3
No,1/25/2021,40,Travel_Rarely,20,1,Male,3,3,Healthcare Representative,4,Married,10322,4,4
No,6/23/2020,27,Non-Travel,8,1,Male,1,1,Laboratory Technician,3,Married,4621,1,3
No,2/26/2021,55,Travel_Frequently,2,4,Male,3,3,Manufacturing Director,2,Married,10976,3,3
No,7/24/2021,28,Travel_Rarely,10,3,Female,3,2,Research Scientist,3,Single,3660,3,3
Yes,11/19/2021,44,Travel_Rarely,1,2,Male,2,3,Human Resources,1,Married,10482,9,3
No,5/20/2020,33,Travel_Rarely,5,4,Male,2,3,Healthcare Representative,4,Divorced,7119,4,3
Yes,1/27/2020,35,Travel_Rarely,4,4,Male,3,3,Sales Executive,1,Single,9582,0,4
Yes,11/20/2020,33,Travel_Frequently,29,1,Female,2,2,Research Scientist,3,Single,4508,1,4
No,10/30/2019,28,Travel_Rarely,15,1,Male,3,1,Laboratory Technician,3,Divorced,2207,1,3
No,8/11/2021,34,Travel_Frequently,3,1,Male,3,2,Healthcare Representative,4,Single,7756,0,3
No,8/20/2019,37,Travel_Rarely,10,4,Female,2,2,Sales Executive,4,Divorced,6694,2,3
Yes,2/19/2020,25,Travel_Rarely,4,4,Male,3,1,Laboratory Technician,4,Married,3691,1,3
Yes,9/12/2020,26,Travel_Rarely,21,1,Male,3,1,Laboratory Technician,3,Divorced,2377,1,4
Yes,11/21/2021,33,Travel_Rarely,25,1,Male,2,1,Research Scientist,2,Single,2313,4,4
No,7/27/2020,42,Travel_Rarely,2,4,Male,3,4,Manager,1,Married,17665,0,3
Yes,10/2/2019,28,Travel_Frequently,1,1,Male,2,1,Laboratory Technician,2,Divorced,2596,1,3
Yes,5/16/2021,50,Travel_Frequently,1,4,Male,3,2,Sales Executive,3,Single,4728,3,3
No,3/6/2019,33,Travel_Frequently,7,4,Female,3,2,Sales Executive,2,Married,4302,0,3
No,11/17/2020,34,Non-Travel,3,3,Male,2,1,Research Scientist,4,Married,2979,3,3
No,7/18/2019,48,Non-Travel,1,1,Male,4,4,Manager,4,Single,16885,2,4
No,2/23/2019,45,Non-Travel,9,2,Female,2,2,Sales Executive,3,Married,5593,1,3
No,8/28/2021,52,Travel_Rarely,7,2,Male,3,3,Healthcare Representative,2,Single,10445,7,3
No,7/30/2019,38,Travel_Rarely,10,3,Male,2,3,Sales Executive,3,Divorced,8740,0,3
No,1/3/2021,29,Travel_Rarely,28,3,Female,3,1,Research Scientist,4,Divorced,2514,4,4
No,10/23/2020,28,Travel_Rarely,3,4,Female,3,3,Manufacturing Director,2,Divorced,7655,0,3
No,10/11/2020,46,Travel_Rarely,3,1,Male,3,4,Manager,3,Married,17465,3,3
No,8/25/2020,38,Travel_Rarely,2,4,Male,3,3,Sales Executive,2,Single,7351,7,3
No,10/12/2020,43,Travel_Frequently,27,3,Female,3,3,Manufacturing Director,1,Married,10820,8,3
