Id,Model,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,CC,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Parking_Assistant,Tow_Bar,High_Price
675,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,62,7,1999,105000,Petrol,86,0,Black,0,1300,5,4,5,69,1040,0,0,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,No
676,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,68,1,1999,104299,Petrol,110,1,Grey,0,1600,5,4,5,85,1085,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,No
677,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,67,2,1999,104000,Petrol,86,0,Grey,0,1300,3,4,5,69,1020,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,No
678,TOYOTA Corolla 1.3 LIN. Terra 2/3-Doors,68,1,1999,104000,Petrol,86,1,Green,0,1300,3,4,5,19,1015,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,No
679,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,58,11,1999,103458,Petrol,86,1,Red,0,1300,3,4,5,69,1025,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,No
680,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,63,6,1999,103400,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,No
681,TOYOTA Corolla 1.3 16V WAGON LINEA LUNA Stationwagen,63,6,1999,102807,Petrol,86,0,Black,0,1300,5,4,5,85,1055,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,No
682,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,68,1,1999,102494,Petrol,110,0,Red,0,1600,5,4,5,85,1090,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,No
683,TOYOTA Corolla 2.0 LB LINEA TERRA D 4/5-Doors,57,12,1999,102300,Diesel,72,1,Blue,0,2000,5,4,5,185,1135,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,No
684,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,61,8,1999,102106,Petrol,110,0,Blue,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,No
685,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,1,1999,101889,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,No
686,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,57,12,1999,101791,Diesel,72,0,Green,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,No
687,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,63,6,1999,101469,Petrol,110,1,Blue,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,No
688,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,1,1999,101001,Petrol,110,0,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,No
689,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,61,8,1999,100748,Petrol,110,0,Red,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,No
690,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,65,4,1999,100550,Petrol,110,1,Red,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,No
691,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,67,2,1999,99781,Petrol,110,1,Grey,0,1600,5,4,5,85,1085,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,No
692,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,59,10,1999,98658,Petrol,86,1,Silver,0,1300,3,4,5,69,1020,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,No
693,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,65,4,1999,98500,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,0,0,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,No
694,TOYOTA Corolla 1.3 Linea Terra sedan Comf. 4/5-Doors,64,5,1999,98291,Petrol,86,0,Green,0,1300,4,4,5,69,1000,0,1,12,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,No
695,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,61,8,1999,97648,Petrol,110,1,Beige,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,No
696,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,61,8,1999,97425,Petrol,110,1,Black,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,No
697,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,1999,97173,Petrol,86,0,Blue,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,No
698,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,66,3,1999,97046,Petrol,86,1,Grey,0,1300,4,4,5,69,1000,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,No
699,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,67,2,1999,96000,Petrol,110,1,Black,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,No
700,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,60,9,1999,96000,Diesel,72,0,Red,0,2000,4,4,5,185,1100,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes
701,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,67,2,1999,95750,Petrol,110,1,Green,0,1600,5,4,5,85,1070,0,1,6,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,No
702,TOYOTA Corolla 1.6 HB Linea Luna 2/3-Doors,61,8,1999,95147,Petrol,110,1,Silver,0,1600,3,4,5,85,1050,0,1,6,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,No
703,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,68,1,1999,95000,Petrol,110,0,Red,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,No
704,TOYOTA Corolla 1.6-16v Linea Terra 2/3-Doors,65,4,1999,95000,Petrol,110,1,Silver,0,1600,3,4,5,69,1050,0,1,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,No
705,TOYOTA Corolla 1.6 G6R HB 2/3-Doors,66,3,1999,94606,Petrol,110,0,Black,0,1600,3,4,5,85,1065,0,0,6,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,No
706,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,63,6,1999,94504,Petrol,86,1,Red,0,1300,4,4,5,69,1000,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No
707,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,65,4,1999,93428,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,No
708,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,1999,93408,Petrol,86,0,Blue,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,No
709,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,68,1,1999,93296,Petrol,110,1,Silver,0,1600,5,4,5,85,1090,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,No
710,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,1999,93098,Petrol,110,1,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,No
711,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,67,2,1999,92922,Diesel,72,1,Green,0,2000,4,4,5,185,1100,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No
712,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,61,8,1999,92498,Petrol,110,1,Green,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,No
713,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,65,4,1999,92226,Petrol,110,0,Red,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,No
714,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,68,1,1999,91505,Diesel,72,0,Red,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,No
715,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,64,5,1999,91333,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,No
716,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,1999,91246,Petrol,86,1,Silver,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,No
717,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,58,11,1999,91000,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,No
718,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,68,1,1999,90727,Petrol,110,0,Red,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,No
719,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,62,7,1999,90000,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,No
720,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,60,9,1999,89576,Petrol,110,0,Red,0,1600,4,4,5,69,1035,0,0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,No
721,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,64,5,1999,89145,Petrol,86,1,Blue,0,1300,3,4,5,69,1025,0,1,3,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,No
722,TOYOTA Corolla 1.6 Linea Luna Wagon Stationwagen,63,6,1999,89000,Petrol,110,1,White,0,1600,5,4,5,85,1085,0,0,6,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,No
723,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,68,1,1999,88807,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,No
724,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,63,6,1999,88685,Petrol,110,0,Grey,0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,No
725,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,62,7,1999,88667,Petrol,110,1,Red,0,1600,4,4,5,69,1040,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,No
726,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,57,12,1999,88480,Petrol,110,1,Green,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,No
727,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,61,8,1999,88127,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,No
728,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,62,7,1999,88000,Petrol,86,0,Blue,0,1300,3,4,5,69,1020,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,No
729,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,1999,87821,Petrol,86,1,Grey,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,No
730,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,59,10,1999,87654,Petrol,86,1,Green,1,1300,5,4,5,85,1065,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,No
731,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,59,10,1999,86888,Petrol,110,1,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,No
732,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,59,10,1999,86871,Petrol,86,1,Black,0,1300,5,4,5,69,1040,0,1,3,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,No
733,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,68,1,1999,86714,Petrol,110,1,Silver,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,No
734,TOYOTA Corolla 1.6 G6 HB 2/3-Doors,65,4,1999,85889,Petrol,110,0,Red,0,1600,3,4,6,85,1065,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,No
735,TOYOTA Corolla 1.6 Terra HB 2/3-Doors,62,7,1999,85000,Petrol,110,1,Silver,0,1600,3,4,5,69,1050,0,0,6,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,No
736,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,60,9,1999,85000,Petrol,86,1,Black,0,1300,3,4,5,69,1025,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,No
737,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,68,1,1999,84976,Petrol,110,1,Silver,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,No
738, TOYOTA Corolla 1.6 16v Linea Luna Stationwagen,65,4,1999,84558,Petrol,110,1,Silver,0,1600,5,4,5,19,1120,0,1,12,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,No
739,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,1999,84549,Petrol,110,0,Silver,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,No
740,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,1,1999,84482,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,No
741,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,62,7,1999,83908,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,No
742,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,67,2,1999,83560,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,No
743,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,68,1,1999,83000,Petrol,107,1,Grey,1,1600,5,4,5,85,1100,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,No
744,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,64,5,1999,82723,Petrol,86,0,Blue,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,No
745,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,62,7,1999,82421,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,No
746,TOYOTA Corolla 1.6 4/5-Doors,58,11,1999,82254,Petrol,110,0,Red,0,1600,5,4,5,69,1050,0,1,12,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,No
747,TOYOTA Corolla Linea Luna 1.6i 16V 2/3-Doors,61,8,1999,82115,Petrol,110,1,Red,0,1600,3,4,5,85,1055,0,1,3,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,No
748,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,1999,82000,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,No
749,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,68,1,1999,81965,Petrol,86,1,Black,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,No
750,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,66,3,1999,81250,Petrol,110,0,Grey,0,1600,3,4,5,19,1050,0,0,3,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,No
751,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,65,4,1999,81192,Petrol,110,1,Black,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,No
752,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,61,8,1999,81170,Petrol,110,1,Silver,0,1600,4,4,5,69,1040,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,No
753,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,66,3,1999,81083,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,No
754,TOYOTA Corolla 1.6 VVTi Linea Luna 4/5-Doors,61,8,1999,80714,Petrol,110,1,Black,0,1600,5,4,5,85,1075,1,1,12,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,No
755,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,57,12,1999,80470,Petrol,110,0,Red,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,No
756,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,65,4,1999,80439,Petrol,110,1,Green,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,No
757,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,59,10,1999,80430,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,No
758,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,68,1,1999,80426,Petrol,110,1,Green,0,1600,3,4,5,85,1055,1,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,No
759,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,62,7,1999,80265,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
760,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,65,4,1999,80153,Petrol,110,0,Green,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,No
761,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,68,1,1999,80121,Petrol,110,0,Red,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,No
762,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,65,4,1999,80086,Petrol,110,1,Red,0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,No
763,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,1999,80000,Petrol,110,0,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,No
764,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,60,9,1999,80000,Petrol,86,0,Green,0,1300,5,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No
765,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,65,4,1999,80000,Petrol,86,1,Black,0,1300,2,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No
766,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,67,2,1999,79858,Petrol,110,1,Green,0,1600,4,4,5,69,1040,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,No
767,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,67,2,1999,79762,Petrol,86,1,Grey,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,No
768,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,59,10,1999,79660,Petrol,86,0,Green,1,1300,5,4,5,85,1065,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,No
769,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,60,9,1999,79150,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,No
770,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,61,8,1999,79000,Petrol,110,1,Green,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,No
771,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,57,12,1999,78955,Petrol,86,1,Silver,0,1300,5,4,5,69,1045,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,No
772,TOYOTA Corolla 2.0 D Linea luna Wagon Stationwagen,59,10,1999,78750,Diesel,90,1,Silver,0,1975,5,4,5,210,1155,0,0,6,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,No
773,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,68,1,1999,78521,Petrol,86,0,Green,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,No
774,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,64,5,1999,78356,Petrol,86,1,Silver,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,No
775,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,1999,78076,Petrol,86,1,Grey,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,No
776,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,61,8,1999,78063,Petrol,107,1,Green,1,1600,5,4,5,85,1100,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,No
777,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,67,2,1999,77821,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,No
778,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,68,1,1999,77695,Petrol,110,1,Grey,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,No
779,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,4,1999,77500,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,No
780,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,63,6,1999,77457,Petrol,110,1,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,No
781,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,68,1,1999,77029,Petrol,86,1,Black,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,No
782,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,68,1,1999,77008,Petrol,86,1,Violet,0,1300,3,4,5,69,1015,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No
783,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,66,3,1999,76791,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,No
784,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,61,8,1999,76700,Petrol,86,1,Red,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,No
785,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,67,2,1999,76569,Petrol,86,1,Black,0,1300,3,4,5,69,1020,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,No
786,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,59,10,1999,76162,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,No
787,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,65,4,1999,76155,Petrol,110,1,Red,0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,No
